"id","consumptionDate","truckId","excavatorId","supportEquipmentId","fuelType","quantity","costPerLiter","totalCost","operatingHours","distance","fuelEfficiency","fuelStation","remarks","createdAt","updatedAt"
"cmifyj2mz0cck2o7g0fgwzzly","2025-11-12T12:04:41.602Z","cmifyivzx04gw2o7gogmy43r4",,,"PERTAMAX",300.3269291582995,12000,3603923.149899594,8.856797114579484,92.72411752316958,1.87752379379253,"Station-C",,"2025-11-26T12:04:41.627Z","2025-11-26T12:04:41.627Z"
"cmifyj2n00ccm2o7gmypg6mc5","2025-11-04T12:04:41.602Z","cmifyivzy04gy2o7gfw7yuv2r",,,"SOLAR",452.0666719256339,6500,2938433.367516621,11.61873656539699,61.64179751067682,1.616850516681516,"Station-C",,"2025-11-26T12:04:41.628Z","2025-11-26T12:04:41.628Z"
"cmifyj2n10cco2o7gr4q5ccb4","2025-11-04T12:04:41.602Z",,,"cmifyixar05ui2o7gg9t1cygx","SOLAR",116.2679267883435,6500,755741.5241242328,9.276408101312054,,,"Station-A",,"2025-11-26T12:04:41.630Z","2025-11-26T12:04:41.630Z"
"cmifyj2n30ccq2o7ggsqy0j5r","2025-11-26T12:04:41.602Z",,,"cmifyixas05uj2o7gs2fa0wx1","SOLAR",253.7577988843898,6500,1649425.692748534,12.63940671054168,,,"Station-A",,"2025-11-26T12:04:41.631Z","2025-11-26T12:04:41.631Z"
"cmifyj2n40ccs2o7geqyrzu90","2025-11-06T12:04:41.602Z",,"cmifyiwpy05dw2o7gbtw1dh0g",,"SOLAR",207.2025920692804,6500,1346816.848450322,8.696618070285295,,,"Station-C",,"2025-11-26T12:04:41.632Z","2025-11-26T12:04:41.632Z"
"cmifyj2n50ccu2o7g5ce8pybd","2025-11-21T12:04:41.602Z",,,"cmifyixau05ul2o7g4krnz0wu","SOLAR",215.9554770622206,6500,1403710.600904434,14.81615889862577,,,"Station-C",,"2025-11-26T12:04:41.634Z","2025-11-26T12:04:41.634Z"
"cmifyj2n70ccw2o7gpbkcaql3","2025-11-25T12:04:41.602Z","cmifyiw0604h82o7gubv410sw",,,"SOLAR",216.6635065396783,6500,1408312.792507909,10.48305325631997,170.6627985597365,1.870232953018901,"Station-B",,"2025-11-26T12:04:41.635Z","2025-11-26T12:04:41.635Z"
"cmifyj2n80ccy2o7gmua89crj","2025-11-26T12:04:41.602Z",,,"cmifyixax05un2o7g577g3lrs","SOLAR",482.8194639106341,6500,3138326.515419122,9.904727728823596,,,"Station-C",,"2025-11-26T12:04:41.636Z","2025-11-26T12:04:41.636Z"
"cmifyj2na0cd02o7gugqezwlg","2025-11-25T12:04:41.602Z","cmifyiw0904hc2o7gxt405jyr",,,"SOLAR",226.8434726101922,6500,1474482.571966249,9.130800710397272,179.3071090487281,1.53213357784408,"Station-B",,"2025-11-26T12:04:41.638Z","2025-11-26T12:04:41.638Z"
"cmifyj2nb0cd22o7gr9o1rxr7","2025-11-22T12:04:41.602Z","cmifyiw0a04he2o7g0mz6s6j6",,,"PERTAMAX",361.5737025563296,12000,4338884.430675955,9.378903998930324,108.7519276326746,1.531007641738535,"Station-B",,"2025-11-26T12:04:41.639Z","2025-11-26T12:04:41.639Z"
"cmifyj2nc0cd42o7gs5l97t4v","2025-11-01T12:04:41.602Z",,,"cmifyixb005uq2o7g54qrtehm","SOLAR",240.0843792484403,6500,1560548.465114862,13.57363435181865,,,"Station-C",,"2025-11-26T12:04:41.641Z","2025-11-26T12:04:41.641Z"
"cmifyj2ne0cd62o7g2qn8v2ik","2025-11-22T12:04:41.602Z",,"cmifyiwq705e32o7g6hgtzpwm",,"SOLAR",455.2971866137102,6500,2959431.712989117,14.69986831096104,,,"Station-B",,"2025-11-26T12:04:41.642Z","2025-11-26T12:04:41.642Z"
"cmifyj2nf0cd82o7g2a8p0qvf","2025-11-15T12:04:41.602Z",,"cmifyiwq805e42o7g6tdv9niz",,"SOLAR",433.7918037872549,6500,2819646.724617157,11.50898911718049,,,"Station-B",,"2025-11-26T12:04:41.643Z","2025-11-26T12:04:41.643Z"
"cmifyj2ng0cda2o7gna3ip8w2","2025-11-21T12:04:41.602Z","cmifyiw0h04hm2o7gm2utk8ew",,,"SOLAR",343.811161822447,6500,2234772.551845906,14.58940732614272,93.81805091056572,2.567755433392554,"Station-C",,"2025-11-26T12:04:41.645Z","2025-11-26T12:04:41.645Z"
"cmifyj2nh0cdc2o7gbhkx1t3g","2025-11-10T12:04:41.602Z","cmifyiw0i04ho2o7gzcl9fmta",,,"SOLAR",306.5306269402947,6500,1992449.075111916,10.72369133545658,83.58248916924889,1.86220645787721,"Station-B",,"2025-11-26T12:04:41.646Z","2025-11-26T12:04:41.646Z"
"cmifyj2nj0cde2o7gp7plejzv","2025-11-03T12:04:41.602Z","cmifyiw0k04hq2o7ghhxg47wv",,,"SOLAR",465.8795896603157,6500,3028217.332792052,14.83479496318785,132.3997092607797,2.660812418937474,"Station-B",,"2025-11-26T12:04:41.647Z","2025-11-26T12:04:41.647Z"
"cmifyj2nk0cdg2o7gb28gmeeb","2025-11-23T12:04:41.602Z","cmifyiw0l04hs2o7g7f61it4n",,,"PERTAMAX",310.0783947417257,12000,3720940.736900709,9.355683850766882,136.740479882019,2.188928924720487,"Station-C",,"2025-11-26T12:04:41.648Z","2025-11-26T12:04:41.648Z"
"cmifyj2nl0cdi2o7gx8ntv4eq","2025-11-08T12:04:41.602Z",,"cmifyiwqe05e92o7g0bl5lnu2",,"SOLAR",447.2328661255885,6500,2907013.629816325,9.73588779725785,,,"Station-C",,"2025-11-26T12:04:41.649Z","2025-11-26T12:04:41.649Z"
"cmifyj2nm0cdk2o7g1ir3dhgz","2025-11-12T12:04:41.602Z",,,"cmifyixb905uy2o7g48cheh98","SOLAR",267.8588864260972,6500,1741082.761769632,15.49660300032128,,,"Station-A",,"2025-11-26T12:04:41.651Z","2025-11-26T12:04:41.651Z"
"cmifyj2nn0cdm2o7g38w3bo20","2025-11-18T12:04:41.602Z","cmifyiw0q04hy2o7gvdtehiil",,,"SOLAR",365.8963015980852,6500,2378325.960387554,8.922567315673017,137.0239341986689,2.570344313751912,"Station-B",,"2025-11-26T12:04:41.652Z","2025-11-26T12:04:41.652Z"
"cmifyj2np0cdo2o7gp7tv52u5","2025-11-03T12:04:41.602Z","cmifyiw0r04i02o7gxekx1w1k",,,"SOLAR",367.8046372318335,6500,2390730.142006917,12.63997934497011,89.7620228653937,1.960433292106841,"Station-C",,"2025-11-26T12:04:41.653Z","2025-11-26T12:04:41.653Z"
"cmifyj2nq0cdq2o7gxzm5kxrd","2025-11-04T12:04:41.602Z","cmifyiw0t04i22o7gly4tg7yc",,,"SOLAR",120.3681851610378,6500,782393.2035467458,14.56922064827777,70.46595200621503,2.389250171672331,"Station-A",,"2025-11-26T12:04:41.655Z","2025-11-26T12:04:41.655Z"
"cmifyj2ns0cds2o7ggqd6d9f1","2025-11-05T12:04:41.602Z",,"cmifyiwqk05ee2o7gy29irazq",,"SOLAR",360.3823989553678,6500,2342485.593209891,14.58544803555281,,,"Station-B",,"2025-11-26T12:04:41.656Z","2025-11-26T12:04:41.656Z"
"cmifyj2nt0cdu2o7gcln2ogla","2025-11-26T12:04:41.602Z","cmifyiw0w04i62o7gboieugnb",,,"PERTAMAX",352.1058611799391,12000,4225270.334159269,14.19377936931416,57.19202909435342,2.749703250294599,"Station-A",,"2025-11-26T12:04:41.657Z","2025-11-26T12:04:41.657Z"
"cmifyj2nu0cdw2o7gvxb9c63m","2025-10-28T12:04:41.602Z",,,"cmifyixbf05v42o7gzk4gnex1","SOLAR",467.5130331678541,6500,3038834.715591052,8.160683698155122,,,"Station-A",,"2025-11-26T12:04:41.658Z","2025-11-26T12:04:41.658Z"
"cmifyj2nv0cdy2o7gdc1d33vb","2025-10-28T12:04:41.602Z",,,"cmifyixbg05v52o7g0lsz2ajo","SOLAR",142.3027157246676,6500,924967.6522103396,8.42799752738136,,,"Station-C",,"2025-11-26T12:04:41.660Z","2025-11-26T12:04:41.660Z"
"cmifyj2nx0ce02o7gx863i7em","2025-11-14T12:04:41.602Z","cmifyiw1104ic2o7g5oyy2uwo",,,"PERTAMAX",257.5576655949313,12000,3090691.987139176,15.32768239894819,88.68816136452394,2.83407788805336,"Station-A",,"2025-11-26T12:04:41.661Z","2025-11-26T12:04:41.661Z"
"cmifyj2ny0ce22o7gs06xdm93","2025-11-13T12:04:41.602Z",,"cmifyiwqq05ej2o7gup4cfzhj",,"SOLAR",314.0210829753005,6500,2041137.039339453,9.172701711024594,,,"Station-B",,"2025-11-26T12:04:41.662Z","2025-11-26T12:04:41.662Z"
"cmifyj2nz0ce42o7g2z0aaqzj","2025-11-05T12:04:41.602Z",,"cmifyiwqs05ek2o7gh1rjp8hi",,"SOLAR",173.4648805764373,6500,1127521.723746843,8.506308117587338,,,"Station-C",,"2025-11-26T12:04:41.663Z","2025-11-26T12:04:41.663Z"
"cmifyj2o00ce62o7gaycild72","2025-11-09T12:04:41.602Z",,,"cmifyixbk05v92o7gcz6xmhpn","SOLAR",240.3967406439938,6500,1562578.814185959,9.97022246598057,,,"Station-A",,"2025-11-26T12:04:41.665Z","2025-11-26T12:04:41.665Z"
"cmifyj2o10ce82o7gq1x3w7ui","2025-11-02T12:04:41.602Z","cmifyiw1704ik2o7g4z1mhoam",,,"PERTAMAX",404.2014852401617,12000,4850417.82288194,14.00981315490194,92.65020411678515,1.504788911175287,"Station-B",,"2025-11-26T12:04:41.666Z","2025-11-26T12:04:41.666Z"
"cmifyj2o30cea2o7ged34xxfg","2025-11-16T12:04:41.602Z",,"cmifyiwqw05en2o7g5pr5k9sz",,"SOLAR",187.8669241685652,6500,1221135.007095674,9.05048112689117,,,"Station-B",,"2025-11-26T12:04:41.667Z","2025-11-26T12:04:41.667Z"
"cmifyj2o40cec2o7g8y66fk6g","2025-10-31T12:04:41.602Z",,"cmifyiwqx05eo2o7gdhxho38w",,"SOLAR",235.0693743583416,6500,1527950.93332922,15.80062321900193,,,"Station-A",,"2025-11-26T12:04:41.668Z","2025-11-26T12:04:41.668Z"
"cmifyj2o50cee2o7g0jw1vwtr","2025-10-30T12:04:41.602Z","cmifyiw1c04iq2o7gn1cjzd5e",,,"SOLAR",207.9982141967633,6500,1351988.392278961,8.686335311073975,131.5279958596552,2.155321787161909,"Station-B",,"2025-11-26T12:04:41.670Z","2025-11-26T12:04:41.670Z"
"cmifyj2o70ceg2o7gjuitfx5r","2025-11-15T12:04:41.602Z","cmifyiw1d04is2o7gnuraziir",,,"PERTAMAX",108.4818183456488,12000,1301781.820147786,8.988579051505296,171.7412978205873,1.888988537260907,"Station-A",,"2025-11-26T12:04:41.671Z","2025-11-26T12:04:41.671Z"
"cmifyj2o80cei2o7gkxj35hr2","2025-11-18T12:04:41.602Z",,,"cmifyixbs05vf2o7gbb2d6ubc","SOLAR",132.2749918570895,6500,859787.4470710817,9.371066543037006,,,"Station-B",,"2025-11-26T12:04:41.673Z","2025-11-26T12:04:41.673Z"
"cmifyj2oa0cek2o7grb8d8et0","2025-11-14T12:04:41.602Z","cmifyiw1g04iw2o7gdbums3tz",,,"SOLAR",216.7149254270385,6500,1408647.01527575,10.54387230449025,82.45351626869301,2.190207495222782,"Station-A",,"2025-11-26T12:04:41.674Z","2025-11-26T12:04:41.674Z"
"cmifyj2ob0cem2o7gyqwjpygx","2025-11-03T12:04:41.602Z",,,"cmifyixbu05vh2o7gie3hwp4g","SOLAR",238.8029781617167,6500,1552219.358051158,14.27519546185735,,,"Station-C",,"2025-11-26T12:04:41.675Z","2025-11-26T12:04:41.675Z"
"cmifyj2oc0ceo2o7geshfon8g","2025-11-25T12:04:41.602Z","cmifyiw1j04j02o7g909fdfbc",,,"PERTAMAX",323.4466302618333,12000,3881359.563142,13.488310985326,155.6655272577693,2.877931584282464,"Station-C",,"2025-11-26T12:04:41.677Z","2025-11-26T12:04:41.677Z"
"cmifyj2oe0ceq2o7gaotz38po","2025-11-14T12:04:41.602Z","cmifyiw1l04j22o7g2492dee0",,,"PERTAMAX",340.2682841446441,12000,4083219.409735729,13.18260606742934,143.999206029894,1.890352835283386,"Station-A",,"2025-11-26T12:04:41.678Z","2025-11-26T12:04:41.678Z"
"cmifyj2of0ces2o7gokaixsfh","2025-11-18T12:04:41.602Z",,,"cmifyixbw05vk2o7glih1vwj3","SOLAR",191.9306547744841,6500,1247549.256034147,14.0877329866354,,,"Station-A",,"2025-11-26T12:04:41.679Z","2025-11-26T12:04:41.679Z"
"cmifyj2og0ceu2o7gp1qnastn","2025-10-30T12:04:41.602Z","cmifyiw1o04j62o7gntq29wg0",,,"SOLAR",418.2799419866045,6500,2718819.622912929,13.05309535404781,107.8689640921081,2.306257061828086,"Station-B",,"2025-11-26T12:04:41.680Z","2025-11-26T12:04:41.680Z"
"cmifyj2oh0cew2o7gmirydv2r","2025-11-22T12:04:41.602Z",,,"cmifyixby05vm2o7gq4wfwsk1","SOLAR",102.7153943969413,6500,667650.0635801185,13.70082150969595,,,"Station-A",,"2025-11-26T12:04:41.682Z","2025-11-26T12:04:41.682Z"
"cmifyj2oj0cey2o7gs8cnjzgz","2025-11-08T12:04:41.602Z","cmifyiw1r04ja2o7ga29jla1i",,,"SOLAR",310.0871322965118,6500,2015566.359927326,14.37875445836271,164.2674065263619,2.791147260407939,"Station-C",,"2025-11-26T12:04:41.683Z","2025-11-26T12:04:41.683Z"
"cmifyj2ok0cf02o7g3mgseyy7","2025-10-30T12:04:41.602Z","cmifyiw1t04jc2o7go1l9ym37",,,"PERTAMAX",120.4601817599668,12000,1445522.181119602,9.301348478706679,175.7439067227623,2.374421134132359,"Station-C",,"2025-11-26T12:04:41.684Z","2025-11-26T12:04:41.684Z"
"cmifyj2ol0cf22o7gdej8pzv5","2025-11-14T12:04:41.602Z",,"cmifyiwre05f12o7gaz2o4gmm",,"SOLAR",397.7512008326856,6500,2585382.805412457,8.733875998491373,,,"Station-A",,"2025-11-26T12:04:41.685Z","2025-11-26T12:04:41.685Z"
"cmifyj2om0cf42o7g5kewidwl","2025-11-10T12:04:41.602Z","cmifyiw1w04jg2o7gudagsbtz",,,"SOLAR",224.9614992325377,6500,1462249.745011495,9.386462145442712,131.4266248601665,1.87360804067784,"Station-B",,"2025-11-26T12:04:41.687Z","2025-11-26T12:04:41.687Z"
"cmifyj2oo0cf62o7gef7l0czm","2025-11-14T12:04:41.602Z",,,"cmifyixc405vr2o7gjrpx0cp3","SOLAR",376.2442172917212,6500,2445587.412396187,14.50789266429588,,,"Station-C",,"2025-11-26T12:04:41.688Z","2025-11-26T12:04:41.688Z"
"cmifyj2op0cf82o7gj75cj9q6","2025-11-22T12:04:41.602Z",,"cmifyiwri05f42o7g94z4ovb0",,"SOLAR",187.183074778106,6500,1216689.986057689,11.79726637923779,,,"Station-A",,"2025-11-26T12:04:41.690Z","2025-11-26T12:04:41.690Z"
"cmifyj2or0cfa2o7gg92w1zbl","2025-11-12T12:04:41.602Z","cmifyiw2004jm2o7gz09uafjh",,,"PERTAMAX",485.6125512877666,12000,5827350.615453199,9.887964925510126,129.5532876670599,2.409585915907978,"Station-C",,"2025-11-26T12:04:41.691Z","2025-11-26T12:04:41.691Z"
"cmifyj2os0cfc2o7glgv5t3ei","2025-11-19T12:04:41.602Z","cmifyiw2204jo2o7gd38wdzl8",,,"SOLAR",237.4455003226192,6500,1543395.752097025,8.635182387083127,131.2925658024423,1.692126585735256,"Station-A",,"2025-11-26T12:04:41.692Z","2025-11-26T12:04:41.692Z"
"cmifyj2ot0cfe2o7gk1sxiohc","2025-11-17T12:04:41.602Z","cmifyiw2304jq2o7g8liatkar",,,"PERTAMAX",291.4756690644182,12000,3497708.028773018,12.19363470353924,86.22691194177239,2.022523621190169,"Station-A",,"2025-11-26T12:04:41.693Z","2025-11-26T12:04:41.693Z"
"cmifyj2ou0cfg2o7g76wp65hh","2025-10-30T12:04:41.602Z",,"cmifyiwrn05f82o7gy34adh29",,"SOLAR",472.0230439970364,6500,3068149.785980736,8.005453002757555,,,"Station-C",,"2025-11-26T12:04:41.695Z","2025-11-26T12:04:41.695Z"
"cmifyj2ov0cfi2o7g38dxgvym","2025-11-18T12:04:41.602Z",,,"cmifyixca05vx2o7g2qh9b5bx","SOLAR",324.3146059995929,6500,2108044.938997354,9.944249130303792,,,"Station-A",,"2025-11-26T12:04:41.696Z","2025-11-26T12:04:41.696Z"
"cmifyj2ox0cfk2o7g27e08v4h","2025-11-21T12:04:41.602Z",,"cmifyiwrq05fa2o7gan3llw5f",,"SOLAR",301.2209994212959,6500,1957936.496238424,14.23250528861204,,,"Station-B",,"2025-11-26T12:04:41.697Z","2025-11-26T12:04:41.697Z"
"cmifyj2oy0cfm2o7gsf0nxew1","2025-11-14T12:04:41.602Z","cmifyiw2904jy2o7gfdamolhb",,,"PERTAMAX",268.3598891636557,12000,3220318.669963868,14.79853998983107,118.9530095008856,2.161534642407064,"Station-A",,"2025-11-26T12:04:41.698Z","2025-11-26T12:04:41.698Z"
"cmifyj2oz0cfo2o7gc1j2qr1y","2025-10-30T12:04:41.602Z","cmifyiw2b04k02o7g2optesc7",,,"PERTAMAX",470.917414633299,12000,5651008.975599588,11.2659038723796,91.62457158684732,1.651014663956825,"Station-C",,"2025-11-26T12:04:41.699Z","2025-11-26T12:04:41.699Z"
"cmifyj2p00cfq2o7gmm7jp5zd","2025-11-05T12:04:41.602Z",,,"cmifyixce05w12o7gt5e4nvp6","SOLAR",399.6699787720427,6500,2597854.862018278,8.892958741869494,,,"Station-B",,"2025-11-26T12:04:41.701Z","2025-11-26T12:04:41.701Z"
"cmifyj2p10cfs2o7gxhfmindc","2025-11-02T12:04:41.602Z","cmifyiw2e04k42o7g7ciearu4",,,"PERTAMAX",176.0385726016336,12000,2112462.871219604,8.17286672527124,189.8967240860337,1.796641203980027,"Station-C",,"2025-11-26T12:04:41.702Z","2025-11-26T12:04:41.702Z"
"cmifyj2p30cfu2o7gb29sn3o9","2025-11-04T12:04:41.602Z",,,"cmifyixcg05w32o7gcx3euwiw","SOLAR",281.618231294988,6500,1830518.503417422,9.340148548750358,,,"Station-B",,"2025-11-26T12:04:41.703Z","2025-11-26T12:04:41.703Z"
"cmifyj2p40cfw2o7gocwyhsu5","2025-11-17T12:04:41.602Z","cmifyiw2h04k82o7gyi9csiyw",,,"PERTAMAX",374.2901397363561,12000,4491481.676836273,15.76081944981778,85.30914342753911,2.788258038305247,"Station-A",,"2025-11-26T12:04:41.705Z","2025-11-26T12:04:41.705Z"
"cmifyj2p60cfy2o7gtv192d8y","2025-11-20T12:04:41.602Z",,,"cmifyixci05w52o7gxqs72nk3","SOLAR",371.1951950098457,6500,2412768.767563997,8.650825076275364,,,"Station-C",,"2025-11-26T12:04:41.706Z","2025-11-26T12:04:41.706Z"
"cmifyj2p70cg02o7gw9pfqwl9","2025-11-02T12:04:41.602Z",,"cmifyiws005fi2o7gtjqzohix",,"SOLAR",144.1895611470808,6500,937232.1474560251,10.28083286576254,,,"Station-C",,"2025-11-26T12:04:41.707Z","2025-11-26T12:04:41.707Z"
"cmifyj2p80cg22o7gs55abii7","2025-11-02T12:04:41.602Z","cmifyiw2m04ke2o7gpg741mv7",,,"SOLAR",338.4853470455047,6500,2200154.755795781,9.924657314198056,88.08498795492356,1.578912813300022,"Station-B",,"2025-11-26T12:04:41.708Z","2025-11-26T12:04:41.708Z"
"cmifyj2p90cg42o7gs4yz9quz","2025-11-02T12:04:41.602Z","cmifyiw2n04kg2o7gyns04rf8",,,"PERTAMAX",405.5895567452686,12000,4867074.680943224,8.380134585821668,90.46009555739877,2.743307521398236,"Station-A",,"2025-11-26T12:04:41.709Z","2025-11-26T12:04:41.709Z"
"cmifyj2pa0cg62o7gmx02qk1h","2025-11-20T12:04:41.602Z","cmifyiw2p04ki2o7gn7recm9v",,,"PERTAMAX",212.3564609137364,12000,2548277.530964837,10.98191373361437,167.8132203575161,2.77544283482909,"Station-A",,"2025-11-26T12:04:41.711Z","2025-11-26T12:04:41.711Z"
"cmifyj2pb0cg82o7g9tvy3kr9","2025-11-04T12:04:41.602Z",,"cmifyiws405fm2o7gn440o6i2",,"SOLAR",496.5877792340517,6500,3227820.565021336,8.904976970967564,,,"Station-B",,"2025-11-26T12:04:41.712Z","2025-11-26T12:04:41.712Z"
"cmifyj2pd0cga2o7gcad7drn7","2025-11-22T12:04:41.602Z",,"cmifyiws605fn2o7gprgp18i4",,"SOLAR",146.3798775454121,6500,951469.2040451787,10.02860208537396,,,"Station-B",,"2025-11-26T12:04:41.713Z","2025-11-26T12:04:41.713Z"
"cmifyj2pe0cgc2o7gwkhutkbx","2025-11-14T12:04:41.602Z",,,"cmifyixcq05wc2o7gs0jo5vql","SOLAR",360.8735147519596,6500,2345677.845887737,12.04245400575857,,,"Station-C",,"2025-11-26T12:04:41.714Z","2025-11-26T12:04:41.714Z"
"cmifyj2pf0cge2o7gd4pmdzt4","2025-11-12T12:04:41.602Z","cmifyiw2v04kq2o7gxw1pzjhw",,,"SOLAR",302.4666199417672,6500,1966033.029621487,8.26351734143704,153.7129084330476,2.400118612410416,"Station-B",,"2025-11-26T12:04:41.715Z","2025-11-26T12:04:41.715Z"
"cmifyj2pg0cgg2o7g0ubkwakw","2025-10-31T12:04:41.602Z","cmifyiw2x04ks2o7g0qfz255a",,,"PERTAMAX",126.6712805831183,12000,1520055.36699742,8.343523758977895,81.81822618709307,2.776383500590757,"Station-B",,"2025-11-26T12:04:41.717Z","2025-11-26T12:04:41.717Z"
"cmifyj2ph0cgi2o7g3y95ekt5","2025-11-03T12:04:41.602Z",,"cmifyiwsb05fr2o7g6o5fh1gl",,"SOLAR",443.7721506935568,6500,2884518.979508119,14.28121454465415,,,"Station-A",,"2025-11-26T12:04:41.718Z","2025-11-26T12:04:41.718Z"
"cmifyj2pi0cgk2o7g3vudqg1m","2025-11-25T12:04:41.602Z","cmifyiw3004kw2o7gtobpuv81",,,"SOLAR",289.744176390501,6500,1883337.146538257,12.42453209639844,191.8758933557707,1.905995469765811,"Station-C",,"2025-11-26T12:04:41.719Z","2025-11-26T12:04:41.719Z"
"cmifyj2pk0cgm2o7ghsoj5pkc","2025-11-01T12:04:41.602Z","cmifyiw3104ky2o7guucqwasc",,,"SOLAR",176.6062164751286,6500,1147940.407088336,8.49386682250021,172.1229779523024,1.969924729019115,"Station-C",,"2025-11-26T12:04:41.720Z","2025-11-26T12:04:41.720Z"
"cmifyj2pm0cgo2o7gk5cctms7","2025-10-29T12:04:41.602Z",,"cmifyiwse05fu2o7gduusjwqm",,"SOLAR",153.8600171321947,6500,1000090.111359265,10.98777347248609,,,"Station-C",,"2025-11-26T12:04:41.722Z","2025-11-26T12:04:41.722Z"
"cmifyj2pn0cgq2o7gw66o6paq","2025-11-23T12:04:41.602Z",,,"cmifyixcx05wj2o7glsdy8ryc","SOLAR",263.5097272932222,6500,1712813.227405944,11.95411876094173,,,"Station-C",,"2025-11-26T12:04:41.723Z","2025-11-26T12:04:41.723Z"
