"id","jettyBerthId","vesselCode","vesselName","arrivalTime","berthingTime","loadingStart","loadingEnd","departureTime","draftArrival","draftDeparture","waitingTime","remarks","createdAt","updatedAt"
"cmifyj0tc09kw2o7gr9f38b2l","cmifyiybg06s42o7gipxio0dk","MV-0028","MV Lontar Jaya","2025-10-01T12:04:39.225Z","2025-10-01T14:35:39.225Z","2025-10-01T15:29:32.327Z","2025-10-01T21:54:54.624Z","2025-10-01T23:02:08.671Z",6.636490453120935,7.006327785794433,151,,"2025-11-26T12:04:39.265Z","2025-11-26T12:04:39.265Z"
"cmifyj0te09ky2o7gdmmm3kks","cmifyiybh06s52o7gr0pm7m5m","MV-0029","MV Mahakam Utama","2025-11-13T12:04:39.225Z","2025-11-13T14:02:39.225Z","2025-11-13T14:39:18.018Z","2025-11-14T04:20:41.757Z","2025-11-14T05:26:31.468Z",8.087263839225146,8.031720324236796,118,,"2025-11-26T12:04:39.266Z","2025-11-26T12:04:39.266Z"
"cmifyj0tf09l02o7g04uge2ms","cmifyiybi06s62o7gmmztlrmt","MV-0030","MV Samudera Sejahtera","2025-11-11T12:04:39.225Z","2025-11-11T12:53:39.225Z","2025-11-11T13:21:49.022Z","2025-11-12T02:52:44.586Z","2025-11-12T03:43:47.255Z",6.839003348466862,8.526784864486599,49,,"2025-11-26T12:04:39.267Z","2025-11-26T12:04:39.267Z"
"cmifyj0tg09l22o7gm9w741s7","cmifyiybj06s72o7gqi8h2o7s","MV-0031","MV Nusantara Makmur","2025-11-21T12:04:39.225Z","2025-11-21T14:55:39.225Z","2025-11-21T15:42:07.758Z","2025-11-22T11:33:18.930Z","2025-11-22T12:18:38.016Z",6.216102212727545,7.467058994702155,171,,"2025-11-26T12:04:39.269Z","2025-11-26T12:04:39.269Z"
"cmifyj0th09l42o7gper1paoh","cmifyiybk06s82o7gho2juprv","MV-0032","MV Barito Abadi","2025-10-29T12:04:39.225Z","2025-10-29T14:36:39.225Z","2025-10-29T14:37:42.930Z","2025-10-29T23:21:36.254Z","2025-10-30T00:12:47.301Z",6.585469520277372,7.006140093662811,152,,"2025-11-26T12:04:39.270Z","2025-11-26T12:04:39.270Z"
"cmifyj0tj09l62o7gcqwkarah","cmifyiybl06s92o7g2doa4yba","MV-0033","MV Lontar Jaya","2025-11-08T12:04:39.225Z","2025-11-08T13:15:39.225Z","2025-11-08T14:02:00.311Z","2025-11-09T07:25:41.999Z","2025-11-09T08:04:13.501Z",7.749824687079894,7.420214776676826,71,,"2025-11-26T12:04:39.272Z","2025-11-26T12:04:39.272Z"
"cmifyj0tl09l82o7gewzlm0u6","cmifyiybn06sa2o7gwre9h9fg","MV-0034","MV Nusantara Makmur","2025-10-28T12:04:39.225Z","2025-10-28T12:39:39.225Z","2025-10-28T12:57:35.825Z","2025-10-29T01:57:15.251Z","2025-10-29T02:50:36.230Z",7.407458904020675,8.245936755791988,35,,"2025-11-26T12:04:39.273Z","2025-11-26T12:04:39.273Z"
"cmifyj0tm09la2o7g7ar8b73c","cmifyiybo06sb2o7gomw1wg5r","MV-0035","MV Borneo Sejahtera","2025-09-29T12:04:39.225Z","2025-09-29T13:27:39.225Z","2025-09-29T13:51:10.292Z","2025-09-29T20:13:26.826Z","2025-09-29T21:18:13.753Z",8.612879699254442,7.792536541708849,83,,"2025-11-26T12:04:39.274Z","2025-11-26T12:04:39.274Z"
"cmifyj0tn09lc2o7gblf0wd3j","cmifyiybp06sc2o7gxjzobago","MV-0036","MV Lontar Indah","2025-10-20T12:04:39.225Z","2025-10-20T14:32:39.225Z","2025-10-20T14:48:31.010Z","2025-10-21T11:33:44.894Z","2025-10-21T12:06:17.684Z",8.86843219079807,8.356483485996918,148,,"2025-11-26T12:04:39.275Z","2025-11-26T12:04:39.275Z"
"cmifyj0to09le2o7ger7s0nc1","cmifyiybq06sd2o7g51v2pg8j","MV-0037","MV Maritim Makmur","2025-10-02T12:04:39.225Z","2025-10-02T12:43:39.225Z","2025-10-02T12:45:49.278Z","2025-10-02T19:11:54.328Z","2025-10-02T20:05:35.462Z",7.836170890302199,8.146756987471818,39,,"2025-11-26T12:04:39.277Z","2025-11-26T12:04:39.277Z"
"cmifyj0tp09lg2o7gji5qvx2m","cmifyiybr06se2o7g3f21k9h7","MV-0038","MV Kalimantan Abadi","2025-10-09T12:04:39.225Z","2025-10-09T13:47:39.225Z","2025-10-09T13:58:30.437Z","2025-10-10T00:44:23.519Z","2025-10-10T01:41:29.306Z",8.531120374126022,8.301448347935393,103,,"2025-11-26T12:04:39.278Z","2025-11-26T12:04:39.278Z"
"cmifyj0tr09li2o7g5wlkmhag","cmifyiybt06sf2o7g479aapkg","MV-0039","MV Kapuas Indah","2025-10-28T12:04:39.225Z","2025-10-28T13:58:39.225Z","2025-10-28T14:23:02.492Z","2025-10-29T11:08:19.508Z","2025-10-29T11:39:23.053Z",8.203110995884387,7.757494180982334,114,,"2025-11-26T12:04:39.279Z","2025-11-26T12:04:39.279Z"
"cmifyj0ts09lk2o7g31mz17ys","cmifyiybu06sg2o7g4cwjv0h8","MV-0040","MV Borneo Sentosa","2025-10-15T12:04:39.225Z","2025-10-15T13:37:39.225Z","2025-10-15T13:47:11.590Z","2025-10-15T23:22:28.720Z","2025-10-16T00:50:08.960Z",7.159547830428955,8.99120602955702,93,,"2025-11-26T12:04:39.280Z","2025-11-26T12:04:39.280Z"
"cmifyj0tt09lm2o7gi0rtya2k","cmifyiybv06sh2o7goorcqyge","MV-0041","MV Mahakam Indah","2025-09-29T12:04:39.225Z","2025-09-29T12:45:39.225Z","2025-09-29T13:08:20.246Z","2025-09-29T20:15:05.155Z","2025-09-29T20:56:08.209Z",6.711093467544369,8.638995828347307,41,,"2025-11-26T12:04:39.281Z","2025-11-26T12:04:39.281Z"
"cmifyj0tu09lo2o7gz1hyam3s","cmifyiybw06si2o7gb5c781jt","MV-0042","MV Kalimantan Indah","2025-10-10T12:04:39.225Z","2025-10-10T14:02:39.225Z","2025-10-10T14:25:02.254Z","2025-10-11T02:15:13.716Z","2025-10-11T02:50:24.954Z",6.030642376152355,8.275635890620968,118,,"2025-11-26T12:04:39.283Z","2025-11-26T12:04:39.283Z"
"cmifyj0tv09lq2o7ggip7zhrt","cmifyiybx06sj2o7g2wwtmopr","MV-0043","MV Nusantara Sejahtera","2025-10-26T12:04:39.225Z","2025-10-26T14:37:39.225Z","2025-10-26T15:09:48.550Z","2025-10-27T10:56:02.044Z","2025-10-27T12:08:34.393Z",7.061092042678731,7.766084325516371,153,,"2025-11-26T12:04:39.284Z","2025-11-26T12:04:39.284Z"
"cmifyj0tx09ls2o7gyhys4jvq","cmifyiyby06sk2o7gffwtdyjc","MV-0044","MV Maritim Prima","2025-11-07T12:04:39.225Z","2025-11-07T14:57:39.225Z","2025-11-07T15:05:24.355Z","2025-11-07T23:39:59.642Z","2025-11-08T00:46:16.743Z",7.963003674880691,8.418781407905648,173,,"2025-11-26T12:04:39.285Z","2025-11-26T12:04:39.285Z"
"cmifyj0ty09lu2o7g7ex69395","cmifyiyc006sl2o7gs2a3681o","MV-0045","MV Samudera Kencana","2025-10-06T12:04:39.225Z","2025-10-06T12:16:39.225Z","2025-10-06T12:42:17.101Z","2025-10-07T09:24:35.080Z","2025-10-07T10:52:23.730Z",6.20810921426837,8.92555047671678,12,,"2025-11-26T12:04:39.286Z","2025-11-26T12:04:39.286Z"
"cmifyj0u009lw2o7gf38qdric","cmifyiyc106sm2o7g0qdr350o","MV-0046","MV Kalimantan Utama","2025-11-07T12:04:39.225Z","2025-11-07T12:35:39.225Z","2025-11-07T12:41:35.328Z","2025-11-07T19:57:00.257Z","2025-11-07T20:27:03.726Z",6.498764348984705,8.645983927064815,31,,"2025-11-26T12:04:39.288Z","2025-11-26T12:04:39.288Z"
"cmifyj0u109ly2o7g5w89qvcd","cmifyiyc206sn2o7guqln0zer","MV-0047","MV Nusantara Abadi","2025-09-28T12:04:39.225Z","2025-09-28T14:10:39.225Z","2025-09-28T14:50:33.438Z","2025-09-29T11:58:27.367Z","2025-09-29T13:09:32.154Z",6.321382684290924,8.825657216387686,126,,"2025-11-26T12:04:39.290Z","2025-11-26T12:04:39.290Z"
"cmifyj0u209m02o7gb0vkadp0","cmifyiyc306so2o7gcgfq9sid","MV-0048","MV Maritim Makmur","2025-10-31T12:04:39.225Z","2025-10-31T12:04:39.225Z","2025-10-31T12:48:50.786Z","2025-10-31T22:06:36.463Z","2025-10-31T22:39:20.276Z",6.804954511478337,7.334181880403825,0,,"2025-11-26T12:04:39.291Z","2025-11-26T12:04:39.291Z"
"cmifyj0u409m22o7g9v2fiypk","cmifyiyc406sp2o7gkfxzhsx1","MV-0049","MV Kalimantan Makmur","2025-10-13T12:04:39.225Z","2025-10-13T14:05:39.225Z","2025-10-13T15:02:52.346Z","2025-10-13T22:38:07.403Z","2025-10-13T23:41:34.312Z",7.745548342881596,8.468622358258973,121,,"2025-11-26T12:04:39.292Z","2025-11-26T12:04:39.292Z"
"cmifyj0u509m42o7gj7xong5t","cmifyiyc506sq2o7g8hrkmzuc","MV-0050","MV Lontar Kencana","2025-10-17T12:04:39.225Z","2025-10-17T12:44:39.225Z","2025-10-17T13:13:04.725Z","2025-10-17T21:27:10.725Z","2025-10-17T22:14:55.950Z",8.915513559518148,7.612400052220631,40,,"2025-11-26T12:04:39.293Z","2025-11-26T12:04:39.293Z"
"cmifyj0u609m62o7gvy2jx8cv","cmifyiyc706sr2o7gm0ch46eo","MV-0051","MV Kapuas Prima","2025-11-19T12:04:39.225Z","2025-11-19T13:18:39.225Z","2025-11-19T13:30:14.596Z","2025-11-20T08:17:27.866Z","2025-11-20T09:43:23.629Z",7.759560330712765,8.50451081253441,74,,"2025-11-26T12:04:39.294Z","2025-11-26T12:04:39.294Z"
"cmifyj0u709m82o7g2u8zr149","cmifyiyc806ss2o7gu7zz3qmk","MV-0052","MV Mahakam Jaya","2025-11-09T12:04:39.225Z","2025-11-09T12:17:39.225Z","2025-11-09T12:41:25.794Z","2025-11-10T06:21:06.445Z","2025-11-10T07:37:03.615Z",8.989151848173341,7.543166516834872,13,,"2025-11-26T12:04:39.296Z","2025-11-26T12:04:39.296Z"
"cmifyj0u809ma2o7gghkf4587","cmifyiyc906st2o7g2i5qi68m","MV-0053","MV Borneo Makmur","2025-10-03T12:04:39.225Z","2025-10-03T14:59:39.225Z","2025-10-03T15:01:12.865Z","2025-10-04T11:37:33.758Z","2025-10-04T12:52:11.048Z",8.344162144833167,7.306447820104973,175,,"2025-11-26T12:04:39.297Z","2025-11-26T12:04:39.297Z"
"cmifyj0ua09mc2o7gl8tt21ch","cmifyiyca06su2o7gd8t4o9zz","MV-0054","MV Mahakam Mulia","2025-10-29T12:04:39.225Z","2025-10-29T13:19:39.225Z","2025-10-29T13:57:33.431Z","2025-10-30T07:41:39.224Z","2025-10-30T08:33:08.940Z",8.569916413996506,8.90651856823647,75,,"2025-11-26T12:04:39.298Z","2025-11-26T12:04:39.298Z"
"cmifyj0ub09me2o7ge7fquqk1","cmifyiycb06sv2o7gizjft9ud","MV-0055","MV Lontar Jaya","2025-11-10T12:04:39.225Z","2025-11-10T13:39:39.225Z","2025-11-10T14:15:37.555Z","2025-11-11T06:27:12.046Z","2025-11-11T07:16:45.252Z",8.426300175183755,8.740638079746393,95,,"2025-11-26T12:04:39.299Z","2025-11-26T12:04:39.299Z"
"cmifyj0uc09mg2o7g3wx229n0","cmifyiycc06sw2o7gfgvwp60a","MV-0056","MV Samudra Prima","2025-10-18T12:04:39.225Z","2025-10-18T14:29:39.225Z","2025-10-18T14:50:41.055Z","2025-10-19T02:02:53.418Z","2025-10-19T02:53:29.900Z",6.553709196030744,7.250404202261224,145,,"2025-11-26T12:04:39.300Z","2025-11-26T12:04:39.300Z"
"cmifyj0ud09mi2o7g1kfw4yhf","cmifyiycd06sx2o7g06mm22ly","MV-0057","MV Kalimantan Abadi","2025-11-12T12:04:39.225Z","2025-11-12T13:07:39.225Z","2025-11-12T13:51:05.439Z","2025-11-13T02:21:08.943Z","2025-11-13T03:43:04.210Z",6.379510856271548,7.067613114845839,63,,"2025-11-26T12:04:39.302Z","2025-11-26T12:04:39.302Z"
"cmifyj0ue09mk2o7ggba39fr4","cmifyiyce06sy2o7giucr803x","MV-0058","MV Nusantara Abadi","2025-11-03T12:04:39.225Z","2025-11-03T14:26:39.225Z","2025-11-03T14:42:22.027Z","2025-11-04T06:47:00.275Z","2025-11-04T07:18:55.722Z",8.262941315035512,8.15616163129156,142,,"2025-11-26T12:04:39.303Z","2025-11-26T12:04:39.303Z"
"cmifyj0ug09mm2o7gg6csll72","cmifyiycf06sz2o7g2b42ti34","MV-0059","MV Mahakam Sejahtera","2025-10-22T12:04:39.225Z","2025-10-22T12:43:39.225Z","2025-10-22T13:05:53.366Z","2025-10-23T07:05:41.900Z","2025-10-23T07:39:17.549Z",6.370025147825462,7.710865805141049,39,,"2025-11-26T12:04:39.304Z","2025-11-26T12:04:39.304Z"
"cmifyj0uh09mo2o7gzrnz7yry","cmifyiycg06t02o7gbhujgkho","MV-0060","MV Kalimantan Indah","2025-10-23T12:04:39.225Z","2025-10-23T14:09:39.225Z","2025-10-23T14:55:53.700Z","2025-10-24T12:10:17.238Z","2025-10-24T12:51:16.082Z",6.530890265766276,7.83700070596494,125,,"2025-11-26T12:04:39.306Z","2025-11-26T12:04:39.306Z"
"cmifyj0ui09mq2o7gdhnas3rd","cmifyiych06t12o7g0rthl05a","MV-0061","MV Borneo Sentosa","2025-10-02T12:04:39.225Z","2025-10-02T14:40:39.225Z","2025-10-02T15:15:50.180Z","2025-10-03T11:13:56.958Z","2025-10-03T12:17:16.073Z",7.832002228653883,7.499564213262686,156,,"2025-11-26T12:04:39.307Z","2025-11-26T12:04:39.307Z"
"cmifyj0uk09ms2o7gb31o8zfx","cmifyiyci06t22o7gg1utclq9","MV-0062","MV Nusantara Sentosa","2025-10-27T12:04:39.225Z","2025-10-27T14:42:39.225Z","2025-10-27T15:16:39.209Z","2025-10-28T04:44:36.993Z","2025-10-28T05:14:58.626Z",7.29993653081794,7.095843407445377,158,,"2025-11-26T12:04:39.308Z","2025-11-26T12:04:39.308Z"
"cmifyj0ul09mu2o7g3s9mulfr","cmifyiycj06t32o7gl84ha63y","MV-0063","MV Samudra Sentosa","2025-09-30T12:04:39.225Z","2025-09-30T14:52:39.225Z","2025-09-30T15:36:48.213Z","2025-10-01T08:14:55.243Z","2025-10-01T09:38:57.521Z",8.142775984531255,8.474615317385082,168,,"2025-11-26T12:04:39.309Z","2025-11-26T12:04:39.309Z"
"cmifyj0um09mw2o7gpbq26yth","cmifyiyck06t42o7gfiyrzosf","MV-0064","MV Kapuas Kencana","2025-11-11T12:04:39.225Z","2025-11-11T12:17:39.225Z","2025-11-11T12:26:38.583Z","2025-11-12T10:04:24.364Z","2025-11-12T11:17:01.311Z",6.755368290449383,7.652391588459049,13,,"2025-11-26T12:04:39.311Z","2025-11-26T12:04:39.311Z"
"cmifyj0un09my2o7gu67jxk8r","cmifyiycm06t52o7goxfj33rh","MV-0065","MV Kalimantan Abadi","2025-10-07T12:04:39.225Z","2025-10-07T12:53:39.225Z","2025-10-07T12:53:39.317Z","2025-10-08T04:38:11.088Z","2025-10-08T05:25:39.200Z",7.2804598172252,7.901898939850563,49,,"2025-11-26T12:04:39.312Z","2025-11-26T12:04:39.312Z"
"cmifyj0up09n02o7g2ae4z2r2","cmifyiycn06t62o7glbudctkn","MV-0066","MV Lontar Abadi","2025-09-29T12:04:39.225Z","2025-09-29T12:32:39.225Z","2025-09-29T12:59:22.754Z","2025-09-30T06:38:52.355Z","2025-09-30T08:04:16.079Z",7.784373887954513,8.991242538204506,28,,"2025-11-26T12:04:39.313Z","2025-11-26T12:04:39.313Z"
"cmifyj0uq09n22o7ggvc0p2ey","cmifyiyco06t72o7gfj2f4xp0","MV-0067","MV Maritim Sejahtera","2025-10-14T12:04:39.225Z","2025-10-14T14:09:39.225Z","2025-10-14T14:47:47.106Z","2025-10-15T00:32:05.689Z","2025-10-15T01:11:56.363Z",7.381105896206689,8.440574623406985,125,,"2025-11-26T12:04:39.314Z","2025-11-26T12:04:39.314Z"
"cmifyj0ur09n42o7g77sdj8s5","cmifyiycp06t82o7ggxbbrsgo","MV-0068","MV Nusantara Abadi","2025-10-08T12:04:39.225Z","2025-10-08T13:07:39.225Z","2025-10-08T13:33:05.067Z","2025-10-09T07:44:37.381Z","2025-10-09T08:31:01.427Z",6.709611684964629,7.041565057026835,63,,"2025-11-26T12:04:39.315Z","2025-11-26T12:04:39.315Z"
