"id","code","name","portName","maxVesselSize","maxDraft","hasConveyor","loadingCapacity","isActive","remarks","createdAt","updatedAt"
"cmifyiyax06ro2o7gi23xcczw","JT-0012","Kariangau Berth L","Kariangau",13279.65115738529,6.940754690207334,true,507.4707182820609,true,,"2025-11-26T12:04:36.010Z","2025-11-26T12:04:36.010Z"
"cmifyiyaz06rp2o7gnd530d51","JT-0013","Banjarmasin Berth M","Banjarmasin",10980.55791704435,8.34722486921046,true,136.1436019403421,true,,"2025-11-26T12:04:36.011Z","2025-11-26T12:04:36.011Z"
"cmifyiyb006rq2o7g064pt08u","JT-0014","Sangatta Berth N","Sangatta",9776.499504349184,7.584059625364784,true,238.184367556382,true,,"2025-11-26T12:04:36.012Z","2025-11-26T12:04:36.012Z"
"cmifyiyb106rr2o7grd1g1f9r","JT-0015","Kariangau Berth O","Kariangau",11011.05595382543,7.248175641132401,false,470.415446548176,true,,"2025-11-26T12:04:36.013Z","2025-11-26T12:04:36.013Z"
"cmifyiyb206rs2o7gqy4o6tqb","JT-0016","Samarinda Berth P","Samarinda",16900.87020389027,6.627497888617766,true,368.6525028333347,true,,"2025-11-26T12:04:36.015Z","2025-11-26T12:04:36.015Z"
"cmifyiyb306rt2o7g1ngc719v","JT-0017","Kariangau Berth Q","Kariangau",10927.4775669939,8.278148089391712,true,216.1012742158838,false,,"2025-11-26T12:04:36.016Z","2025-11-26T12:04:36.016Z"
"cmifyiyb406ru2o7gyaq6lm5y","JT-0018","Sangatta Berth R","Sangatta",19298.06953049042,8.237756497718944,true,253.8816242663791,true,,"2025-11-26T12:04:36.017Z","2025-11-26T12:04:36.017Z"
"cmifyiyb606rv2o7guzs63h49","JT-0019","Samarinda Berth S","Samarinda",11268.44976787925,6.034580719440338,true,368.9693188103579,true,,"2025-11-26T12:04:36.018Z","2025-11-26T12:04:36.018Z"
"cmifyiyb706rw2o7g86nhq0oa","JT-0020","Kariangau Berth T","Kariangau",16350.12781430903,7.969929002494229,true,513.4485830728057,true,,"2025-11-26T12:04:36.019Z","2025-11-26T12:04:36.019Z"
"cmifyiyb806rx2o7g1lh4iguc","JT-0021","Balikpapan Berth U","Balikpapan",15856.92963420147,9.533294301342819,true,248.5047480382551,true,,"2025-11-26T12:04:36.020Z","2025-11-26T12:04:36.020Z"
"cmifyiyb906ry2o7gra3gbkhh","JT-0022","Sangatta Berth V","Sangatta",16183.6568412755,8.268579418954918,true,398.5763979229628,true,,"2025-11-26T12:04:36.022Z","2025-11-26T12:04:36.022Z"
"cmifyiybb06rz2o7gpndn6c3y","JT-0023","Sangatta Berth W","Sangatta",13664.05156130703,7.013842189333913,true,541.4042475359984,true,,"2025-11-26T12:04:36.023Z","2025-11-26T12:04:36.023Z"
"cmifyiybc06s02o7gkglg8ijv","JT-0024","Sangatta Berth X","Sangatta",15046.17435933584,8.519521694509798,true,455.5159411837632,true,,"2025-11-26T12:04:36.024Z","2025-11-26T12:04:36.024Z"
"cmifyiybd06s12o7gbujpyxxs","JT-0025","Samarinda Berth Y","Samarinda",6870.874815148409,9.217621936791346,true,411.6892114315297,true,,"2025-11-26T12:04:36.025Z","2025-11-26T12:04:36.025Z"
"cmifyiybe06s22o7gdhbl5a7h","JT-0026","Kariangau Berth Z","Kariangau",18756.1305123459,7.880357569566686,false,490.7928170528172,true,,"2025-11-26T12:04:36.026Z","2025-11-26T12:04:36.026Z"
"cmifyiybf06s32o7gw6la3k3a","JT-0027","Muara Pantai Berth A","Muara Pantai",7292.012722741707,7.138760292439687,false,150.3301803175854,true,,"2025-11-26T12:04:36.027Z","2025-11-26T12:04:36.027Z"
"cmifyiybg06s42o7gipxio0dk","JT-0028","Samarinda Berth B","Samarinda",16049.71517711998,7.003542154021321,true,118.8962196306544,true,,"2025-11-26T12:04:36.028Z","2025-11-26T12:04:36.028Z"
"cmifyiybh06s52o7gr0pm7m5m","JT-0029","Balikpapan Berth C","Balikpapan",17751.58333012701,9.02767583190209,false,343.7320308394936,true,,"2025-11-26T12:04:36.029Z","2025-11-26T12:04:36.029Z"
"cmifyiybi06s62o7gmmztlrmt","JT-0030","Tarakan Berth D","Tarakan",14446.0162959569,7.242796046528646,false,184.6047088703159,true,,"2025-11-26T12:04:36.030Z","2025-11-26T12:04:36.030Z"
"cmifyiybj06s72o7gqi8h2o7s","JT-0031","Tanjung Bara Berth E","Tanjung Bara",15602.71289618702,9.384103841105077,true,226.7227576480966,true,,"2025-11-26T12:04:36.032Z","2025-11-26T12:04:36.032Z"
"cmifyiybk06s82o7gho2juprv","JT-0032","Balikpapan Berth F","Balikpapan",5763.568030882623,6.919372722557092,true,432.1606015817646,true,,"2025-11-26T12:04:36.033Z","2025-11-26T12:04:36.033Z"
"cmifyiybl06s92o7g2doa4yba","JT-0033","Samarinda Berth G","Samarinda",17608.83311203131,6.67311402759911,true,317.7770274020403,true,,"2025-11-26T12:04:36.034Z","2025-11-26T12:04:36.034Z"
"cmifyiybn06sa2o7gwre9h9fg","JT-0034","Kariangau Berth H","Kariangau",17472.00259626535,8.966812275136727,true,266.940882415404,true,,"2025-11-26T12:04:36.035Z","2025-11-26T12:04:36.035Z"
"cmifyiybo06sb2o7gomw1wg5r","JT-0035","Kariangau Berth I","Kariangau",11214.08411411518,8.739933911052074,false,511.328093147148,true,,"2025-11-26T12:04:36.036Z","2025-11-26T12:04:36.036Z"
"cmifyiybp06sc2o7gxjzobago","JT-0036","Muara Pantai Berth J","Muara Pantai",7588.258154219136,7.917854906976638,false,173.9969643970094,true,,"2025-11-26T12:04:36.038Z","2025-11-26T12:04:36.038Z"
"cmifyiybq06sd2o7g51v2pg8j","JT-0037","Banjarmasin Berth K","Banjarmasin",9686.243033781302,8.432934996335199,false,208.2803927667917,true,,"2025-11-26T12:04:36.039Z","2025-11-26T12:04:36.039Z"
"cmifyiybr06se2o7g3f21k9h7","JT-0038","Banjarmasin Berth L","Banjarmasin",19126.53973326478,9.081024901073091,true,368.0256766896415,true,,"2025-11-26T12:04:36.040Z","2025-11-26T12:04:36.040Z"
"cmifyiybt06sf2o7g479aapkg","JT-0039","Tarakan Berth M","Tarakan",15448.2780105184,8.563695330740327,false,587.8289107843411,true,,"2025-11-26T12:04:36.041Z","2025-11-26T12:04:36.041Z"
"cmifyiybu06sg2o7g4cwjv0h8","JT-0040","Balikpapan Berth N","Balikpapan",15991.02188044578,7.078904906080238,false,250.727179872212,true,,"2025-11-26T12:04:36.042Z","2025-11-26T12:04:36.042Z"
"cmifyiybv06sh2o7goorcqyge","JT-0041","Tanjung Bara Berth O","Tanjung Bara",17394.85716088986,6.382514716533888,false,134.0491110241494,true,,"2025-11-26T12:04:36.043Z","2025-11-26T12:04:36.043Z"
"cmifyiybw06si2o7gb5c781jt","JT-0042","Sangatta Berth P","Sangatta",15137.15501906412,7.909566939721747,true,254.9079881058739,true,,"2025-11-26T12:04:36.044Z","2025-11-26T12:04:36.044Z"
"cmifyiybx06sj2o7g2wwtmopr","JT-0043","Tanjung Bara Berth Q","Tanjung Bara",16489.15589019864,9.074263242962179,true,235.307875474961,false,,"2025-11-26T12:04:36.045Z","2025-11-26T12:04:36.045Z"
"cmifyiyby06sk2o7gffwtdyjc","JT-0044","Tanjung Bara Berth R","Tanjung Bara",8758.921099912157,8.101563692366774,true,462.5701857250374,true,,"2025-11-26T12:04:36.046Z","2025-11-26T12:04:36.046Z"
"cmifyiyc006sl2o7gs2a3681o","JT-0045","Tarakan Berth S","Tarakan",15527.3914877167,8.005963756265725,true,370.364075345776,true,,"2025-11-26T12:04:36.048Z","2025-11-26T12:04:36.048Z"
"cmifyiyc106sm2o7g0qdr350o","JT-0046","Muara Pantai Berth T","Muara Pantai",5291.709109170691,6.400727794386563,true,506.4696716427497,true,,"2025-11-26T12:04:36.049Z","2025-11-26T12:04:36.049Z"
"cmifyiyc206sn2o7guqln0zer","JT-0047","Sangatta Berth U","Sangatta",8087.409777196641,6.169258506565638,true,526.9185224044525,true,,"2025-11-26T12:04:36.051Z","2025-11-26T12:04:36.051Z"
"cmifyiyc306so2o7gcgfq9sid","JT-0048","Sangatta Berth V","Sangatta",14571.94222351662,6.85118602723646,false,180.4897627785979,true,,"2025-11-26T12:04:36.052Z","2025-11-26T12:04:36.052Z"
"cmifyiyc406sp2o7gkfxzhsx1","JT-0049","Banjarmasin Berth W","Banjarmasin",10436.43716111055,8.428038786878103,true,513.4329383027928,true,,"2025-11-26T12:04:36.053Z","2025-11-26T12:04:36.053Z"
"cmifyiyc506sq2o7g8hrkmzuc","JT-0050","Muara Pantai Berth X","Muara Pantai",6578.435209499118,9.794304357434083,false,229.7980974433901,true,,"2025-11-26T12:04:36.054Z","2025-11-26T12:04:36.054Z"
"cmifyiyc706sr2o7gm0ch46eo","JT-0051","Balikpapan Berth Y","Balikpapan",9311.148105048764,8.86415805907966,true,329.0028130901161,true,,"2025-11-26T12:04:36.055Z","2025-11-26T12:04:36.055Z"
"cmifyiyc806ss2o7gu7zz3qmk","JT-0052","Muara Pantai Berth Z","Muara Pantai",14620.35396623579,9.667519255312008,true,376.808830214771,true,,"2025-11-26T12:04:36.056Z","2025-11-26T12:04:36.056Z"
"cmifyiyc906st2o7g2i5qi68m","JT-0053","Tanjung Bara Berth A","Tanjung Bara",14885.91676053059,8.693227928786023,false,309.0486229591442,true,,"2025-11-26T12:04:36.057Z","2025-11-26T12:04:36.057Z"
"cmifyiyca06su2o7gd8t4o9zz","JT-0054","Muara Pantai Berth B","Muara Pantai",8988.864076184716,6.231156955197293,true,252.7687056591449,true,,"2025-11-26T12:04:36.058Z","2025-11-26T12:04:36.058Z"
"cmifyiycb06sv2o7gizjft9ud","JT-0055","Balikpapan Berth C","Balikpapan",16906.31105530026,6.456756446346224,true,510.6876641087902,true,,"2025-11-26T12:04:36.059Z","2025-11-26T12:04:36.059Z"
"cmifyiycc06sw2o7gfgvwp60a","JT-0056","Samarinda Berth D","Samarinda",13192.69748393214,7.487675831665171,true,172.058374726818,true,,"2025-11-26T12:04:36.060Z","2025-11-26T12:04:36.060Z"
"cmifyiycd06sx2o7g06mm22ly","JT-0057","Tanjung Bara Berth E","Tanjung Bara",14157.62677125098,6.119024173479239,true,510.6964564783784,true,,"2025-11-26T12:04:36.061Z","2025-11-26T12:04:36.061Z"
"cmifyiyce06sy2o7giucr803x","JT-0058","Tanjung Bara Berth F","Tanjung Bara",15710.09050010786,6.84729755118414,false,118.7639602199763,true,,"2025-11-26T12:04:36.062Z","2025-11-26T12:04:36.062Z"
"cmifyiycf06sz2o7g2b42ti34","JT-0059","Muara Pantai Berth G","Muara Pantai",13465.56564167333,6.46244889330215,true,302.058057690179,true,,"2025-11-26T12:04:36.063Z","2025-11-26T12:04:36.063Z"
"cmifyiycg06t02o7gbhujgkho","JT-0060","Muara Pantai Berth H","Muara Pantai",16852.1619180498,9.216914702576238,true,560.8260825425016,true,,"2025-11-26T12:04:36.064Z","2025-11-26T12:04:36.064Z"
"cmifyiych06t12o7g0rthl05a","JT-0061","Balikpapan Berth I","Balikpapan",11486.14490519395,8.824797032649759,false,317.7705725450254,true,,"2025-11-26T12:04:36.066Z","2025-11-26T12:04:36.066Z"
"cmifyiyci06t22o7gg1utclq9","JT-0062","Kariangau Berth J","Kariangau",11726.0935784119,6.357695734543911,true,583.3017057308531,true,,"2025-11-26T12:04:36.067Z","2025-11-26T12:04:36.067Z"
"cmifyiycj06t32o7gl84ha63y","JT-0063","Kariangau Berth K","Kariangau",19918.43905119531,9.790796840754913,true,587.8414632601593,true,,"2025-11-26T12:04:36.068Z","2025-11-26T12:04:36.068Z"
"cmifyiyck06t42o7gfiyrzosf","JT-0064","Samarinda Berth L","Samarinda",17709.19422258028,8.879265770354483,true,341.9376526333807,true,,"2025-11-26T12:04:36.069Z","2025-11-26T12:04:36.069Z"
"cmifyiycm06t52o7goxfj33rh","JT-0065","Samarinda Berth M","Samarinda",7363.755825841894,7.247901913581971,false,116.1124082562725,true,,"2025-11-26T12:04:36.070Z","2025-11-26T12:04:36.070Z"
"cmifyiycn06t62o7glbudctkn","JT-0066","Kariangau Berth N","Kariangau",17393.97365111353,9.294898112087125,false,142.1908435571002,true,,"2025-11-26T12:04:36.072Z","2025-11-26T12:04:36.072Z"
"cmifyiyco06t72o7gfj2f4xp0","JT-0067","Balikpapan Berth O","Balikpapan",7735.899183245757,6.837235155519769,true,337.9968151354689,true,,"2025-11-26T12:04:36.073Z","2025-11-26T12:04:36.073Z"
"cmifyiycp06t82o7ggxbbrsgo","JT-0068","Samarinda Berth P","Samarinda",12411.08143591558,9.063016524037586,true,548.6956493189014,true,,"2025-11-26T12:04:36.074Z","2025-11-26T12:04:36.074Z"
"cmifyiycr06t92o7gaoaa9c2y","JT-0069","Kariangau Berth Q","Kariangau",15574.48791091973,8.644106968599136,false,468.4026045937579,false,,"2025-11-26T12:04:36.075Z","2025-11-26T12:04:36.075Z"
"cmifyiycs06ta2o7gk7x748dt","JT-0070","Banjarmasin Berth R","Banjarmasin",5046.024314916685,9.909649059919754,true,210.4542681656328,true,,"2025-11-26T12:04:36.076Z","2025-11-26T12:04:36.076Z"
"cmifyiyct06tb2o7gea7n7qpv","JT-0071","Sangatta Berth S","Sangatta",8474.673016627268,6.278495682979973,true,247.8309524672223,true,,"2025-11-26T12:04:36.077Z","2025-11-26T12:04:36.077Z"
"cmifyiycu06tc2o7ghm9hauoa","JT-0072","Tarakan Berth T","Tarakan",16457.56000944543,6.685636615843838,false,278.8923565303232,true,,"2025-11-26T12:04:36.078Z","2025-11-26T12:04:36.078Z"
"cmifyiycu06td2o7gfdwekyvh","JT-0073","Kariangau Berth U","Kariangau",7957.713336291743,9.40004721344501,true,163.7348527764552,true,,"2025-11-26T12:04:36.079Z","2025-11-26T12:04:36.079Z"
"cmifyiycv06te2o7ghbi0jccf","JT-0074","Kariangau Berth V","Kariangau",6561.584606810193,8.64971948910775,false,283.1186204396732,true,,"2025-11-26T12:04:36.080Z","2025-11-26T12:04:36.080Z"
"cmifyiycw06tf2o7ge5u9tc2l","JT-0075","Samarinda Berth W","Samarinda",10563.39011709353,8.285195990632369,true,351.8085109684411,true,,"2025-11-26T12:04:36.081Z","2025-11-26T12:04:36.081Z"
"cmifyiycx06tg2o7gtfi9odn1","JT-0076","Tarakan Berth X","Tarakan",18219.7765646333,9.078751051714615,false,335.716494216825,false,,"2025-11-26T12:04:36.082Z","2025-11-26T12:04:36.082Z"
"cmifyiycy06th2o7g74q62voi","JT-0077","Muara Pantai Berth Y","Muara Pantai",11918.21166619797,8.52817810109184,true,571.3483436243864,true,,"2025-11-26T12:04:36.083Z","2025-11-26T12:04:36.083Z"
"cmifyiycz06ti2o7gnaag9o4p","JT-0078","Banjarmasin Berth Z","Banjarmasin",9830.472203878842,9.21577989760894,true,536.9496001808241,true,,"2025-11-26T12:04:36.084Z","2025-11-26T12:04:36.084Z"
"cmifyiyd006tj2o7gqrmcbfqu","JT-0079","Balikpapan Berth A","Balikpapan",14861.85594073176,6.161405933361072,false,593.8520134604126,true,,"2025-11-26T12:04:36.085Z","2025-11-26T12:04:36.085Z"
"cmifyiyd106tk2o7g3mjzf2to","JT-0080","Tanjung Bara Berth B","Tanjung Bara",5459.357842803329,9.521249133008517,true,339.3511070909907,true,,"2025-11-26T12:04:36.086Z","2025-11-26T12:04:36.086Z"
"cmifyiyd206tl2o7g7n2btzah","JT-0081","Sangatta Berth C","Sangatta",19491.66913894526,9.906713925344263,true,298.0737607247968,true,,"2025-11-26T12:04:36.087Z","2025-11-26T12:04:36.087Z"
"cmifyiyd406tm2o7gx6or65at","JT-0082","Tarakan Berth D","Tarakan",19818.94763441725,9.9413908933818,true,520.1555754283663,true,,"2025-11-26T12:04:36.088Z","2025-11-26T12:04:36.088Z"
"cmifyiyd506tn2o7gs2zqbeje","JT-0083","Tarakan Berth E","Tarakan",11395.21273819524,9.647157962330839,false,531.4145722745459,true,,"2025-11-26T12:04:36.089Z","2025-11-26T12:04:36.089Z"
"cmifyiyd606to2o7ggeewioso","JT-0084","Sangatta Berth F","Sangatta",11891.24885429393,6.159020218152185,false,588.0872913112817,true,,"2025-11-26T12:04:36.090Z","2025-11-26T12:04:36.090Z"
"cmifyiyd706tp2o7gxq5w11ww","JT-0085","Samarinda Berth G","Samarinda",6087.492678711298,9.719663327417532,true,594.8743314549199,true,,"2025-11-26T12:04:36.091Z","2025-11-26T12:04:36.091Z"
"cmifyiyd806tq2o7gpmhnady1","JT-0086","Banjarmasin Berth H","Banjarmasin",11461.90315514392,8.364759587366795,true,150.5326369233358,true,,"2025-11-26T12:04:36.092Z","2025-11-26T12:04:36.092Z"
"cmifyiyd806tr2o7giwzpr2o5","JT-0087","Balikpapan Berth I","Balikpapan",9531.759067905397,6.454349614564127,true,277.0199265986554,true,,"2025-11-26T12:04:36.093Z","2025-11-26T12:04:36.093Z"
"cmifyiyd906ts2o7g370e824q","JT-0088","Banjarmasin Berth J","Banjarmasin",17032.72341374691,9.53169851347905,true,299.1361448469122,true,,"2025-11-26T12:04:36.094Z","2025-11-26T12:04:36.094Z"
"cmifyiyda06tt2o7gka008y6n","JT-0089","Tanjung Bara Berth K","Tanjung Bara",7176.686040026771,6.437699535902961,false,450.5985114724639,true,,"2025-11-26T12:04:36.095Z","2025-11-26T12:04:36.095Z"
"cmifyiydb06tu2o7g468a50bj","JT-0090","Sangatta Berth L","Sangatta",14775.91865511394,8.692617409950218,true,549.7274600553599,false,,"2025-11-26T12:04:36.096Z","2025-11-26T12:04:36.096Z"
"cmifyiydc06tv2o7gmq2svi9y","JT-0091","Muara Pantai Berth M","Muara Pantai",16766.33735206116,6.765320273793843,true,355.8851441613472,true,,"2025-11-26T12:04:36.097Z","2025-11-26T12:04:36.097Z"
"cmifyiydd06tw2o7gz0x4qx64","JT-0092","Tarakan Berth N","Tarakan",5676.987036713238,8.99528047518675,true,488.0032695710399,true,,"2025-11-26T12:04:36.097Z","2025-11-26T12:04:36.097Z"
"cmifyiyde06tx2o7g8bxr5jzj","JT-0093","Kariangau Berth O","Kariangau",13138.60589275624,9.53185668598653,false,543.0672604959651,true,,"2025-11-26T12:04:36.098Z","2025-11-26T12:04:36.098Z"
"cmifyiydf06ty2o7gfsg7v6p4","JT-0094","Sangatta Berth P","Sangatta",17971.8487289983,6.317450623826983,true,382.1715514915445,true,,"2025-11-26T12:04:36.099Z","2025-11-26T12:04:36.099Z"
"cmifyiydg06tz2o7gwkvykk68","JT-0095","Tarakan Berth Q","Tarakan",17625.30026191339,6.398079875452904,true,578.811538943278,true,,"2025-11-26T12:04:36.100Z","2025-11-26T12:04:36.100Z"
"cmifyiydh06u02o7gjecd1kip","JT-0096","Sangatta Berth R","Sangatta",8473.70664260132,8.190695413464518,true,223.8833231043076,true,,"2025-11-26T12:04:36.101Z","2025-11-26T12:04:36.101Z"
"cmifyiydi06u12o7gda66j2q0","JT-0097","Muara Pantai Berth S","Muara Pantai",8212.010848310849,8.099277840288382,true,284.1365747592006,true,,"2025-11-26T12:04:36.102Z","2025-11-26T12:04:36.102Z"
"cmifyiydj06u22o7g3x0zho8a","JT-0098","Muara Pantai Berth T","Muara Pantai",19048.86526721572,9.433033076433773,true,411.8703892558886,true,,"2025-11-26T12:04:36.103Z","2025-11-26T12:04:36.103Z"
"cmifyiydk06u32o7gjpeefyuj","JT-0099","Balikpapan Berth U","Balikpapan",19989.58544295702,9.396615193243484,false,434.1933720496405,true,,"2025-11-26T12:04:36.104Z","2025-11-26T12:04:36.104Z"
"cmifyiydl06u42o7gpozzq7la","JT-0100","Tarakan Berth V","Tarakan",9059.001286773027,6.472467191883929,false,174.5770630860452,true,,"2025-11-26T12:04:36.106Z","2025-11-26T12:04:36.106Z"
"cmifyiydm06u52o7g2hwydw24","JT-0101","Tanjung Bara Berth W","Tanjung Bara",15240.60225119907,8.079943402331336,true,559.322325775496,true,,"2025-11-26T12:04:36.106Z","2025-11-26T12:04:36.106Z"
"cmifyiydn06u62o7g83hm4lzz","JT-0102","Samarinda Berth X","Samarinda",19610.20930123309,8.300475540900452,false,398.0430245484301,true,,"2025-11-26T12:04:36.107Z","2025-11-26T12:04:36.107Z"
"cmifyiydo06u72o7gsb04a3iv","JT-0103","Samarinda Berth Y","Samarinda",7422.959755345564,6.31575523005697,false,250.0938208456552,true,,"2025-11-26T12:04:36.108Z","2025-11-26T12:04:36.108Z"
"cmifyiydp06u82o7gy8404ftz","JT-0104","Banjarmasin Berth Z","Banjarmasin",8984.231483246433,6.146044210804778,true,425.0779436592782,true,,"2025-11-26T12:04:36.109Z","2025-11-26T12:04:36.109Z"
"cmifyiydq06u92o7g3vnsovrg","JT-0105","Kariangau Berth A","Kariangau",7290.593747926343,7.001271872958123,false,591.8025092512098,true,,"2025-11-26T12:04:36.110Z","2025-11-26T12:04:36.110Z"
"cmifyiydr06ua2o7gvk1q3vw7","JT-0106","Kariangau Berth B","Kariangau",16304.04932897088,8.796596655266336,true,148.4669437450772,true,,"2025-11-26T12:04:36.111Z","2025-11-26T12:04:36.111Z"
"cmifyiyds06ub2o7ghns8q49i","JT-0107","Sangatta Berth C","Sangatta",16685.21181252317,9.586787628835346,false,422.7470168221734,true,,"2025-11-26T12:04:36.112Z","2025-11-26T12:04:36.112Z"
"cmifyiydt06uc2o7ga5jrry6l","JT-0108","Tarakan Berth D","Tarakan",18372.24212879484,8.016975723142838,false,307.9233382756325,true,,"2025-11-26T12:04:36.113Z","2025-11-26T12:04:36.113Z"
"cmifyiydu06ud2o7gjql49fju","JT-0109","Balikpapan Berth E","Balikpapan",19908.91957173188,6.500958281317222,true,547.8798020228215,true,,"2025-11-26T12:04:36.114Z","2025-11-26T12:04:36.114Z"
"cmifyiydv06ue2o7g0x6ni67q","JT-0110","Kariangau Berth F","Kariangau",7039.579310844937,8.81037936511937,false,562.5713512445141,true,,"2025-11-26T12:04:36.115Z","2025-11-26T12:04:36.115Z"
"cmifyiydw06uf2o7g3ykxbnwu","JT-0111","Muara Pantai Berth G","Muara Pantai",18495.38755772493,8.143289754371864,false,317.6420083679051,true,,"2025-11-26T12:04:36.116Z","2025-11-26T12:04:36.116Z"
"cmifyiydx06ug2o7gp456bnkr","JT-0112","Sangatta Berth H","Sangatta",14809.45301792402,8.175152237682235,true,387.3370476200253,true,,"2025-11-26T12:04:36.117Z","2025-11-26T12:04:36.117Z"
"cmifyiydy06uh2o7gtiygke3b","JT-0113","Banjarmasin Berth I","Banjarmasin",8836.708719006492,9.15142547714328,true,464.0221716167657,true,,"2025-11-26T12:04:36.118Z","2025-11-26T12:04:36.118Z"
"cmifyiydz06ui2o7g4vr4ymp2","JT-0114","Sangatta Berth J","Sangatta",5782.436166896354,7.873853966044021,true,214.2707921815767,true,,"2025-11-26T12:04:36.119Z","2025-11-26T12:04:36.119Z"
"cmifyiye006uj2o7gnteld7x2","JT-0115","Banjarmasin Berth K","Banjarmasin",15796.24286077259,8.518286238852049,false,161.4786662197365,true,,"2025-11-26T12:04:36.120Z","2025-11-26T12:04:36.120Z"
"cmifyiye106uk2o7gl7mimi9b","JT-0116","Kariangau Berth L","Kariangau",12219.2911472771,9.502883736980515,true,140.8551766971435,true,,"2025-11-26T12:04:36.122Z","2025-11-26T12:04:36.122Z"
"cmifyiye206ul2o7gz9bpbaw8","JT-0117","Tanjung Bara Berth M","Tanjung Bara",17905.21523810636,6.524219811635874,true,430.5089600324756,true,,"2025-11-26T12:04:36.123Z","2025-11-26T12:04:36.123Z"
"cmifyiye306um2o7g27ysr1uo","JT-0118","Muara Pantai Berth N","Muara Pantai",6246.969321451132,8.89486249273886,true,415.1164299196799,true,,"2025-11-26T12:04:36.123Z","2025-11-26T12:04:36.123Z"
"cmifyiye406un2o7g5bkiomze","JT-0119","Tanjung Bara Berth O","Tanjung Bara",17999.22926982444,9.186405308700778,false,375.6637985849912,true,,"2025-11-26T12:04:36.124Z","2025-11-26T12:04:36.124Z"
"cmifyiye506uo2o7ga4u5xmcb","JT-0120","Kariangau Berth P","Kariangau",6402.561025383025,6.869729530338986,true,377.8586029081971,true,,"2025-11-26T12:04:36.125Z","2025-11-26T12:04:36.125Z"
"cmifyiye606up2o7g5cxntcj5","JT-0121","Kariangau Berth Q","Kariangau",11078.46360516441,7.381750603978293,true,551.8086579469925,true,,"2025-11-26T12:04:36.126Z","2025-11-26T12:04:36.126Z"
"cmifyiye706uq2o7gtlgtkafl","JT-0122","Muara Pantai Berth R","Muara Pantai",8883.466665390779,8.266398825304472,false,388.104372280343,true,,"2025-11-26T12:04:36.127Z","2025-11-26T12:04:36.127Z"
"cmifyiye806ur2o7gu1zy8xh5","JT-0123","Tarakan Berth S","Tarakan",7546.526461751069,8.508321901633249,true,337.3718758537079,true,,"2025-11-26T12:04:36.128Z","2025-11-26T12:04:36.128Z"
"cmifyiye906us2o7g73xqttiu","JT-0124","Tanjung Bara Berth T","Tanjung Bara",16260.83896214611,9.344529297810082,true,402.5405148469355,true,,"2025-11-26T12:04:36.129Z","2025-11-26T12:04:36.129Z"
