"id","code","name","equipmentType","brand","model","status","lastMaintenance","totalHours","isActive","createdAt","updatedAt"
"cmifyixal05uc2o7gom5bssnk","SUP-0012","XCMG LIGHT_VEHICLE-012","LIGHT_VEHICLE","XCMG","XCM719","ACTIVE","2025-11-20T12:04:34.686Z",18616,true,"2025-11-26T12:04:34.701Z","2025-11-26T12:04:34.701Z"
"cmifyixam05ud2o7gbc4e0c4z","SUP-0013","XCMG GRADER-013","GRADER","XCMG","XCM585","BREAKDOWN","2025-11-14T12:04:34.686Z",25574,true,"2025-11-26T12:04:34.702Z","2025-11-26T12:04:34.702Z"
"cmifyixan05ue2o7g4tjt6mba","SUP-0014","Caterpillar DOZER-014","DOZER","Caterpillar","CAT828","ACTIVE","2025-10-21T12:04:34.686Z",21215,true,"2025-11-26T12:04:34.703Z","2025-11-26T12:04:34.703Z"
"cmifyixao05uf2o7gdvp1dtoy","SUP-0015","JCB COMPACTOR-015","COMPACTOR","JCB","JCB418","ACTIVE","2025-10-16T12:04:34.686Z",23534,true,"2025-11-26T12:04:34.705Z","2025-11-26T12:04:34.705Z"
"cmifyixap05ug2o7g05qrwjzb","SUP-0016","XCMG LIGHT_VEHICLE-016","LIGHT_VEHICLE","XCMG","XCM358","MAINTENANCE","2025-10-31T12:04:34.686Z",6236,true,"2025-11-26T12:04:34.706Z","2025-11-26T12:04:34.706Z"
"cmifyixaq05uh2o7g5yhjrw2j","SUP-0017","Shantui GRADER-017","GRADER","Shantui","SHA330","BREAKDOWN","2025-11-18T12:04:34.686Z",13968,true,"2025-11-26T12:04:34.707Z","2025-11-26T12:04:34.707Z"
"cmifyixar05ui2o7gg9t1cygx","SUP-0018","Volvo FUEL_TRUCK-018","FUEL_TRUCK","Volvo","VOL905","MAINTENANCE","2025-11-17T12:04:34.686Z",23026,true,"2025-11-26T12:04:34.708Z","2025-11-26T12:04:34.708Z"
"cmifyixas05uj2o7gs2fa0wx1","SUP-0019","Volvo COMPACTOR-019","COMPACTOR","Volvo","VOL897","MAINTENANCE","2025-10-18T12:04:34.686Z",7791,true,"2025-11-26T12:04:34.709Z","2025-11-26T12:04:34.709Z"
"cmifyixat05uk2o7gkmmvubqf","SUP-0020","Caterpillar GRADER-020","GRADER","Caterpillar","CAT119","IDLE","2025-10-31T12:04:34.686Z",25680,false,"2025-11-26T12:04:34.710Z","2025-11-26T12:04:34.710Z"
"cmifyixau05ul2o7g4krnz0wu","SUP-0021","Komatsu COMPACTOR-021","COMPACTOR","Komatsu","KOM641","IDLE","2025-10-28T12:04:34.686Z",17857,true,"2025-11-26T12:04:34.711Z","2025-11-26T12:04:34.711Z"
"cmifyixav05um2o7gadtr5hat","SUP-0022","Komatsu DOZER-022","DOZER","Komatsu","KOM976","MAINTENANCE","2025-10-23T12:04:34.686Z",18321,true,"2025-11-26T12:04:34.712Z","2025-11-26T12:04:34.712Z"
"cmifyixax05un2o7g577g3lrs","SUP-0023","Komatsu LIGHT_VEHICLE-023","LIGHT_VEHICLE","Komatsu","KOM637","BREAKDOWN","2025-10-21T12:04:34.686Z",3641,true,"2025-11-26T12:04:34.713Z","2025-11-26T12:04:34.713Z"
"cmifyixay05uo2o7g3abyky5i","SUP-0024","Caterpillar WATER_TRUCK-024","WATER_TRUCK","Caterpillar","CAT705","MAINTENANCE","2025-10-18T12:04:34.686Z",23258,true,"2025-11-26T12:04:34.714Z","2025-11-26T12:04:34.714Z"
"cmifyixaz05up2o7gcjlema9k","SUP-0025","XCMG GRADER-025","GRADER","XCMG","XCM444","ACTIVE","2025-10-25T12:04:34.686Z",8090,true,"2025-11-26T12:04:34.715Z","2025-11-26T12:04:34.715Z"
"cmifyixb005uq2o7g54qrtehm","SUP-0026","Komatsu WATER_TRUCK-026","WATER_TRUCK","Komatsu","KOM805","MAINTENANCE","2025-10-16T12:04:34.686Z",18028,true,"2025-11-26T12:04:34.716Z","2025-11-26T12:04:34.716Z"
"cmifyixb105ur2o7gesof3bfv","SUP-0027","Shantui LIGHT_VEHICLE-027","LIGHT_VEHICLE","Shantui","SHA865","BREAKDOWN","2025-11-03T12:04:34.686Z",22846,true,"2025-11-26T12:04:34.717Z","2025-11-26T12:04:34.717Z"
"cmifyixb205us2o7gq9cqwmw9","SUP-0028","Volvo DOZER-028","DOZER","Volvo","VOL260","ACTIVE","2025-11-15T12:04:34.686Z",2973,true,"2025-11-26T12:04:34.718Z","2025-11-26T12:04:34.718Z"
"cmifyixb305ut2o7gze5atha8","SUP-0029","Komatsu COMPACTOR-029","COMPACTOR","Komatsu","KOM689","MAINTENANCE","2025-11-26T12:04:34.686Z",15013,true,"2025-11-26T12:04:34.719Z","2025-11-26T12:04:34.719Z"
"cmifyixb405uu2o7gpy6jtegc","SUP-0030","Shantui WATER_TRUCK-030","WATER_TRUCK","Shantui","SHA832","IDLE","2025-11-20T12:04:34.686Z",7743,true,"2025-11-26T12:04:34.721Z","2025-11-26T12:04:34.721Z"
"cmifyixb605uv2o7grs5twdxl","SUP-0031","XCMG COMPACTOR-031","COMPACTOR","XCMG","XCM629","IDLE","2025-11-26T12:04:34.686Z",23488,true,"2025-11-26T12:04:34.722Z","2025-11-26T12:04:34.722Z"
"cmifyixb705uw2o7gyvfp9fp4","SUP-0032","Volvo DOZER-032","DOZER","Volvo","VOL865","MAINTENANCE","2025-11-12T12:04:34.686Z",3593,true,"2025-11-26T12:04:34.723Z","2025-11-26T12:04:34.723Z"
"cmifyixb805ux2o7gs8gkh7o5","SUP-0033","Volvo WATER_TRUCK-033","WATER_TRUCK","Volvo","VOL867","IDLE","2025-11-18T12:04:34.686Z",12747,true,"2025-11-26T12:04:34.724Z","2025-11-26T12:04:34.724Z"
"cmifyixb905uy2o7g48cheh98","SUP-0034","JCB COMPACTOR-034","COMPACTOR","JCB","JCB478","BREAKDOWN","2025-11-18T12:04:34.686Z",23936,true,"2025-11-26T12:04:34.725Z","2025-11-26T12:04:34.725Z"
"cmifyixba05uz2o7gf7e04i1t","SUP-0035","Volvo FUEL_TRUCK-035","FUEL_TRUCK","Volvo","VOL256","ACTIVE","2025-11-24T12:04:34.686Z",10992,true,"2025-11-26T12:04:34.726Z","2025-11-26T12:04:34.726Z"
"cmifyixbb05v02o7ga9ndkn36","SUP-0036","JCB DOZER-036","DOZER","JCB","JCB959","IDLE","2025-10-27T12:04:34.686Z",3217,true,"2025-11-26T12:04:34.727Z","2025-11-26T12:04:34.727Z"
"cmifyixbc05v12o7g72i03b9e","SUP-0037","Shantui COMPACTOR-037","COMPACTOR","Shantui","SHA737","IDLE","2025-10-29T12:04:34.686Z",25252,true,"2025-11-26T12:04:34.728Z","2025-11-26T12:04:34.728Z"
"cmifyixbd05v22o7g7ciofpd8","SUP-0038","JCB WATER_TRUCK-038","WATER_TRUCK","JCB","JCB358","IDLE","2025-11-08T12:04:34.686Z",7594,true,"2025-11-26T12:04:34.729Z","2025-11-26T12:04:34.729Z"
"cmifyixbe05v32o7gbtq9zrsr","SUP-0039","Komatsu DOZER-039","DOZER","Komatsu","KOM795","MAINTENANCE","2025-10-29T12:04:34.686Z",13360,true,"2025-11-26T12:04:34.730Z","2025-11-26T12:04:34.730Z"
"cmifyixbf05v42o7gzk4gnex1","SUP-0040","Komatsu DOZER-040","DOZER","Komatsu","KOM670","ACTIVE","2025-11-24T12:04:34.686Z",25616,true,"2025-11-26T12:04:34.731Z","2025-11-26T12:04:34.731Z"
"cmifyixbg05v52o7g0lsz2ajo","SUP-0041","Komatsu GRADER-041","GRADER","Komatsu","KOM766","ACTIVE","2025-10-24T12:04:34.686Z",16384,true,"2025-11-26T12:04:34.732Z","2025-11-26T12:04:34.732Z"
"cmifyixbh05v62o7g5ye1z49k","SUP-0042","Komatsu GRADER-042","GRADER","Komatsu","KOM920","MAINTENANCE","2025-11-12T12:04:34.686Z",23865,true,"2025-11-26T12:04:34.733Z","2025-11-26T12:04:34.733Z"
"cmifyixbi05v72o7g7qhk78oq","SUP-0043","Caterpillar WATER_TRUCK-043","WATER_TRUCK","Caterpillar","CAT636","ACTIVE","2025-10-30T12:04:34.686Z",8430,true,"2025-11-26T12:04:34.734Z","2025-11-26T12:04:34.734Z"
"cmifyixbj05v82o7gnarq91jh","SUP-0044","Caterpillar FUEL_TRUCK-044","FUEL_TRUCK","Caterpillar","CAT384","IDLE","2025-11-19T12:04:34.686Z",23553,true,"2025-11-26T12:04:34.735Z","2025-11-26T12:04:34.735Z"
"cmifyixbk05v92o7gcz6xmhpn","SUP-0045","Komatsu FUEL_TRUCK-045","FUEL_TRUCK","Komatsu","KOM794","IDLE","2025-11-25T12:04:34.686Z",25257,true,"2025-11-26T12:04:34.736Z","2025-11-26T12:04:34.736Z"
"cmifyixbl05va2o7gupaio6on","SUP-0046","Volvo COMPACTOR-046","COMPACTOR","Volvo","VOL451","ACTIVE","2025-10-21T12:04:34.686Z",8873,true,"2025-11-26T12:04:34.738Z","2025-11-26T12:04:34.738Z"
"cmifyixbn05vb2o7gynpb16zx","SUP-0047","Shantui COMPACTOR-047","COMPACTOR","Shantui","SHA661","MAINTENANCE","2025-10-14T12:04:34.686Z",8993,true,"2025-11-26T12:04:34.740Z","2025-11-26T12:04:34.740Z"
"cmifyixbo05vc2o7gqtsn2x9x","SUP-0048","JCB FUEL_TRUCK-048","FUEL_TRUCK","JCB","JCB323","BREAKDOWN","2025-10-17T12:04:34.686Z",13706,true,"2025-11-26T12:04:34.741Z","2025-11-26T12:04:34.741Z"
"cmifyixbp05vd2o7glib78z1d","SUP-0049","JCB DOZER-049","DOZER","JCB","JCB739","IDLE","2025-11-06T12:04:34.686Z",3356,true,"2025-11-26T12:04:34.742Z","2025-11-26T12:04:34.742Z"
"cmifyixbr05ve2o7gp34ba78u","SUP-0050","Shantui WATER_TRUCK-050","WATER_TRUCK","Shantui","SHA703","MAINTENANCE","2025-10-14T12:04:34.686Z",20090,true,"2025-11-26T12:04:34.743Z","2025-11-26T12:04:34.743Z"
"cmifyixbs05vf2o7gbb2d6ubc","SUP-0051","Volvo FUEL_TRUCK-051","FUEL_TRUCK","Volvo","VOL266","ACTIVE","2025-10-18T12:04:34.686Z",3761,true,"2025-11-26T12:04:34.744Z","2025-11-26T12:04:34.744Z"
"cmifyixbt05vg2o7gi7em3tgt","SUP-0052","Caterpillar COMPACTOR-052","COMPACTOR","Caterpillar","CAT226","MAINTENANCE","2025-10-28T12:04:34.686Z",18788,true,"2025-11-26T12:04:34.745Z","2025-11-26T12:04:34.745Z"
"cmifyixbu05vh2o7gie3hwp4g","SUP-0053","Shantui LIGHT_VEHICLE-053","LIGHT_VEHICLE","Shantui","SHA229","MAINTENANCE","2025-10-22T12:04:34.686Z",18247,true,"2025-11-26T12:04:34.746Z","2025-11-26T12:04:34.746Z"
"cmifyixbv05vi2o7gtvsg5f6w","SUP-0054","Komatsu FUEL_TRUCK-054","FUEL_TRUCK","Komatsu","KOM951","ACTIVE","2025-10-23T12:04:34.686Z",15488,true,"2025-11-26T12:04:34.747Z","2025-11-26T12:04:34.747Z"
"cmifyixbw05vj2o7gkdtg6bcw","SUP-0055","Shantui FUEL_TRUCK-055","FUEL_TRUCK","Shantui","SHA820","ACTIVE","2025-11-23T12:04:34.686Z",18557,true,"2025-11-26T12:04:34.748Z","2025-11-26T12:04:34.748Z"
"cmifyixbw05vk2o7glih1vwj3","SUP-0056","JCB FUEL_TRUCK-056","FUEL_TRUCK","JCB","JCB872","MAINTENANCE","2025-11-03T12:04:34.686Z",7519,false,"2025-11-26T12:04:34.749Z","2025-11-26T12:04:34.749Z"
"cmifyixbx05vl2o7gjw5u8xdr","SUP-0057","JCB DOZER-057","DOZER","JCB","JCB980","BREAKDOWN","2025-10-27T12:04:34.686Z",20265,true,"2025-11-26T12:04:34.750Z","2025-11-26T12:04:34.750Z"
"cmifyixby05vm2o7gq4wfwsk1","SUP-0058","XCMG LIGHT_VEHICLE-058","LIGHT_VEHICLE","XCMG","XCM911","ACTIVE","2025-11-22T12:04:34.686Z",8845,true,"2025-11-26T12:04:34.751Z","2025-11-26T12:04:34.751Z"
"cmifyixbz05vn2o7gd8voctf1","SUP-0059","JCB LIGHT_VEHICLE-059","LIGHT_VEHICLE","JCB","JCB360","MAINTENANCE","2025-10-26T12:04:34.686Z",17560,true,"2025-11-26T12:04:34.752Z","2025-11-26T12:04:34.752Z"
"cmifyixc005vo2o7g4q3eq6fk","SUP-0060","Volvo LIGHT_VEHICLE-060","LIGHT_VEHICLE","Volvo","VOL431","BREAKDOWN","2025-10-27T12:04:34.686Z",12958,true,"2025-11-26T12:04:34.753Z","2025-11-26T12:04:34.753Z"
"cmifyixc205vp2o7g6e1crhxj","SUP-0061","Volvo FUEL_TRUCK-061","FUEL_TRUCK","Volvo","VOL149","ACTIVE","2025-10-28T12:04:34.686Z",3589,true,"2025-11-26T12:04:34.754Z","2025-11-26T12:04:34.754Z"
"cmifyixc305vq2o7gz5jdyk96","SUP-0062","Shantui GRADER-062","GRADER","Shantui","SHA664","ACTIVE","2025-10-19T12:04:34.686Z",26101,true,"2025-11-26T12:04:34.756Z","2025-11-26T12:04:34.756Z"
"cmifyixc405vr2o7gjrpx0cp3","SUP-0063","XCMG WATER_TRUCK-063","WATER_TRUCK","XCMG","XCM876","ACTIVE","2025-10-15T12:04:34.686Z",25708,true,"2025-11-26T12:04:34.757Z","2025-11-26T12:04:34.757Z"
"cmifyixc505vs2o7gtbr9idqa","SUP-0064","Volvo DOZER-064","DOZER","Volvo","VOL277","MAINTENANCE","2025-10-19T12:04:34.686Z",23077,true,"2025-11-26T12:04:34.758Z","2025-11-26T12:04:34.758Z"
"cmifyixc605vt2o7gveyxvip4","SUP-0065","XCMG COMPACTOR-065","COMPACTOR","XCMG","XCM206","ACTIVE","2025-11-09T12:04:34.686Z",23572,true,"2025-11-26T12:04:34.759Z","2025-11-26T12:04:34.759Z"
"cmifyixc705vu2o7gc0984roz","SUP-0066","Volvo GRADER-066","GRADER","Volvo","VOL332","BREAKDOWN","2025-11-26T12:04:34.686Z",3144,true,"2025-11-26T12:04:34.760Z","2025-11-26T12:04:34.760Z"
"cmifyixc805vv2o7gytcnapk3","SUP-0067","XCMG GRADER-067","GRADER","XCMG","XCM486","MAINTENANCE","2025-11-10T12:04:34.686Z",25453,true,"2025-11-26T12:04:34.761Z","2025-11-26T12:04:34.761Z"
"cmifyixc905vw2o7g2ond0u2g","SUP-0068","Shantui COMPACTOR-068","COMPACTOR","Shantui","SHA180","MAINTENANCE","2025-11-04T12:04:34.686Z",3400,true,"2025-11-26T12:04:34.762Z","2025-11-26T12:04:34.762Z"
"cmifyixca05vx2o7g2qh9b5bx","SUP-0069","Shantui LIGHT_VEHICLE-069","LIGHT_VEHICLE","Shantui","SHA645","IDLE","2025-10-26T12:04:34.686Z",3903,true,"2025-11-26T12:04:34.763Z","2025-11-26T12:04:34.763Z"
"cmifyixcb05vy2o7g1b78wzwi","SUP-0070","JCB LIGHT_VEHICLE-070","LIGHT_VEHICLE","JCB","JCB898","IDLE","2025-11-26T12:04:34.686Z",5142,true,"2025-11-26T12:04:34.764Z","2025-11-26T12:04:34.764Z"
"cmifyixcc05vz2o7gbkf4vxol","SUP-0071","Volvo FUEL_TRUCK-071","FUEL_TRUCK","Volvo","VOL546","MAINTENANCE","2025-11-06T12:04:34.686Z",8603,true,"2025-11-26T12:04:34.765Z","2025-11-26T12:04:34.765Z"
"cmifyixcd05w02o7gozax7tk3","SUP-0072","Komatsu DOZER-072","DOZER","Komatsu","KOM873","MAINTENANCE","2025-10-27T12:04:34.686Z",13415,true,"2025-11-26T12:04:34.766Z","2025-11-26T12:04:34.766Z"
"cmifyixce05w12o7gt5e4nvp6","SUP-0073","Shantui DOZER-073","DOZER","Shantui","SHA281","ACTIVE","2025-10-20T12:04:34.686Z",26299,false,"2025-11-26T12:04:34.767Z","2025-11-26T12:04:34.767Z"
"cmifyixcf05w22o7ger476aly","SUP-0074","XCMG GRADER-074","GRADER","XCMG","XCM304","BREAKDOWN","2025-10-18T12:04:34.686Z",25065,true,"2025-11-26T12:04:34.767Z","2025-11-26T12:04:34.767Z"
"cmifyixcg05w32o7gcx3euwiw","SUP-0075","Shantui GRADER-075","GRADER","Shantui","SHA940","ACTIVE","2025-10-29T12:04:34.686Z",22706,true,"2025-11-26T12:04:34.768Z","2025-11-26T12:04:34.768Z"
"cmifyixch05w42o7gk4fzjzlo","SUP-0076","Shantui GRADER-076","GRADER","Shantui","SHA891","BREAKDOWN","2025-10-26T12:04:34.686Z",6109,true,"2025-11-26T12:04:34.769Z","2025-11-26T12:04:34.769Z"
"cmifyixci05w52o7gxqs72nk3","SUP-0077","Volvo WATER_TRUCK-077","WATER_TRUCK","Volvo","VOL603","ACTIVE","2025-11-02T12:04:34.686Z",15259,true,"2025-11-26T12:04:34.771Z","2025-11-26T12:04:34.771Z"
"cmifyixcj05w62o7glgzok3na","SUP-0078","Komatsu COMPACTOR-078","COMPACTOR","Komatsu","KOM607","ACTIVE","2025-10-31T12:04:34.686Z",16390,true,"2025-11-26T12:04:34.772Z","2025-11-26T12:04:34.772Z"
"cmifyixck05w72o7gs6kjjep3","SUP-0079","Volvo GRADER-079","GRADER","Volvo","VOL155","MAINTENANCE","2025-10-27T12:04:34.686Z",17585,true,"2025-11-26T12:04:34.773Z","2025-11-26T12:04:34.773Z"
"cmifyixcm05w82o7goq1aw89x","SUP-0080","XCMG COMPACTOR-080","COMPACTOR","XCMG","XCM480","BREAKDOWN","2025-11-23T12:04:34.686Z",12999,true,"2025-11-26T12:04:34.774Z","2025-11-26T12:04:34.774Z"
"cmifyixcn05w92o7gciz3dtes","SUP-0081","JCB FUEL_TRUCK-081","FUEL_TRUCK","JCB","JCB898","IDLE","2025-11-01T12:04:34.686Z",20747,true,"2025-11-26T12:04:34.775Z","2025-11-26T12:04:34.775Z"
"cmifyixco05wa2o7goshyu7xf","SUP-0082","Volvo FUEL_TRUCK-082","FUEL_TRUCK","Volvo","VOL423","ACTIVE","2025-10-30T12:04:34.686Z",13386,true,"2025-11-26T12:04:34.776Z","2025-11-26T12:04:34.776Z"
"cmifyixcp05wb2o7grefwgkwv","SUP-0083","Caterpillar LIGHT_VEHICLE-083","LIGHT_VEHICLE","Caterpillar","CAT605","ACTIVE","2025-11-14T12:04:34.686Z",22853,true,"2025-11-26T12:04:34.777Z","2025-11-26T12:04:34.777Z"
"cmifyixcq05wc2o7gs0jo5vql","SUP-0084","Caterpillar DOZER-084","DOZER","Caterpillar","CAT729","IDLE","2025-11-06T12:04:34.686Z",20198,true,"2025-11-26T12:04:34.778Z","2025-11-26T12:04:34.778Z"
"cmifyixcr05wd2o7gsijqre81","SUP-0085","JCB DOZER-085","DOZER","JCB","JCB365","ACTIVE","2025-10-29T12:04:34.686Z",2789,true,"2025-11-26T12:04:34.779Z","2025-11-26T12:04:34.779Z"
"cmifyixcs05we2o7g8vkim5ry","SUP-0086","Caterpillar FUEL_TRUCK-086","FUEL_TRUCK","Caterpillar","CAT463","ACTIVE","2025-10-14T12:04:34.686Z",3142,true,"2025-11-26T12:04:34.780Z","2025-11-26T12:04:34.780Z"
"cmifyixct05wf2o7gnsf949w1","SUP-0087","XCMG GRADER-087","GRADER","XCMG","XCM323","MAINTENANCE","2025-11-07T12:04:34.686Z",16377,true,"2025-11-26T12:04:34.781Z","2025-11-26T12:04:34.781Z"
"cmifyixcu05wg2o7gm4lebzgl","SUP-0088","Shantui FUEL_TRUCK-088","FUEL_TRUCK","Shantui","SHA526","BREAKDOWN","2025-11-08T12:04:34.686Z",20516,true,"2025-11-26T12:04:34.782Z","2025-11-26T12:04:34.782Z"
"cmifyixcv05wh2o7g3smncygf","SUP-0089","Caterpillar GRADER-089","GRADER","Caterpillar","CAT898","IDLE","2025-11-10T12:04:34.686Z",5313,true,"2025-11-26T12:04:34.783Z","2025-11-26T12:04:34.783Z"
"cmifyixcw05wi2o7grif9z3pi","SUP-0090","Caterpillar FUEL_TRUCK-090","FUEL_TRUCK","Caterpillar","CAT500","IDLE","2025-10-18T12:04:34.686Z",10150,true,"2025-11-26T12:04:34.784Z","2025-11-26T12:04:34.784Z"
"cmifyixcx05wj2o7glsdy8ryc","SUP-0091","Komatsu GRADER-091","GRADER","Komatsu","KOM150","IDLE","2025-11-06T12:04:34.686Z",3566,false,"2025-11-26T12:04:34.785Z","2025-11-26T12:04:34.785Z"
"cmifyixcy05wk2o7guj73ubv1","SUP-0092","JCB LIGHT_VEHICLE-092","LIGHT_VEHICLE","JCB","JCB513","IDLE","2025-11-07T12:04:34.686Z",26351,true,"2025-11-26T12:04:34.786Z","2025-11-26T12:04:34.786Z"
"cmifyixcz05wl2o7g0msup6kw","SUP-0093","Volvo DOZER-093","DOZER","Volvo","VOL512","MAINTENANCE","2025-10-27T12:04:34.686Z",20578,true,"2025-11-26T12:04:34.787Z","2025-11-26T12:04:34.787Z"
"cmifyixd005wm2o7g3jztcwh9","SUP-0094","JCB DOZER-094","DOZER","JCB","JCB823","ACTIVE","2025-10-14T12:04:34.686Z",13704,true,"2025-11-26T12:04:34.789Z","2025-11-26T12:04:34.789Z"
"cmifyixd105wn2o7g8sn42dw9","SUP-0095","JCB COMPACTOR-095","COMPACTOR","JCB","JCB886","BREAKDOWN","2025-10-29T12:04:34.686Z",3776,true,"2025-11-26T12:04:34.790Z","2025-11-26T12:04:34.790Z"
"cmifyixd305wo2o7g1qw12ft0","SUP-0096","XCMG GRADER-096","GRADER","XCMG","XCM612","ACTIVE","2025-10-17T12:04:34.686Z",17703,true,"2025-11-26T12:04:34.791Z","2025-11-26T12:04:34.791Z"
"cmifyixd405wp2o7g0vpau7t6","SUP-0097","XCMG DOZER-097","DOZER","XCMG","XCM151","IDLE","2025-10-22T12:04:34.686Z",23896,true,"2025-11-26T12:04:34.792Z","2025-11-26T12:04:34.792Z"
"cmifyixd505wq2o7g8l7r586e","SUP-0098","JCB LIGHT_VEHICLE-098","LIGHT_VEHICLE","JCB","JCB556","ACTIVE","2025-11-12T12:04:34.686Z",13624,false,"2025-11-26T12:04:34.793Z","2025-11-26T12:04:34.793Z"
"cmifyixd605wr2o7gvo9ytf27","SUP-0099","JCB COMPACTOR-099","COMPACTOR","JCB","JCB614","BREAKDOWN","2025-11-07T12:04:34.686Z",6105,true,"2025-11-26T12:04:34.794Z","2025-11-26T12:04:34.794Z"
"cmifyixd705ws2o7g1j275pvk","SUP-0100","Caterpillar FUEL_TRUCK-100","FUEL_TRUCK","Caterpillar","CAT620","BREAKDOWN","2025-10-14T12:04:34.686Z",20426,true,"2025-11-26T12:04:34.795Z","2025-11-26T12:04:34.795Z"
"cmifyixd805wt2o7g3ccyhu2r","SUP-0101","Caterpillar COMPACTOR-101","COMPACTOR","Caterpillar","CAT725","ACTIVE","2025-11-17T12:04:34.686Z",7944,true,"2025-11-26T12:04:34.796Z","2025-11-26T12:04:34.796Z"
"cmifyixd905wu2o7ggubne1s5","SUP-0102","Shantui LIGHT_VEHICLE-102","LIGHT_VEHICLE","Shantui","SHA494","IDLE","2025-10-30T12:04:34.686Z",23557,true,"2025-11-26T12:04:34.797Z","2025-11-26T12:04:34.797Z"
"cmifyixda05wv2o7g6o4qia2k","SUP-0103","Shantui COMPACTOR-103","COMPACTOR","Shantui","SHA697","IDLE","2025-11-06T12:04:34.686Z",25562,false,"2025-11-26T12:04:34.798Z","2025-11-26T12:04:34.798Z"
"cmifyixdb05ww2o7ggvvk6pna","SUP-0104","Caterpillar LIGHT_VEHICLE-104","LIGHT_VEHICLE","Caterpillar","CAT642","ACTIVE","2025-11-09T12:04:34.686Z",5402,true,"2025-11-26T12:04:34.799Z","2025-11-26T12:04:34.799Z"
"cmifyixdc05wx2o7gf7e2wfbt","SUP-0105","XCMG DOZER-105","DOZER","XCMG","XCM383","ACTIVE","2025-11-11T12:04:34.686Z",7528,true,"2025-11-26T12:04:34.800Z","2025-11-26T12:04:34.800Z"
"cmifyixdd05wy2o7g415u4ytg","SUP-0106","XCMG LIGHT_VEHICLE-106","LIGHT_VEHICLE","XCMG","XCM980","MAINTENANCE","2025-10-21T12:04:34.686Z",20326,true,"2025-11-26T12:04:34.801Z","2025-11-26T12:04:34.801Z"
"cmifyixde05wz2o7ga9zv0jla","SUP-0107","Komatsu GRADER-107","GRADER","Komatsu","KOM582","MAINTENANCE","2025-11-09T12:04:34.686Z",25105,true,"2025-11-26T12:04:34.802Z","2025-11-26T12:04:34.802Z"
"cmifyixdf05x02o7gc9hoof5j","SUP-0108","Shantui COMPACTOR-108","COMPACTOR","Shantui","SHA775","ACTIVE","2025-10-23T12:04:34.686Z",3367,true,"2025-11-26T12:04:34.803Z","2025-11-26T12:04:34.803Z"
