"id","activityNumber","truckId","excavatorId","operatorId","supervisorId","loadingPointId","dumpingPointId","roadSegmentId","shift","queueStartTime","queueEndTime","loadingStartTime","loadingEndTime","departureTime","arrivalTime","dumpingStartTime","dumpingEndTime","returnTime","queueDuration","loadingDuration","haulingDuration","dumpingDuration","returnDuration","totalCycleTime","loadWeight","targetWeight","loadEfficiency","distance","fuelConsumed","status","weatherCondition","roadCondition","isDelayed","delayMinutes","delayReasonId","delayReasonDetail","predictedDelayRisk","predictedDelayMinutes","remarks","createdAt","updatedAt"
"cmifyj4sc0f4a2o7gkhdb8iqm","HA-0000011","cmifyivzo04gm2o7g1qqupeae","cmifyiwpn05dn2o7g957ykm3k","cmifyivh003py2o7gtc93jjic","cmifyisil000g2o7gfsdxas3h","cmifyitkq00xy2o7gbwxrix7o","cmifyiuaj01va2o7gci9cqtm2","cmifyiuvj02sm2o7gia2hirdn","SHIFT_2","2025-11-26T11:25:16.501Z","2025-11-26T11:42:16.501Z","2025-11-26T11:42:16.501Z","2025-11-26T11:51:16.501Z","2025-11-26T11:51:16.501Z","2025-11-26T12:17:16.501Z","2025-11-26T12:17:16.501Z","2025-11-26T12:26:16.501Z","2025-11-26T12:47:16.501Z",17,9,26,9,21,82,32.67592251910683,37,88.31330410569413,3.913755867282815,12.64292311101137,"DUMPING","HUJAN_LEBAT","GOOD",true,29,"cmifyj1dp0agv2o7g2jgb5po7","Delay details noted","LOW",5,,"2025-11-26T12:04:44.412Z","2025-11-26T12:04:44.412Z"
"cmifyj4sf0f4c2o7g2pgxmwky","HA-0000012","cmifyivzq04go2o7gn5yls4pg","cmifyiwpo05do2o7g96fib88p","cmifyivh203q02o7gjznq06cu","cmifyisim000h2o7ghh9vrazl","cmifyitkr00y02o7gbbykhdhr","cmifyiuak01vc2o7gvgiy1te5","cmifyiuvk02so2o7gs6dd0imb","SHIFT_3","2025-11-25T16:28:47.911Z","2025-11-25T16:33:47.911Z","2025-11-25T16:33:47.911Z","2025-11-25T16:46:47.911Z","2025-11-25T16:46:47.911Z","2025-11-25T17:19:47.911Z","2025-11-25T17:19:47.911Z","2025-11-25T17:29:47.911Z","2025-11-25T17:49:47.911Z",5,13,33,10,20,81,22.61448519615427,24,94.22702165064277,2.324668802675456,5.181016388105601,"COMPLETED","HUJAN_RINGAN","FAIR",false,0,,,"LOW",2,,"2025-11-26T12:04:44.415Z","2025-11-26T12:04:44.415Z"
"cmifyj4sh0f4e2o7gy4ocihwo","HA-0000013","cmifyivzs04gq2o7gfhrscjwl","cmifyiwpp05dp2o7gaec9d6ne","cmifyivh403q22o7go9fqekkt","cmifyisin000i2o7g0lhkcehy","cmifyitkt00y22o7gfx4pq1qb","cmifyiuam01ve2o7g9imrof1j","cmifyiuvm02sq2o7gwr1mnx6x","SHIFT_1","2025-11-25T16:30:52.144Z","2025-11-25T16:35:52.144Z","2025-11-25T16:35:52.144Z","2025-11-25T16:46:52.144Z","2025-11-25T16:46:52.144Z","2025-11-25T17:19:52.144Z","2025-11-25T17:19:52.144Z","2025-11-25T17:25:52.144Z","2025-11-25T17:51:52.144Z",5,11,33,6,26,81,31.88179123365281,37,86.16700333419678,2.447041712867314,6.451397973644812,"DUMPING","BERAWAN","FAIR",false,0,,,"LOW",2,,"2025-11-26T12:04:44.417Z","2025-11-26T12:04:44.417Z"
"cmifyj4sk0f4g2o7g9k7232p1","HA-0000014","cmifyivzt04gs2o7grou7f3tu","cmifyiwpq05dq2o7ggpmx7huq","cmifyivh503q42o7gugnwh3f4","cmifyisio000j2o7g3xdfr1jr","cmifyitku00y42o7g08ragkkb","cmifyiuan01vg2o7g8zz53ex1","cmifyiuvn02ss2o7gmi6kfdk8","SHIFT_2","2025-11-26T04:17:14.355Z","2025-11-26T04:27:14.355Z","2025-11-26T04:27:14.355Z","2025-11-26T04:43:14.355Z","2025-11-26T04:43:14.355Z","2025-11-26T05:15:14.355Z","2025-11-26T05:15:14.355Z","2025-11-26T05:26:14.355Z","2025-11-26T05:41:14.355Z",10,16,32,11,15,84,28.57014956600858,33,86.5762108060866,4.945557184902765,11.41252207996161,"LOADING","CERAH","EXCELLENT",true,27,"cmifyj1dn0ags2o7gldp1fz2b","Delay details noted","LOW",7,,"2025-11-26T12:04:44.420Z","2025-11-26T12:04:44.420Z"
"cmifyj4sm0f4i2o7grfmzto8g","HA-0000015","cmifyivzv04gu2o7gcepv8scx","cmifyiwps05dr2o7g8uuermlo","cmifyivh703q62o7gyak3kuxl","cmifyisiq000k2o7g8hw1bhas","cmifyitkw00y62o7ghfnr49eb","cmifyiuap01vi2o7gk0c68w79","cmifyiuvp02su2o7ga52cf66m","SHIFT_3","2025-11-25T13:30:51.647Z","2025-11-25T13:37:51.647Z","2025-11-25T13:37:51.647Z","2025-11-25T13:52:51.647Z","2025-11-25T13:52:51.647Z","2025-11-25T14:14:51.647Z","2025-11-25T14:14:51.647Z","2025-11-25T14:19:51.647Z","2025-11-25T14:36:51.647Z",7,15,22,5,17,66,35.72450638303654,36,99.23473995287928,6.432976409475264,17.68255781836116,"LOADING","BERAWAN","GOOD",false,0,,,"MEDIUM",5,,"2025-11-26T12:04:44.423Z","2025-11-26T12:04:44.423Z"
"cmifyj4sp0f4k2o7gfeux2jth","HA-0000016","cmifyivzx04gw2o7gogmy43r4","cmifyiwpt05ds2o7g3j9hk4ty","cmifyivh803q82o7g6woo7s43","cmifyisir000l2o7g1gl1a47z","cmifyitkx00y82o7g3r48zjtc","cmifyiuaq01vk2o7gv27x4339","cmifyiuvq02sw2o7gpy0ug7bf","SHIFT_1","2025-11-25T13:23:06.326Z","2025-11-25T13:31:06.326Z","2025-11-25T13:31:06.326Z","2025-11-25T13:45:06.326Z","2025-11-25T13:45:06.326Z","2025-11-25T14:12:06.326Z","2025-11-25T14:12:06.326Z","2025-11-25T14:20:06.326Z","2025-11-25T14:45:06.326Z",8,14,27,8,25,82,35.90385087664443,37,97.03743480174171,6.380024985585557,14.12786145028837,"HAULING","BERAWAN","FAIR",false,0,,,"MEDIUM",11,,"2025-11-26T12:04:44.425Z","2025-11-26T12:04:44.425Z"
"cmifyj4sr0f4m2o7gy75542j0","HA-0000017","cmifyivzy04gy2o7gfw7yuv2r","cmifyiwpu05dt2o7g1we5avoo","cmifyivh903qa2o7g60c1ruz4","cmifyisis000m2o7g500r7bb4","cmifyitky00ya2o7gc2tqxdhx","cmifyiuas01vm2o7gfq8tjrzn","cmifyiuvr02sy2o7gs609iqon","SHIFT_2","2025-11-26T11:06:59.448Z","2025-11-26T11:20:59.448Z","2025-11-26T11:20:59.448Z","2025-11-26T11:30:59.448Z","2025-11-26T11:30:59.448Z","2025-11-26T11:47:59.448Z","2025-11-26T11:47:59.448Z","2025-11-26T11:55:59.448Z","2025-11-26T12:14:59.448Z",14,10,17,8,19,68,19.33926775032556,24,80.58028229302317,4.149004936829306,11.27288513606528,"HAULING","CERAH","POOR",false,0,,,"MEDIUM",14,,"2025-11-26T12:04:44.427Z","2025-11-26T12:04:44.427Z"
"cmifyj4su0f4o2o7gelhi7v9e","HA-0000018","cmifyiw0004h02o7gjcddwv4e","cmifyiwpw05du2o7g3gz4k2s9","cmifyivhb03qc2o7gtvrpaq57","cmifyisiu000n2o7gsdcouz1a","cmifyitl000yc2o7g8jnemgj4","cmifyiuau01vo2o7gg41q96se","cmifyiuvs02t02o7gk3nyzitz","SHIFT_3","2025-11-26T10:14:00.439Z","2025-11-26T10:26:00.439Z","2025-11-26T10:26:00.439Z","2025-11-26T10:39:00.439Z","2025-11-26T10:39:00.439Z","2025-11-26T10:58:00.439Z","2025-11-26T10:58:00.439Z","2025-11-26T11:05:00.439Z","2025-11-26T11:31:00.439Z",12,13,19,7,26,77,24.42165604985063,27,90.45057796240972,3.840529483044926,11.70198467635868,"HAULING","BERAWAN","POOR",false,0,,,"LOW",14,,"2025-11-26T12:04:44.430Z","2025-11-26T12:04:44.430Z"
"cmifyj4sw0f4q2o7g5jwjrwq7","HA-0000019","cmifyiw0104h22o7goj5ne34q","cmifyiwpx05dv2o7g1tlq2fex","cmifyivhc03qe2o7gyki9zedq","cmifyisiv000o2o7g34nc6ac7","cmifyitl100ye2o7g6vckf1r2","cmifyiuaw01vq2o7g9724rmx3","cmifyiuvu02t22o7gwzga2u6h","SHIFT_1","2025-11-25T15:07:57.308Z","2025-11-25T15:14:57.308Z","2025-11-25T15:14:57.308Z","2025-11-25T15:31:57.308Z","2025-11-25T15:31:57.308Z","2025-11-25T15:47:57.308Z","2025-11-25T15:47:57.308Z","2025-11-25T15:52:57.308Z","2025-11-25T16:05:57.308Z",7,17,16,5,13,58,33.79150586193658,35,96.54715960553308,5.385982170758965,13.04631866494492,"CANCELLED","CERAH","FAIR",false,0,,,"MEDIUM",13,,"2025-11-26T12:04:44.432Z","2025-11-26T12:04:44.432Z"
"cmifyj4sz0f4s2o7gk0mcp1ox","HA-0000020","cmifyiw0304h42o7goatf7izy","cmifyiwpy05dw2o7gbtw1dh0g","cmifyivhe03qg2o7gfgq8vpjv","cmifyisiw000p2o7gntjdpjoz","cmifyitl200yg2o7gkk0mdkdc","cmifyiuax01vs2o7glwvy8ja9","cmifyiuvv02t42o7gdnkdpbwu","SHIFT_2","2025-11-25T23:49:29.119Z","2025-11-25T23:56:29.119Z","2025-11-25T23:56:29.119Z","2025-11-26T00:13:29.119Z","2025-11-26T00:13:29.119Z","2025-11-26T00:33:29.119Z","2025-11-26T00:33:29.119Z","2025-11-26T00:43:29.119Z","2025-11-26T01:10:29.119Z",7,17,20,10,27,81,32.46783537626609,36,90.18843160073915,6.834309030294578,16.97255122215296,"DUMPING","HUJAN_SEDANG","EXCELLENT",true,4,"cmifyj1ds0agy2o7g7lzqkpwh","Delay details noted","LOW",9,,"2025-11-26T12:04:44.435Z","2025-11-26T12:04:44.435Z"
"cmifyj4t10f4u2o7gyhs2cb0y","HA-0000021","cmifyiw0404h62o7gmnj9qcj6","cmifyiwpz05dx2o7g1ipba91v","cmifyivhg03qi2o7gnu4y3dzv","cmifyisiy000q2o7g35ilcptt","cmifyitl400yi2o7gmw65du8a","cmifyiuaz01vu2o7gte2baemo","cmifyiuvw02t62o7gft0drdbc","SHIFT_3","2025-11-25T11:01:10.418Z","2025-11-25T11:03:10.418Z","2025-11-25T11:03:10.418Z","2025-11-25T11:17:10.418Z","2025-11-25T11:17:10.418Z","2025-11-25T11:45:10.418Z","2025-11-25T11:45:10.418Z","2025-11-25T11:52:10.418Z","2025-11-25T12:09:10.418Z",2,14,28,7,17,68,28.35601381685306,30,94.52004605617688,5.953685297916174,14.30148133969877,"LOADING","MENDUNG","GOOD",false,0,,,"LOW",10,,"2025-11-26T12:04:44.437Z","2025-11-26T12:04:44.437Z"
"cmifyj4t40f4w2o7g8xmn62cr","HA-0000022","cmifyiw0604h82o7gubv410sw","cmifyiwq105dy2o7gn5ppsniu","cmifyivhh03qk2o7g8b5sn3ya","cmifyisiz000r2o7gkp2680xi","cmifyitl500yk2o7guh4aldbm","cmifyiub001vw2o7g7cga9s51","cmifyiuvx02t82o7g2wjce8am","SHIFT_1","2025-11-24T19:25:00.714Z","2025-11-24T19:34:00.714Z","2025-11-24T19:34:00.714Z","2025-11-24T19:46:00.714Z","2025-11-24T19:46:00.714Z","2025-11-24T20:11:00.714Z","2025-11-24T20:11:00.714Z","2025-11-24T20:18:00.714Z","2025-11-24T20:40:00.714Z",9,12,25,7,22,75,33.04977978297439,39,84.74302508454971,5.218227033852656,13.57573118237256,"HAULING","HUJAN_RINGAN","POOR",false,0,,,"LOW",1,,"2025-11-26T12:04:44.440Z","2025-11-26T12:04:44.440Z"
"cmifyj4t60f4y2o7g9z738szt","HA-0000023","cmifyiw0804ha2o7gfbcaeiax","cmifyiwq205dz2o7g1m27by6j","cmifyivhj03qm2o7gz8wnh5m8","cmifyisj0000s2o7g7m4mk3ta","cmifyitl700ym2o7g6m4cv56o","cmifyiub101vy2o7ghd9bymh1","cmifyiuvz02ta2o7guuw2jzsy","SHIFT_2","2025-11-24T22:00:51.025Z","2025-11-24T22:17:51.025Z","2025-11-24T22:17:51.025Z","2025-11-24T22:32:51.025Z","2025-11-24T22:32:51.025Z","2025-11-24T22:48:51.025Z","2025-11-24T22:48:51.025Z","2025-11-24T22:58:51.025Z","2025-11-24T23:10:51.025Z",17,15,16,10,12,70,18.64741950666335,20,93.23709753331674,4.126220334465739,9.56065906508844,"LOADING","CERAH","FAIR",false,0,,,"LOW",0,,"2025-11-26T12:04:44.443Z","2025-11-26T12:04:44.443Z"
"cmifyj4t90f502o7gmutt5ym2","HA-0000024","cmifyiw0904hc2o7gxt405jyr","cmifyiwq305e02o7g4wmubjjc","cmifyivhk03qo2o7gq653mvix","cmifyisj1000t2o7gkuh2yci5","cmifyitl800yo2o7gkun96uiy","cmifyiub301w02o7gq0bkx1y6","cmifyiuw002tc2o7gh7vsoyga","SHIFT_3","2025-11-24T20:32:35.660Z","2025-11-24T20:48:35.660Z","2025-11-24T20:48:35.660Z","2025-11-24T21:05:35.660Z","2025-11-24T21:05:35.660Z","2025-11-24T21:25:35.660Z","2025-11-24T21:25:35.660Z","2025-11-24T21:34:35.660Z","2025-11-24T21:51:35.660Z",16,17,20,9,17,79,20.62844212234322,24,85.95184217643008,5.397080723250593,13.88718794552236,"DUMPING","HUJAN_SEDANG","GOOD",false,0,,,"MEDIUM",4,,"2025-11-26T12:04:44.445Z","2025-11-26T12:04:44.445Z"
"cmifyj4tb0f522o7gd7ywqmuj","HA-0000025","cmifyiw0a04he2o7g0mz6s6j6","cmifyiwq405e12o7givugr025","cmifyivhm03qq2o7gblty9fms","cmifyisj3000u2o7gogj3vr7w","cmifyitl900yq2o7gzrwse2wa","cmifyiub401w22o7g60wzxidu","cmifyiuw102te2o7g6vhf5ut7","SHIFT_1","2025-11-25T04:37:32.895Z","2025-11-25T04:54:32.895Z","2025-11-25T04:54:32.895Z","2025-11-25T05:03:32.895Z","2025-11-25T05:03:32.895Z","2025-11-25T05:30:32.895Z","2025-11-25T05:30:32.895Z","2025-11-25T05:41:32.895Z","2025-11-25T06:03:32.895Z",17,9,27,11,22,86,20.69897082823225,23,89.99552534014022,3.007172966411436,7.637020365609638,"COMPLETED","HUJAN_SEDANG","FAIR",true,21,"cmifyj1dn0ags2o7gldp1fz2b","Delay details noted","MEDIUM",2,,"2025-11-26T12:04:44.448Z","2025-11-26T12:04:44.448Z"
"cmifyj4te0f542o7gs8k37bux","HA-0000026","cmifyiw0c04hg2o7gfzm5av8r","cmifyiwq505e22o7gi7wimzff","cmifyivhn03qs2o7gvk8ryea6","cmifyisj4000v2o7g86qb5qnh","cmifyitla00ys2o7g0kilwkhf","cmifyiub501w42o7gq0ujt5os","cmifyiuw302tg2o7glf2r91je","SHIFT_2","2025-11-24T22:03:19.771Z","2025-11-24T22:16:19.771Z","2025-11-24T22:16:19.771Z","2025-11-24T22:30:19.771Z","2025-11-24T22:30:19.771Z","2025-11-24T22:53:19.771Z","2025-11-24T22:53:19.771Z","2025-11-24T22:58:19.771Z","2025-11-24T23:23:19.771Z",13,14,23,5,25,80,17.75301100350157,22,80.69550456137077,5.516689823343638,15.43406955325042,"DELAYED","HUJAN_LEBAT","GOOD",true,19,"cmifyj1do0agu2o7gyv69hqp6","Delay details noted","MEDIUM",4,,"2025-11-26T12:04:44.450Z","2025-11-26T12:04:44.450Z"
"cmifyj4tg0f562o7gy102xpkk","HA-0000027","cmifyiw0e04hi2o7g5dg6ys7d","cmifyiwq705e32o7g6hgtzpwm","cmifyivho03qu2o7gcocw3lni","cmifyisj5000w2o7gmy5ml8lx","cmifyitlc00yu2o7g7zyui9rs","cmifyiub701w62o7gb05far2z","cmifyiuw402ti2o7g8pebwzta","SHIFT_3","2025-11-25T06:16:35.637Z","2025-11-25T06:18:35.637Z","2025-11-25T06:18:35.637Z","2025-11-25T06:35:35.637Z","2025-11-25T06:35:35.637Z","2025-11-25T07:04:35.637Z","2025-11-25T07:04:35.637Z","2025-11-25T07:13:35.637Z","2025-11-25T07:42:35.637Z",2,17,29,9,29,86,18.58403603577766,21,88.49540969417934,3.59068094088484,8.144662002276647,"COMPLETED","HUJAN_LEBAT","POOR",false,0,,,"MEDIUM",3,,"2025-11-26T12:04:44.453Z","2025-11-26T12:04:44.453Z"
"cmifyj4tj0f582o7gvc29apar","HA-0000028","cmifyiw0f04hk2o7geza9bji0","cmifyiwq805e42o7g6tdv9niz","cmifyivhq03qw2o7g1vb9plcs","cmifyisj7000x2o7gyw22ykh9","cmifyitld00yw2o7gns5k0jms","cmifyiub801w82o7gcz5wzxvm","cmifyiuw502tk2o7gg1mbds64","SHIFT_1","2025-11-24T15:18:59.344Z","2025-11-24T15:27:59.344Z","2025-11-24T15:27:59.344Z","2025-11-24T15:38:59.344Z","2025-11-24T15:38:59.344Z","2025-11-24T15:59:59.344Z","2025-11-24T15:59:59.344Z","2025-11-24T16:08:59.344Z","2025-11-24T16:31:59.344Z",9,11,21,9,23,73,16.92973152336329,21,80.61776915887283,2.206442878469277,9.398416805147003,"DUMPING","CERAH","EXCELLENT",false,0,,,"LOW",12,,"2025-11-26T12:04:44.456Z","2025-11-26T12:04:44.456Z"
"cmifyj4tm0f5a2o7g16h7gg49","HA-0000029","cmifyiw0h04hm2o7gm2utk8ew","cmifyiwq905e52o7ggqmgy2c1","cmifyivhr03qy2o7grd13qwk0","cmifyisj8000y2o7g5r7dbeu4","cmifyitlf00yy2o7g0ijit14n","cmifyiuba01wa2o7g11n5ol21","cmifyiuw702tm2o7gf09mp7sm","SHIFT_2","2025-11-25T11:31:58.436Z","2025-11-25T11:40:58.436Z","2025-11-25T11:40:58.436Z","2025-11-25T11:49:58.436Z","2025-11-25T11:49:58.436Z","2025-11-25T12:20:58.436Z","2025-11-25T12:20:58.436Z","2025-11-25T12:30:58.436Z","2025-11-25T12:45:58.436Z",9,9,31,10,15,74,34.06203659562329,38,89.63693840953498,6.741488543702774,16.13551190171032,"HAULING","BERAWAN","GOOD",false,0,,,"LOW",3,,"2025-11-26T12:04:44.458Z","2025-11-26T12:04:44.458Z"
