"id","shipmentNumber","vesselId","sailingScheduleId","shipmentDate","loadingDate","coalType","quantity","calorie","totalMoisture","ashContent","sulfurContent","stockpileOrigin","buyer","destination","surveyorName","blNumber","coaNumber","freightCost","totalFreight","remarks","createdAt","updatedAt"
"cmifyizia086i2o7gktoteky6","SHP-0000021","cmifyixse06b92o7g9pvavhzf","cmifyiysb07962o7gxgwmmbfc","2025-11-11T12:04:37.533Z","2025-11-11T17:48:47.399Z","ICI-1",6872.305824064667,5439.747858239438,17.18528217344885,7.463444430160212,0.721047672107785,"ROM-PIT-06","PLN","Suralaya","Surveyor Geo","BL-78329","COA-87117",18.22021269041785,125214.8737880556,,"2025-11-26T12:04:37.570Z","2025-11-26T12:04:37.570Z"
"cmifyizic086k2o7g0clhj7yd","SHP-0000022","cmifyixsf06ba2o7go2wz293y","cmifyiysd07982o7g6nps2s50","2025-11-16T12:04:37.533Z","2025-11-16T20:51:29.399Z","GCV-5500",10325.67195446002,5785.348064495188,15.16780373402238,10.92445527138655,0.2767679260321665,"ROM-PIT-02","PLN","Cilacap","Surveyor Inspec","BL-96675","COA-25703",24.97875609907389,257922.4413095045,,"2025-11-26T12:04:37.572Z","2025-11-26T12:04:37.572Z"
"cmifyizid086m2o7gn1weo6ys","SHP-0000023","cmifyixsg06bb2o7ganewnkau","cmifyiyse079a2o7g3himzkw2","2025-11-19T12:04:37.533Z","2025-11-19T14:52:34.096Z","GCV-5000",18278.80051068547,4603.605515069627,19.58338409705937,9.32723803018399,0.2999531603668912,"ROM-PIT-02","PT Pupuk Indonesia","Cilacap","Surveyor Marine","BL-31897","COA-51612",18.25259742736103,333635.5871765832,,"2025-11-26T12:04:37.574Z","2025-11-26T12:04:37.574Z"
"cmifyizif086o2o7g5r0qckkn","SHP-0000024","cmifyixsh06bc2o7gwkp08tik","cmifyiysg079c2o7gjyjnpl8n","2025-11-15T12:04:37.533Z","2025-11-15T16:04:36.189Z","GCV-5500",15553.8228899638,4738.622812402654,19.92167529730991,7.882856582890708,0.3546186756128155,"ROM-PIT-01","PT Petrokimia","Cilacap","Surveyor Marine","BL-77938","COA-97059",22.09099700160176,343599.4548256351,,"2025-11-26T12:04:37.575Z","2025-11-26T12:04:37.575Z"
"cmifyizig086q2o7gsqo539xv","SHP-0000025","cmifyixsj06bd2o7geoy1p9xa","cmifyiysh079e2o7gvhmjtmub","2025-10-03T12:04:37.533Z","2025-10-03T12:04:39.580Z","ICI-1",16424.7728886477,5726.863946968225,8.08786491341636,10.87199865793696,0.6066234921879773,"ROM-PIT-02","PLN","Suralaya","Surveyor Inspec","BL-21928","COA-12361",16.69190394694246,274160.7314076521,,"2025-11-26T12:04:37.577Z","2025-11-26T12:04:37.577Z"
"cmifyizii086s2o7gumjoj3qd","SHP-0000026","cmifyixsk06be2o7gbbllffjp","cmifyiysj079g2o7g9g3iji9l","2025-11-15T12:04:37.533Z","2025-11-15T21:05:13.368Z","GCV-6000",13494.57567767065,5279.563916714163,16.55384708425261,8.413108634532335,0.5365164308369903,"ROM-PIT-06","PT Petrokimia","Merak","Surveyor Marine","BL-17543","COA-75583",21.96135136659704,296359.1180004594,,"2025-11-26T12:04:37.578Z","2025-11-26T12:04:37.578Z"
"cmifyizij086u2o7gack3qf2d","SHP-0000027","cmifyixsl06bf2o7geushy1oi","cmifyiysk079i2o7ggzawl7pe","2025-09-29T12:04:37.533Z","2025-09-29T17:21:14.940Z","GCV-6000",19157.30419117628,4535.592595755673,16.59722738513489,8.202461047559405,0.5036049382590361,"ROM-PIT-10","PT Steel Indonesia","Gresik","Surveyor Inspec","BL-75187","COA-66397",21.56545464804621,413135.9747136377,,"2025-11-26T12:04:37.579Z","2025-11-26T12:04:37.579Z"
"cmifyizil086w2o7giwy5f6dh","SHP-0000028","cmifyixsm06bg2o7gyku7z7pg","cmifyiysm079k2o7g9y4li2cd","2025-10-18T12:04:37.533Z","2025-10-18T12:41:17.869Z","GCV-5000",15687.83013651278,5924.843035892287,8.975612458092534,9.651873781791998,0.6592957060729769,"ROM-PIT-01","PLN","Lontar","Surveyor Marine","BL-77527","COA-71616",11.17671990398986,175338.4833371744,,"2025-11-26T12:04:37.581Z","2025-11-26T12:04:37.581Z"
"cmifyizim086y2o7gb3wxx3nt","SHP-0000029","cmifyixsn06bh2o7gl36f10vf","cmifyiysn079m2o7ga5wqfucx","2025-11-13T12:04:37.533Z","2025-11-13T17:46:43.106Z","ICI-1",10423.23321848374,5203.686196463754,13.97066324785611,6.132580884398619,0.6146645459029633,"ROM-PIT-09","PT Steel Indonesia","Paiton","Surveyor Inspec","BL-23755","COA-16337",10.49989804644477,109442.8861083956,,"2025-11-26T12:04:37.582Z","2025-11-26T12:04:37.582Z"
"cmifyizio08702o7gomvmmyin","SHP-0000030","cmifyixsp06bi2o7gkj4qf8r2","cmifyiysp079o2o7ghulyov9w","2025-11-02T12:04:37.533Z","2025-11-02T14:42:22.781Z","ICI-4",11958.81475920147,5034.688217922616,11.90953220074059,4.972880543799434,0.3928014839129544,"ROM-PIT-02","PT Pupuk Indonesia","Lontar","Surveyor AB","BL-11089","COA-64996",18.91674416115097,226221.8392704105,,"2025-11-26T12:04:37.584Z","2025-11-26T12:04:37.584Z"
"cmifyizip08722o7gfrih01o1","SHP-0000031","cmifyixsq06bj2o7g328fncuz","cmifyiysq079q2o7gox763yie","2025-11-22T12:04:37.533Z","2025-11-22T14:46:52.810Z","ICI-2",8270.219452067275,4541.474782302877,8.909969882653215,8.375224799528263,0.482913964204095,"ROM-PIT-04","PT Pupuk Indonesia","Merak","Surveyor AB","BL-96223","COA-28054",15.10206139265532,124897.3618958522,,"2025-11-26T12:04:37.585Z","2025-11-26T12:04:37.585Z"
"cmifyizir08742o7gy4um1ocl","SHP-0000032","cmifyixss06bk2o7go65mywmq","cmifyiyss079s2o7gr56sinao","2025-11-05T12:04:37.533Z","2025-11-05T13:11:57.924Z","ICI-1",6156.648663538085,4882.429396725876,11.48542019068018,11.09746811626435,0.6024480112688029,"ROM-PIT-09","PLN","Paiton","Surveyor Inspec","BL-68875","COA-10856",10.98242427601682,67614.92774134717,,"2025-11-26T12:04:37.587Z","2025-11-26T12:04:37.587Z"
"cmifyizit08762o7gd3t4brko","SHP-0000033","cmifyixst06bl2o7gxlo9l4bt","cmifyiysu079u2o7g7sff9zff","2025-10-20T12:04:37.533Z","2025-10-20T19:01:45.262Z","ICI-2",9941.7038164128,4722.161296545761,17.41979662487063,8.83444220835365,0.7932812227111907,"ROM-PIT-10","PT Petrokimia","Paiton","Surveyor Inspec","BL-46072","COA-15012",19.60503022476677,194907.4038064521,,"2025-11-26T12:04:37.589Z","2025-11-26T12:04:37.589Z"
"cmifyiziu08782o7g8lkkt92i","SHP-0000034","cmifyixsu06bm2o7gmk9wqly2","cmifyiysv079w2o7gi9m303gm","2025-11-06T12:04:37.533Z","2025-11-06T20:54:31.888Z","GCV-6000",16628.59021642727,5192.059259631022,18.67945010795867,9.385098127872094,0.2318015044806314,"ROM-PIT-07","PT Pupuk Indonesia","Cilacap","Surveyor AB","BL-99697","COA-49555",20.5593723394763,341873.3777401011,,"2025-11-26T12:04:37.591Z","2025-11-26T12:04:37.591Z"
"cmifyiziw087a2o7g2glq8fl1","SHP-0000035","cmifyixsv06bn2o7g11wc0czm","cmifyiysx079y2o7gx7b5ri6b","2025-09-28T12:04:37.533Z","2025-09-28T13:36:47.480Z","ICI-2",11314.28934110668,4678.481619024968,8.450891529411907,11.86740766918321,0.4158461342419342,"ROM-PIT-02","PT Semen Indonesia","Suralaya","Surveyor Inspec","BL-98084","COA-66326",16.80389350048341,190124.1131216112,,"2025-11-26T12:04:37.592Z","2025-11-26T12:04:37.592Z"
"cmifyizix087c2o7gnz4nxtgb","SHP-0000036","cmifyixsw06bo2o7ghkhhjlha","cmifyiysy07a02o7gxrmvy7fs","2025-10-27T12:04:37.533Z","2025-10-27T17:45:39.295Z","GCV-5000",10162.99703661114,4764.005811181778,18.95364243756572,7.162591040461598,0.3962715295502213,"ROM-PIT-07","PT Pupuk Indonesia","Tanjung Priok","Surveyor AB","BL-40164","COA-16606",15.75030812533716,160070.334803514,,"2025-11-26T12:04:37.594Z","2025-11-26T12:04:37.594Z"
"cmifyiziz087e2o7g99d2n324","SHP-0000037","cmifyixsx06bp2o7gmrk1pptn","cmifyiyt007a22o7g51kbyofa","2025-10-21T12:04:37.533Z","2025-10-21T15:53:33.475Z","ICI-4",8715.759186841817,5860.952130975257,12.75557334359347,10.42502133417963,0.3304215637906918,"ROM-PIT-04","PT Steel Indonesia","Suralaya","Surveyor PTX","BL-40883","COA-18205",13.31609246564503,116059.8552402808,,"2025-11-26T12:04:37.595Z","2025-11-26T12:04:37.595Z"
"cmifyizj0087g2o7gfmkfbns7","SHP-0000038","cmifyixsz06bq2o7gjvceyet9","cmifyiyt107a42o7gldr200jl","2025-11-21T12:04:37.533Z","2025-11-21T14:20:51.141Z","GCV-5000",13687.20711296436,5260.240035526439,13.42416169635499,7.10161165418814,0.6035676529941002,"ROM-PIT-09","PT Semen Indonesia","Lontar","Surveyor PTX","BL-10238","COA-25156",22.77695052436243,311752.8392286907,,"2025-11-26T12:04:37.597Z","2025-11-26T12:04:37.597Z"
"cmifyizj2087i2o7gdorbxr50","SHP-0000039","cmifyixt006br2o7gq0s7318v","cmifyiyt307a62o7ge9xfp9va","2025-10-10T12:04:37.533Z","2025-10-10T17:05:25.650Z","GCV-5000",9019.54669004646,5608.453120581389,11.8089823340014,8.482283854125772,0.7358776256069797,"ROM-PIT-03","PT Steel Indonesia","Merak","Surveyor AB","BL-29661","COA-32202",11.81741470348717,106587.7236737441,,"2025-11-26T12:04:37.598Z","2025-11-26T12:04:37.598Z"
"cmifyizj3087k2o7gy1mqdz3p","SHP-0000040","cmifyixt106bs2o7g4f78kdx2","cmifyiyt407a82o7g26do8p50","2025-11-19T12:04:37.533Z","2025-11-19T12:45:54.065Z","ICI-4",15066.22985163338,4682.189179855059,19.91726118354621,7.793881504897932,0.7056399094591483,"ROM-PIT-01","PLN","Merak","Surveyor Geo","BL-16962","COA-52575",23.83921445434264,359167.0844515072,,"2025-11-26T12:04:37.600Z","2025-11-26T12:04:37.600Z"
"cmifyizj5087m2o7ggodqmzex","SHP-0000041","cmifyixt206bt2o7gg77q1o5s","cmifyiyt607aa2o7g9tobyqfe","2025-11-19T12:04:37.533Z","2025-11-19T16:59:48.368Z","GCV-5000",11023.39450273084,4819.399336021285,12.73882764882028,5.880652384234839,0.5283265470878556,"ROM-PIT-02","PLN","Lontar","Surveyor Inspec","BL-88121","COA-11096",16.18916150232624,178459.5139085648,,"2025-11-26T12:04:37.601Z","2025-11-26T12:04:37.601Z"
"cmifyizj6087o2o7gfp8j9k8n","SHP-0000042","cmifyixt306bu2o7ghakrwptq","cmifyiyt707ac2o7g8b1w1vqw","2025-10-13T12:04:37.533Z","2025-10-13T20:29:51.695Z","ICI-3",13500.94148307562,5235.014321793972,9.894356225342534,5.392973319680976,0.5084409853597446,"ROM-PIT-08","PT Steel Indonesia","Gresik","Surveyor Inspec","BL-77161","COA-37730",21.18758681072127,286052.3696991327,,"2025-11-26T12:04:37.603Z","2025-11-26T12:04:37.603Z"
"cmifyizj8087q2o7g4v2rhvnb","SHP-0000043","cmifyixt506bv2o7g1tkhod77","cmifyiyt907ae2o7gxkc39huc","2025-10-09T12:04:37.533Z","2025-10-09T16:52:20.334Z","ICI-4",9052.14493007911,5002.033153192908,11.55573475160761,4.024246071211824,0.3875063733514484,"ROM-PIT-01","PT Pupuk Indonesia","Tanjung Priok","Surveyor AB","BL-11303","COA-69818",19.96526944354953,180728.5125710902,,"2025-11-26T12:04:37.605Z","2025-11-26T12:04:37.605Z"
"cmifyizja087s2o7gch3sg88u","SHP-0000044","cmifyixt606bw2o7gfx4clcfq","cmifyiyta07ag2o7ge2n26wp3","2025-11-26T12:04:37.533Z","2025-11-26T21:20:58.355Z","ICI-2",15210.2896162521,5659.493750835394,19.80314171231185,11.49479863209027,0.2764650414163615,"ROM-PIT-08","PT Semen Indonesia","Gresik","Surveyor Inspec","BL-92784","COA-18752",23.12253922593744,351700.5182896581,,"2025-11-26T12:04:37.606Z","2025-11-26T12:04:37.606Z"
"cmifyizjb087u2o7g5xp816dc","SHP-0000045","cmifyixt706bx2o7gg82nq5fb","cmifyiytd07ai2o7gq52pckvw","2025-11-22T12:04:37.533Z","2025-11-22T12:07:15.367Z","ICI-1",19765.70584693669,5286.8643341432,18.81148667943403,9.044452999003546,0.6733473459946832,"ROM-PIT-03","PT Pupuk Indonesia","Lontar","Surveyor AB","BL-81075","COA-94263",23.70141513171143,468475.1996495423,,"2025-11-26T12:04:37.608Z","2025-11-26T12:04:37.608Z"
"cmifyizjd087w2o7gmz9ht7sy","SHP-0000046","cmifyixt906by2o7gf9jket17","cmifyiytf07ak2o7g58lxg37x","2025-10-10T12:04:37.533Z","2025-10-10T15:27:00.249Z","ICI-2",13565.82087005155,5986.573290092795,15.75004735444509,7.939430225297539,0.265326935198318,"ROM-PIT-02","PT Pupuk Indonesia","Gresik","Surveyor Geo","BL-28793","COA-40671",10.75774126355731,145937.5909477806,,"2025-11-26T12:04:37.609Z","2025-11-26T12:04:37.609Z"
"cmifyizje087y2o7gethyf162","SHP-0000047","cmifyixta06bz2o7g4gpsembr","cmifyiytg07am2o7gjy24y1zq","2025-11-03T12:04:37.533Z","2025-11-03T19:38:05.955Z","ICI-1",8492.94571739044,4577.438213686312,18.70666215257319,5.456658241897049,0.3139263614371611,"ROM-PIT-01","PT Steel Indonesia","Gresik","Surveyor PTX","BL-57573","COA-70318",12.89904898613629,109550.9228452157,,"2025-11-26T12:04:37.611Z","2025-11-26T12:04:37.611Z"
"cmifyizjg08802o7gc01144mp","SHP-0000048","cmifyixtb06c02o7gckzf86od","cmifyiyti07ao2o7gdsnr678d","2025-10-21T12:04:37.533Z","2025-10-21T16:21:31.900Z","GCV-6000",15869.52462698038,5809.109506881722,16.12356155309233,10.52236326597137,0.342753762306839,"ROM-PIT-03","PT Semen Indonesia","Tanjung Priok","Surveyor Inspec","BL-15845","COA-19178",22.74280798690125,360917.5514348155,,"2025-11-26T12:04:37.612Z","2025-11-26T12:04:37.612Z"
"cmifyizjh08822o7g32xe7zrb","SHP-0000049","cmifyixtc06c12o7gwp9kf3yp","cmifyiytj07aq2o7gjhyyoj30","2025-10-16T12:04:37.533Z","2025-10-16T14:09:24.248Z","ICI-4",17619.59848956445,5488.636883166832,10.02466223846142,9.493779179666657,0.6729390598487488,"ROM-PIT-07","PT Pupuk Indonesia","Paiton","Surveyor PTX","BL-48724","COA-64618",18.11125056117282,319112.9630317639,,"2025-11-26T12:04:37.614Z","2025-11-26T12:04:37.614Z"
"cmifyizjj08842o7gpxnedrfn","SHP-0000050","cmifyixtd06c22o7gtklr6ef4","cmifyiytl07as2o7gt189kput","2025-11-19T12:04:37.533Z","2025-11-19T13:40:27.567Z","GCV-6000",17447.58622099697,5934.095460119468,15.13455775739667,8.971128368041043,0.5303881797420864,"ROM-PIT-02","PLN","Gresik","Surveyor Geo","BL-87317","COA-57210",12.48913140819358,217905.1970698188,,"2025-11-26T12:04:37.615Z","2025-11-26T12:04:37.615Z"
"cmifyizjl08862o7g12dnz31a","SHP-0000051","cmifyixte06c32o7g9l8wivhc","cmifyiytm07au2o7gh4nul9tq","2025-11-18T12:04:37.533Z","2025-11-18T20:37:31.125Z","ICI-2",12810.74830893245,5767.654466265963,12.94950806972008,6.369605153763578,0.719883990169941,"ROM-PIT-04","PT Petrokimia","Cilacap","Surveyor Marine","BL-41385","COA-19858",18.79366010437641,240760.8494007914,,"2025-11-26T12:04:37.617Z","2025-11-26T12:04:37.617Z"
"cmifyizjm08882o7g8p66dsji","SHP-0000052","cmifyixtf06c42o7gwrf975gh","cmifyiyto07aw2o7g9mkc0usv","2025-11-14T12:04:37.533Z","2025-11-14T23:51:18.102Z","ICI-1",16014.58794031186,4635.774777934897,14.41551558462238,7.817566823729722,0.2654127772276426,"ROM-PIT-03","PLN","Paiton","Surveyor Inspec","BL-19743","COA-14236",23.92675393448177,383177.1050099611,,"2025-11-26T12:04:37.619Z","2025-11-26T12:04:37.619Z"
"cmifyizjo088a2o7grc4pl40n","SHP-0000053","cmifyixtg06c52o7g9z1ocw3u","cmifyiytp07ay2o7g4w4k1kqx","2025-09-29T12:04:37.533Z","2025-09-29T14:06:27.933Z","ICI-3",9248.773441638697,5762.776430326349,16.41894170634624,11.66594893441238,0.683038916662869,"ROM-PIT-10","PT Semen Indonesia","Paiton","Surveyor Inspec","BL-58791","COA-16117",10.86378096438582,100476.6488591916,,"2025-11-26T12:04:37.620Z","2025-11-26T12:04:37.620Z"
"cmifyizjq088c2o7gonltjcnz","SHP-0000054","cmifyixth06c62o7ggyq29izl","cmifyiytr07b02o7gsmo906v8","2025-10-31T12:04:37.533Z","2025-10-31T19:41:15.154Z","ICI-1",18779.85095567668,5320.725598854595,15.98737242139943,4.034688619341651,0.2707489281904212,"ROM-PIT-09","PT Semen Indonesia","Merak","Surveyor AB","BL-66605","COA-52758",20.04013943241819,376350.8316717926,,"2025-11-26T12:04:37.622Z","2025-11-26T12:04:37.622Z"
