"id","code","name","miningSiteId","excavatorId","isActive","maxQueueSize","latitude","longitude","coalSeam","coalQuality","createdAt","updatedAt"
"cmifyitkw00y62o7ghfnr49eb","LP-0015","Loading Point 15","cmifyit4q00j72o7gh4ky2kwz",,true,5,-4.831429569190975,119.1623186132112,"Seam-C1","{""sulfur"":0.7448219423165297,""calorie"":5531.30985447825,""moisture"":10.76528505242229,""ash_content"":8.454333910003475}","2025-11-26T12:04:29.888Z","2025-11-26T12:04:29.888Z"
"cmifyitkx00y82o7g3r48zjtc","LP-0016","Loading Point 16","cmifyit4t00ja2o7ghypzreuc",,true,4,-5.272854601701408,117.7322110170537,"Seam-B2","{""sulfur"":0.3248794467102859,""calorie"":4840.698402385028,""moisture"":13.00113877588696,""ash_content"":5.837851990285396}","2025-11-26T12:04:29.889Z","2025-11-26T12:04:29.889Z"
"cmifyitky00ya2o7gc2tqxdhx","LP-0017","Loading Point 17","cmifyit5h00jv2o7gg5a6q5an",,false,9,-4.362464354681436,117.0530939998129,"Seam-C1","{""sulfur"":0.5626771812195613,""calorie"":4538.244684955598,""moisture"":8.976246229161566,""ash_content"":4.926572376343271}","2025-11-26T12:04:29.891Z","2025-11-26T12:04:29.891Z"
"cmifyitl000yc2o7g8jnemgj4","LP-0018","Loading Point 18","cmifyit5q00k22o7g98jhyolw",,true,5,-4.072425145348475,117.4668598236042,"Seam-B2","{""sulfur"":0.2219332136343839,""calorie"":5689.187300316376,""moisture"":16.80202434394326,""ash_content"":6.462746539294896}","2025-11-26T12:04:29.892Z","2025-11-26T12:04:29.892Z"
"cmifyitl100ye2o7g6vckf1r2","LP-0019","Loading Point 19","cmifyit6c00km2o7gc4x32fvk",,true,4,-4.196128567957968,115.2311627364296,"Seam-C2","{""sulfur"":0.6845280203335795,""calorie"":5216.719750131232,""moisture"":13.87054971480643,""ash_content"":4.08131287490375}","2025-11-26T12:04:29.893Z","2025-11-26T12:04:29.893Z"
"cmifyitl200yg2o7gkk0mdkdc","LP-0020","Loading Point 20","cmifyit6d00kn2o7gmaspcbbb",,true,6,-3.576664160189731,116.335779869034,"Seam-B2","{""sulfur"":0.626191295130716,""calorie"":5654.818179433815,""moisture"":16.5866699604765,""ash_content"":6.961473363061868}","2025-11-26T12:04:29.895Z","2025-11-26T12:04:29.895Z"
"cmifyitl400yi2o7gmw65du8a","LP-0021","Loading Point 21","cmifyit6j00kt2o7gkjbdj3tu",,true,5,-4.203466089281775,119.7846751556781,"Seam-A2","{""sulfur"":0.3673331329677024,""calorie"":5681.280971803295,""moisture"":11.69597139275325,""ash_content"":6.426262611488282}","2025-11-26T12:04:29.896Z","2025-11-26T12:04:29.896Z"
"cmifyitl500yk2o7guh4aldbm","LP-0022","Loading Point 22","cmifyit6p00ky2o7gf7ht3l0x",,true,5,-3.508934606557417,119.5976310321229,"Seam-D","{""sulfur"":0.4244009136561813,""calorie"":5109.721660198051,""moisture"":8.983990675915106,""ash_content"":4.93041949785507}","2025-11-26T12:04:29.897Z","2025-11-26T12:04:29.897Z"
"cmifyitl700ym2o7g6m4cv56o","LP-0023","Loading Point 23","cmifyit6q00kz2o7gw6pjhjok",,true,6,-3.655271768188115,116.0611650476516,"Seam-A1","{""sulfur"":0.4127623838508747,""calorie"":5176.077502219514,""moisture"":11.95701878564286,""ash_content"":8.502228702536389}","2025-11-26T12:04:29.899Z","2025-11-26T12:04:29.899Z"
"cmifyitl800yo2o7gkun96uiy","LP-0024","Loading Point 24","cmifyit6v00l42o7gvpztaagi",,true,9,-2.665526754404806,119.9763688605458,"Seam-B2","{""sulfur"":0.4612619535639033,""calorie"":5860.819749392489,""moisture"":9.167772538320838,""ash_content"":6.889158450260622}","2025-11-26T12:04:29.900Z","2025-11-26T12:04:29.900Z"
"cmifyitl900yq2o7gzrwse2wa","LP-0025","Loading Point 25","cmifyit6z00l82o7golrhinl7",,true,8,-2.879537139131418,116.6046142300226,"Seam-C2","{""sulfur"":0.5121859443311023,""calorie"":4554.45197494974,""moisture"":8.338998093257828,""ash_content"":6.683200400692877}","2025-11-26T12:04:29.902Z","2025-11-26T12:04:29.902Z"
"cmifyitla00ys2o7g0kilwkhf","LP-0026","Loading Point 26","cmifyit7600le2o7g7agqz6dp",,true,3,-5.276271406563401,117.0834631615285,"Seam-C1","{""sulfur"":0.2855712561687574,""calorie"":5137.484350093519,""moisture"":19.63148922170519,""ash_content"":8.744731274738143}","2025-11-26T12:04:29.903Z","2025-11-26T12:04:29.903Z"
"cmifyitlc00yu2o7g7zyui9rs","LP-0027","Loading Point 27","cmifyit7800lg2o7gp0o0ad50",,true,3,-4.921975183767571,115.1917422703996,"Seam-C1","{""sulfur"":0.5880126689538175,""calorie"":4863.878314241434,""moisture"":13.28625632762374,""ash_content"":10.74273059786238}","2025-11-26T12:04:29.904Z","2025-11-26T12:04:29.904Z"
"cmifyitld00yw2o7gns5k0jms","LP-0028","Loading Point 28","cmifyit7900lh2o7gg6gfrkho",,true,3,-5.069807974637707,117.0830201627276,"Seam-C1","{""sulfur"":0.5345999895381273,""calorie"":4667.744073933685,""moisture"":13.81294423465281,""ash_content"":7.754200920899503}","2025-11-26T12:04:29.906Z","2025-11-26T12:04:29.906Z"
"cmifyitlf00yy2o7g0ijit14n","LP-0029","Loading Point 29","cmifyit7d00ll2o7gdew1a0mn",,true,7,-3.308272192697364,117.4819492800925,"Seam-A2","{""sulfur"":0.2733244007982375,""calorie"":4969.929269796211,""moisture"":15.42738099363953,""ash_content"":5.113328314460668}","2025-11-26T12:04:29.907Z","2025-11-26T12:04:29.907Z"
"cmifyitlg00z02o7ge73ttclw","LP-0030","Loading Point 30","cmifyit7j00lr2o7g4iyri5s0",,true,9,-3.180332946672392,119.0934192463964,"Seam-C1","{""sulfur"":0.5294411330923562,""calorie"":4698.20302582672,""moisture"":10.92008984251863,""ash_content"":7.579896837162806}","2025-11-26T12:04:29.909Z","2025-11-26T12:04:29.909Z"
"cmifyitli00z22o7gn5ukv0ud","LP-0031","Loading Point 31","cmifyit7q00lx2o7g989f377j",,true,8,-4.889149110171185,118.3380169721211,"Seam-C2","{""sulfur"":0.6027738959987979,""calorie"":4994.012834419649,""moisture"":19.82863385469297,""ash_content"":5.69569718538961}","2025-11-26T12:04:29.910Z","2025-11-26T12:04:29.910Z"
"cmifyitlj00z42o7g78kgruj3","LP-0032","Loading Point 32","cmifyit8000m62o7gwo64bswx",,true,4,-3.753630600954318,118.8749618232082,"Seam-B2","{""sulfur"":0.3305140290950961,""calorie"":5179.038258721521,""moisture"":19.73091636683304,""ash_content"":5.181016707187043}","2025-11-26T12:04:29.911Z","2025-11-26T12:04:29.911Z"
"cmifyitlk00z62o7g0868p5mw","LP-0033","Loading Point 33","cmifyit8400ma2o7g4mtrqw5l",,true,6,-3.562343351992023,115.7706903143693,"Seam-A1","{""sulfur"":0.3489773192037907,""calorie"":4964.392299898416,""moisture"":8.34064006919872,""ash_content"":8.563887394242016}","2025-11-26T12:04:29.913Z","2025-11-26T12:04:29.913Z"
"cmifyitlm00z82o7gk6ir4js9","LP-0034","Loading Point 34","cmifyit8g00ml2o7gzs0x0vy2",,true,3,-3.487475852661944,117.1362121683954,"Seam-B2","{""sulfur"":0.7849190664679195,""calorie"":4832.964343902704,""moisture"":9.251914117526017,""ash_content"":8.160674867639818}","2025-11-26T12:04:29.914Z","2025-11-26T12:04:29.914Z"
"cmifyitln00za2o7g7cv0gicj","LP-0035","Loading Point 35","cmifyit8k00mp2o7g2akv6lyu",,true,9,-5.310935038995679,116.0591092135945,"Seam-A1","{""sulfur"":0.6157781822473954,""calorie"":5581.445068879239,""moisture"":9.8516895492346,""ash_content"":6.210727559679119}","2025-11-26T12:04:29.916Z","2025-11-26T12:04:29.916Z"
"cmifyitlp00zc2o7gyuruiyu5","LP-0036","Loading Point 36","cmifyit8r00mv2o7gaj7onlzy",,true,4,-4.994596152199961,119.2355331854112,"Seam-C2","{""sulfur"":0.464605034618612,""calorie"":5773.806018053341,""moisture"":9.49740399489434,""ash_content"":5.433385069058307}","2025-11-26T12:04:29.917Z","2025-11-26T12:04:29.917Z"
"cmifyitlq00ze2o7glu0n7quu","LP-0037","Loading Point 37","cmifyit8w00n02o7gsqznreun",,true,3,-4.211468506219873,116.4206246231729,"Seam-C2","{""sulfur"":0.7362675026688956,""calorie"":4592.965089139685,""moisture"":12.34363406287421,""ash_content"":11.5614178157214}","2025-11-26T12:04:29.919Z","2025-11-26T12:04:29.919Z"
"cmifyitls00zg2o7gi58a7d8d","LP-0038","Loading Point 38","cmifyit9300n62o7goa8lxcn7",,true,8,-5.446488725399761,118.2669974193115,"Seam-D","{""sulfur"":0.7596669728170338,""calorie"":5939.636112821611,""moisture"":13.29413291846892,""ash_content"":8.070508555217922}","2025-11-26T12:04:29.920Z","2025-11-26T12:04:29.920Z"
"cmifyitlu00zi2o7g5y2wgmh0","LP-0039","Loading Point 39","cmifyit9a00nd2o7groops541",,true,6,-4.835322699936128,119.335918295259,"Seam-D","{""sulfur"":0.6334389669003416,""calorie"":5091.13565170107,""moisture"":14.73102437037297,""ash_content"":5.178858464664469}","2025-11-26T12:04:29.922Z","2025-11-26T12:04:29.922Z"
"cmifyitlv00zk2o7g9xzj51nz","LP-0040","Loading Point 40","cmifyit9b00ne2o7giydu2uh9",,true,4,-5.412695405226117,117.7646480243914,"Seam-A1","{""sulfur"":0.4250137714050125,""calorie"":4814.115893898949,""moisture"":19.29567236815384,""ash_content"":10.88639256499572}","2025-11-26T12:04:29.924Z","2025-11-26T12:04:29.924Z"
"cmifyitlx00zm2o7g2dp1i53w","LP-0041","Loading Point 41","cmifyit9u00nv2o7givwkaffz",,true,9,-3.760532189878636,119.3796259510443,"Seam-D","{""sulfur"":0.3658229708438223,""calorie"":5454.001493862118,""moisture"":18.85286775098056,""ash_content"":10.45382852673253}","2025-11-26T12:04:29.925Z","2025-11-26T12:04:29.925Z"
"cmifyitly00zo2o7g4pg5nkew","LP-0042","Loading Point 42","cmifyit9w00nx2o7gt19901pc",,true,8,-5.369001359310839,116.2045460338121,"Seam-D","{""sulfur"":0.3345875216359342,""calorie"":5787.700681469989,""moisture"":11.04620473836846,""ash_content"":4.424134397916422}","2025-11-26T12:04:29.927Z","2025-11-26T12:04:29.927Z"
"cmifyitm000zq2o7ggd6bjizs","LP-0043","Loading Point 43","cmifyita600o62o7g2cq1xsi7",,true,4,-3.611909334647346,116.6813477846564,"Seam-C2","{""sulfur"":0.5168873958400169,""calorie"":5260.445161450786,""moisture"":9.074088807237011,""ash_content"":11.46762164728092}","2025-11-26T12:04:29.928Z","2025-11-26T12:04:29.928Z"
"cmifyitm100zs2o7g3x9l3wox","LP-0044","Loading Point 44","cmifyitac00ob2o7gwrzs389o",,true,3,-3.221294614465078,115.4445208908069,"Seam-A1","{""sulfur"":0.5757086108729186,""calorie"":4841.28816692087,""moisture"":19.04677693859946,""ash_content"":8.106536544967458}","2025-11-26T12:04:29.930Z","2025-11-26T12:04:29.930Z"
"cmifyitm300zu2o7gj3a9iaug","LP-0045","Loading Point 45","cmifyitad00oc2o7g8rq2z36g",,true,4,-5.092458984058524,115.2978811606455,"Seam-D","{""sulfur"":0.5944645375553786,""calorie"":5419.722634708879,""moisture"":18.2601776504808,""ash_content"":10.03902785779781}","2025-11-26T12:04:29.931Z","2025-11-26T12:04:29.931Z"
"cmifyitm400zw2o7g9qjeuv75","LP-0046","Loading Point 46","cmifyitak00oj2o7gag75khdo",,true,3,-3.682638003431697,115.9355904069445,"Seam-C1","{""sulfur"":0.6497945865081468,""calorie"":5047.710675868897,""moisture"":18.4857072161238,""ash_content"":11.96602734161237}","2025-11-26T12:04:29.932Z","2025-11-26T12:04:29.932Z"
"cmifyitm600zy2o7gac5lxmm6","LP-0047","Loading Point 47","cmifyitam00ol2o7g94vhyq2v",,true,9,-3.463926322665035,116.3048582079769,"Seam-D","{""sulfur"":0.7887536710611844,""calorie"":5134.330318798835,""moisture"":17.30752316550089,""ash_content"":7.864163333590605}","2025-11-26T12:04:29.935Z","2025-11-26T12:04:29.935Z"
"cmifyitm801002o7gvpqup971","LP-0048","Loading Point 48","cmifyitb000oy2o7g0euthij5",,true,9,-4.797101676810047,117.2027819649968,"Seam-D","{""sulfur"":0.3541155366407744,""calorie"":4860.261799215561,""moisture"":19.00580101177019,""ash_content"":5.120175284495343}","2025-11-26T12:04:29.936Z","2025-11-26T12:04:29.936Z"
"cmifyitma01022o7giq91a2ud","LP-0049","Loading Point 49","cmifyitbj00pf2o7gxjt0muxu",,true,6,-3.949522508002039,116.0743896161562,"Seam-C2","{""sulfur"":0.468789112105595,""calorie"":5540.226844321212,""moisture"":11.32144289267546,""ash_content"":11.31713632926478}","2025-11-26T12:04:29.938Z","2025-11-26T12:04:29.938Z"
"cmifyitmc01042o7gwzh0ibz0","LP-0050","Loading Point 50","cmifyitbm00pi2o7gb613qz99",,true,3,-4.749304771180997,117.8922660491782,"Seam-A2","{""sulfur"":0.4381828160961083,""calorie"":4568.94209010832,""moisture"":18.79203291238559,""ash_content"":6.466918386377463}","2025-11-26T12:04:29.940Z","2025-11-26T12:04:29.940Z"
"cmifyitme01062o7gvo4zjq6z","LP-0051","Loading Point 51","cmifyitbq00pl2o7gwxuk47do",,true,8,-5.135838888386054,115.8557213787848,"Seam-A2","{""sulfur"":0.2200103131111809,""calorie"":5512.786149350249,""moisture"":11.31221716557738,""ash_content"":10.5005543757139}","2025-11-26T12:04:29.942Z","2025-11-26T12:04:29.942Z"
"cmifyitmf01082o7gghl4qn9t","LP-0052","Loading Point 52","cmifyitc800q22o7gd1ayg9hd",,true,7,-5.470425995485078,119.6982258068814,"Seam-A1","{""sulfur"":0.3437394342323502,""calorie"":5093.621364654158,""moisture"":16.78301597593533,""ash_content"":9.322792867239679}","2025-11-26T12:04:29.943Z","2025-11-26T12:04:29.943Z"
"cmifyitmg010a2o7gk9sjq1j6","LP-0053","Loading Point 53","cmifyitc900q32o7gez7uphpf",,true,5,-4.86747268676257,115.6717249510303,"Seam-A2","{""sulfur"":0.4324389440989583,""calorie"":5781.317027864129,""moisture"":9.05400116089298,""ash_content"":6.110102335666811}","2025-11-26T12:04:29.945Z","2025-11-26T12:04:29.945Z"
"cmifyitmi010c2o7gnehn2o7h","LP-0054","Loading Point 54","cmifyitcb00q52o7gtn7hsmye",,true,5,-4.851608218020952,117.5382236131764,"Seam-B2","{""sulfur"":0.5313238817866796,""calorie"":5160.326458607778,""moisture"":13.20360639123863,""ash_content"":7.189320944863823}","2025-11-26T12:04:29.946Z","2025-11-26T12:04:29.946Z"
"cmifyitmj010e2o7gibex1rel","LP-0055","Loading Point 55","cmifyitce00q82o7g101pl06v",,true,5,-5.048380656229476,116.8669830709881,"Seam-B1","{""sulfur"":0.6600602631894315,""calorie"":4968.322699025207,""moisture"":12.96233922037707,""ash_content"":5.245465460972319}","2025-11-26T12:04:29.948Z","2025-11-26T12:04:29.948Z"
"cmifyitml010g2o7g3m3r58vr","LP-0056","Loading Point 56","cmifyitco00qh2o7gis2howrr",,true,9,-3.803205042930608,119.1121699104139,"Seam-C2","{""sulfur"":0.4710286108138859,""calorie"":4986.385638977498,""moisture"":9.870492346566747,""ash_content"":9.991656624008321}","2025-11-26T12:04:29.949Z","2025-11-26T12:04:29.949Z"
"cmifyitmm010i2o7got8z0omr","LP-0057","Loading Point 57","cmifyitct00qm2o7gddrt183t",,true,8,-4.93986832938287,118.5648555642057,"Seam-A2","{""sulfur"":0.7585367539287828,""calorie"":4818.770680439367,""moisture"":14.16837473337107,""ash_content"":4.683642427754794}","2025-11-26T12:04:29.950Z","2025-11-26T12:04:29.950Z"
"cmifyitmo010k2o7g4lupxsua","LP-0058","Loading Point 58","cmifyitcw00qo2o7gtejbvd9q",,true,7,-2.819829887777936,119.345149313193,"Seam-B1","{""sulfur"":0.5935319606069709,""calorie"":4775.196385802725,""moisture"":14.62508946609438,""ash_content"":4.984720530256963}","2025-11-26T12:04:29.952Z","2025-11-26T12:04:29.952Z"
"cmifyitmq010m2o7gl3t7vlw8","LP-0059","Loading Point 59","cmifyitcy00qq2o7gvznuqdlu",,true,8,-3.694008083300024,118.420239139108,"Seam-A2","{""sulfur"":0.397536805722727,""calorie"":4771.475614617533,""moisture"":9.04378064843913,""ash_content"":10.4041689070006}","2025-11-26T12:04:29.954Z","2025-11-26T12:04:29.954Z"
"cmifyitmr010o2o7gqaeqzyg2","LP-0060","Loading Point 60","cmifyitd400qv2o7ghnlwpvoy",,true,8,-4.265451313325864,118.1737355012975,"Seam-A1","{""sulfur"":0.2413127398681978,""calorie"":5800.725295212116,""moisture"":10.52641218657346,""ash_content"":5.869807987661591}","2025-11-26T12:04:29.956Z","2025-11-26T12:04:29.956Z"
"cmifyitmt010q2o7g4by6ntvb","LP-0061","Loading Point 61","cmifyitdf00r62o7gnois6hwf",,true,6,-4.399736144974014,115.496511949508,"Seam-A1","{""sulfur"":0.5298594731830546,""calorie"":5143.896639607069,""moisture"":9.750978912681594,""ash_content"":6.50166057992352}","2025-11-26T12:04:29.957Z","2025-11-26T12:04:29.957Z"
"cmifyitmv010s2o7gr8g28xke","LP-0062","Loading Point 62","cmifyitdi00r82o7gnxvofm2o",,true,8,-4.922904503217594,118.811087302866,"Seam-A2","{""sulfur"":0.6441646213228054,""calorie"":5132.877455037037,""moisture"":12.83585041592093,""ash_content"":9.490159909329655}","2025-11-26T12:04:29.959Z","2025-11-26T12:04:29.959Z"
"cmifyitmw010u2o7g3o34i0cj","LP-0063","Loading Point 63","cmifyitdo00re2o7g3v33w4zn",,true,8,-2.909070949147752,119.6448418835273,"Seam-C1","{""sulfur"":0.4862449549815511,""calorie"":5187.063742439951,""moisture"":17.71367387253517,""ash_content"":8.230185884123044}","2025-11-26T12:04:29.960Z","2025-11-26T12:04:29.960Z"
"cmifyitmy010w2o7gdwvsrzmf","LP-0064","Loading Point 64","cmifyitdq00rg2o7gcm9wynp0",,true,9,-4.628324024844872,115.5135722016741,"Seam-C1","{""sulfur"":0.5258910414573292,""calorie"":5791.317560163054,""moisture"":8.546468487805907,""ash_content"":9.297838067354563}","2025-11-26T12:04:29.962Z","2025-11-26T12:04:29.962Z"
"cmifyitmz010y2o7gtc6zsgle","LP-0065","Loading Point 65","cmifyitdr00rh2o7gx3qft5uk",,false,3,-4.523677691259984,118.3134940979044,"Seam-A1","{""sulfur"":0.7819019449774136,""calorie"":5336.681713755077,""moisture"":8.346001120439498,""ash_content"":9.483739855915212}","2025-11-26T12:04:29.963Z","2025-11-26T12:04:29.963Z"
"cmifyitn001102o7gccvxis2w","LP-0066","Loading Point 66","cmifyitdu00rk2o7gmd6hoywa",,true,4,-3.156984498179189,118.1335196002645,"Seam-C1","{""sulfur"":0.4829770748611317,""calorie"":5519.653262770517,""moisture"":10.1212936804071,""ash_content"":8.720386061710647}","2025-11-26T12:04:29.965Z","2025-11-26T12:04:29.965Z"
"cmifyitn201122o7gg5uiww80","LP-0067","Loading Point 67","cmifyitdv00rl2o7goql5o1zn",,true,4,-2.580457925791402,119.8499526170368,"Seam-A1","{""sulfur"":0.735760335194203,""calorie"":5486.130739565288,""moisture"":16.86450118540041,""ash_content"":5.470819952498015}","2025-11-26T12:04:29.966Z","2025-11-26T12:04:29.966Z"
"cmifyitn301142o7grjmmcfkh","LP-0068","Loading Point 68","cmifyitdy00rn2o7gyoglwmw2",,true,4,-4.611451485992474,119.7576128921595,"Seam-B1","{""sulfur"":0.3468045270834482,""calorie"":4684.968129445452,""moisture"":9.716759994583844,""ash_content"":5.43007509722143}","2025-11-26T12:04:29.968Z","2025-11-26T12:04:29.968Z"
"cmifyitn501162o7gs4qb7zes","LP-0069","Loading Point 69","cmifyite400rt2o7gi54z38jf",,true,6,-3.655355079662659,115.7926365742963,"Seam-C1","{""sulfur"":0.7960392714811269,""calorie"":4985.409850170651,""moisture"":16.53134569140668,""ash_content"":9.403702136575378}","2025-11-26T12:04:29.969Z","2025-11-26T12:04:29.969Z"
"cmifyitn601182o7gete9pjpz","LP-0070","Loading Point 70","cmifyitec00s12o7gydc7fq3n",,true,8,-4.121113535980959,117.8142783117744,"Seam-A1","{""sulfur"":0.5800773652487551,""calorie"":4582.407998913378,""moisture"":14.34118592329996,""ash_content"":4.81751161000571}","2025-11-26T12:04:29.971Z","2025-11-26T12:04:29.971Z"
"cmifyitn8011a2o7gpttit2oy","LP-0071","Loading Point 71","cmifyiten00sb2o7g4rf6je0n",,true,8,-3.627782815161425,119.6010898648946,"Seam-C1","{""sulfur"":0.7975188968457505,""calorie"":4561.348473700328,""moisture"":9.49912128829795,""ash_content"":6.918206105923076}","2025-11-26T12:04:29.972Z","2025-11-26T12:04:29.972Z"
"cmifyitna011c2o7gowwjo2qm","LP-0072","Loading Point 72","cmifyites00sf2o7ga8k3q59x",,true,7,-3.490870906567029,117.3326870109573,"Seam-A2","{""sulfur"":0.4936092114478353,""calorie"":5110.554076221674,""moisture"":15.13143835703859,""ash_content"":6.803943635766752}","2025-11-26T12:04:29.974Z","2025-11-26T12:04:29.974Z"
"cmifyitnb011e2o7g8d5good2","LP-0073","Loading Point 73","cmifyitev00si2o7gkat5l02x",,true,4,-4.545455005422533,119.4858985698256,"Seam-C1","{""sulfur"":0.5263949965302112,""calorie"":5350.469371865836,""moisture"":11.59356651778178,""ash_content"":10.68797203757876}","2025-11-26T12:04:29.976Z","2025-11-26T12:04:29.976Z"
"cmifyitnd011g2o7g1oh46ao2","LP-0074","Loading Point 74","cmifyitew00sj2o7gg51pxxs7",,true,8,-4.223878359217158,119.0382297544274,"Seam-D","{""sulfur"":0.7688664595805355,""calorie"":5105.183430535018,""moisture"":8.98750207682309,""ash_content"":4.862302354686202}","2025-11-26T12:04:29.977Z","2025-11-26T12:04:29.977Z"
"cmifyitne011i2o7gdehvgb4q","LP-0075","Loading Point 75","cmifyitf600ss2o7gxtpkswrr",,true,3,-4.059875667454405,118.9709517828218,"Seam-D","{""sulfur"":0.5713694406088112,""calorie"":4691.543551985688,""moisture"":19.2335717763525,""ash_content"":9.219968300968224}","2025-11-26T12:04:29.979Z","2025-11-26T12:04:29.979Z"
"cmifyitng011k2o7g5rlsy8f6","LP-0076","Loading Point 76","cmifyitf700st2o7gqbxb40c3",,false,6,-3.86232975366982,115.7649182396351,"Seam-C2","{""sulfur"":0.5308721725141992,""calorie"":5621.438835091437,""moisture"":15.47082383242481,""ash_content"":7.5981020472215}","2025-11-26T12:04:29.980Z","2025-11-26T12:04:29.980Z"
