"id","recordDate","shift","miningSiteId","targetProduction","actualProduction","achievement","avgCalori","avgAshContent","avgSulfur","avgMoisture","totalTrips","totalDistance","totalFuel","avgCycleTime","trucksOperating","trucksBreakdown","excavatorsOperating","excavatorsBreakdown","utilizationRate","downtimeHours","remarks","createdAt","updatedAt"
"cmifyj38g0d9m2o7gu0jhtuxy","2025-11-25T00:00:00.000Z","SHIFT_2","cmifyit2700gz2o7gjjumvw1q",9604.341662101195,9526.999001347125,99.19471148075391,5004.488615502592,9.087996109880473,0.6280209163159831,12.3438957176433,381,34236.87049694818,23351.58971581833,37.42240057687192,16,1,4,1,79.94912085091363,1.747379401809014,,"2025-11-26T12:04:42.400Z","2025-11-26T12:04:42.400Z"
"cmifyj38h0d9o2o7gtau5sz2y","2025-11-25T00:00:00.000Z","SHIFT_3","cmifyit2800h02o7gw02gttx6",6339.445821964278,5567.99467913747,87.83093720662521,5456.219478539839,9.178799391010989,0.6681658077358064,11.72273882806948,222,18514.63254414283,13336.95966606813,37.63139773560088,38,0,5,0,87.77871747321748,0.07527943765208756,,"2025-11-26T12:04:42.402Z","2025-11-26T12:04:42.402Z"
"cmifyj38j0d9q2o7gw8sp95ow","2025-11-25T00:00:00.000Z","SHIFT_1","cmifyit2900h12o7gq97zv2a3",5420.546184384303,5331.753298660041,98.36191994858268,5464.48820631835,8.695864460075239,0.560826573110767,13.90187200255234,213,20719.64632038287,12757.82135149758,31.45555582679793,22,2,6,0,83.85738067493008,1.34462548419028,,"2025-11-26T12:04:42.403Z","2025-11-26T12:04:42.403Z"
"cmifyj38l0d9s2o7gpddutu6d","2025-11-25T00:00:00.000Z","SHIFT_2","cmifyit2a00h22o7gp0b0s0te",12518.97916908176,10627.13867723482,84.88822078625039,5221.414608523504,9.41717316980261,0.4388938339754964,15.78236482476393,425,45031.13732008803,26178.83709340537,31.24579997516198,29,1,4,1,86.80937428334362,1.210551704023486,,"2025-11-26T12:04:42.405Z","2025-11-26T12:04:42.405Z"
"cmifyj38n0d9u2o7grck7azdp","2025-11-25T00:00:00.000Z","SHIFT_3","cmifyit2b00h32o7g275p8h3i",7411.869817550125,6872.557432198878,92.72366624580695,5270.145682126227,9.689760266708996,0.5974863630040826,15.4586550481509,274,24346.12372134978,20304.88154492304,35.96342928383805,26,1,6,0,80.01666080386336,0.9551931512169172,,"2025-11-26T12:04:42.407Z","2025-11-26T12:04:42.407Z"
"cmifyj38o0d9w2o7gig157ozv","2025-11-25T00:00:00.000Z","SHIFT_1","cmifyit2d00h42o7gihng5lzo",10425.35732591709,9808.770926377312,94.08570488028299,5728.293107719684,9.657472730512492,0.6814650520578964,17.40257937382584,392,32372.68869852196,21023.39622982706,38.21441570718737,19,1,4,0,71.78522819953325,0.8152067686340905,,"2025-11-26T12:04:42.408Z","2025-11-26T12:04:42.408Z"
"cmifyj38q0d9y2o7g74ap1etk","2025-11-25T00:00:00.000Z","SHIFT_2","cmifyit2e00h52o7gb7y04i5h",7331.431217900628,5462.989116833321,74.51463369791608,5262.568916906968,9.17739853131842,0.4129115543853287,17.58062645652393,218,20013.94999594235,15864.488361912,25.83733154777489,26,2,7,0,76.91147037642652,1.635908289482037,,"2025-11-26T12:04:42.410Z","2025-11-26T12:04:42.410Z"
"cmifyj38r0da02o7g5ar5epbt","2025-11-25T00:00:00.000Z","SHIFT_3","cmifyit2f00h62o7g0h1wwvhe",10949.51041009252,10405.68911419876,95.03337340642648,5639.666835287744,8.940641132650885,0.5415169487973287,19.8891159075993,416,45539.60375784418,30515.96928177961,28.5040457160578,22,0,5,1,74.21900257815376,1.060848066719474,,"2025-11-26T12:04:42.411Z","2025-11-26T12:04:42.411Z"
"cmifyj38t0da22o7groao7054","2025-11-25T00:00:00.000Z","SHIFT_1","cmifyit2g00h72o7gtc7j1h7o",7755.881447640551,7245.50389537976,93.41947713220841,5432.732802340158,9.043958175646608,0.5220427455245885,12.68536212696564,289,29009.25817420526,15409.55319075591,30.36127623711536,28,0,3,0,89.45302402103458,1.742179961564756,,"2025-11-26T12:04:42.413Z","2025-11-26T12:04:42.413Z"
"cmifyj38u0da42o7gxk9dgplt","2025-11-25T00:00:00.000Z","SHIFT_2","cmifyit2h00h82o7gfbb1zf1j",5071.961991975462,4662.700124599478,91.93089640609506,5566.334091142588,7.643268590619017,0.3256635820662046,16.04366070384619,186,15804.57927838974,9397.258688690079,38.21452825099348,21,0,4,0,85.4377624498918,0.6419009971781198,,"2025-11-26T12:04:42.415Z","2025-11-26T12:04:42.415Z"
"cmifyj38w0da62o7g6aimur2p","2025-11-24T00:00:00.000Z","SHIFT_3","cmifyit2i00h92o7gled0mdpu",12738.13490821615,10363.0293352856,81.35436945797616,5303.776676148156,5.184384438160597,0.5345965921204293,16.24760985673818,414,47159.39239019777,21172.83163492425,29.83146063294634,34,2,3,0,81.91258492206323,0.07645730427846864,,"2025-11-26T12:04:42.416Z","2025-11-26T12:04:42.416Z"
"cmifyj38x0da82o7gpqvj4kb6","2025-11-24T00:00:00.000Z","SHIFT_1","cmifyit2j00ha2o7gqqjm0ikc",13800.89469939385,13224.94245321069,95.82670356720813,5015.712481759052,7.632384944499129,0.5966244720224041,18.17924370266427,528,40016.94650877243,27957.1539134553,30.46310948697783,29,0,7,0,90.44545201802465,1.140413791118358,,"2025-11-26T12:04:42.418Z","2025-11-26T12:04:42.418Z"
"cmifyj38z0daa2o7g3m558j7z","2025-11-24T00:00:00.000Z","SHIFT_2","cmifyit2k00hb2o7gzkey8bw6",12483.9794598429,12573.59324281711,100.717830266082,5273.27661614602,5.941612453944104,0.5048322100271379,16.72991409627009,502,57930.92789547414,29409.74866608721,33.21873025403087,30,0,6,1,92.71151604923175,0.82164070766036,,"2025-11-26T12:04:42.419Z","2025-11-26T12:04:42.419Z"
"cmifyj3910dac2o7g47izwgrr","2025-11-24T00:00:00.000Z","SHIFT_3","cmifyit2l00hc2o7gn4dctx80",9337.220111397259,6956.839711933654,74.50654080053174,5749.307263294195,7.009758076641928,0.3750356983204816,19.95940048288179,278,32681.35522177057,20015.85418619662,31.93958338121141,27,0,3,1,85.03962068584941,1.381809676663339,,"2025-11-26T12:04:42.421Z","2025-11-26T12:04:42.421Z"
"cmifyj3920dae2o7gmdxeny2w","2025-11-24T00:00:00.000Z","SHIFT_1","cmifyit2m00hd2o7gmt9u366j",7406.225312864783,6036.844912574136,81.51041397684727,5658.784757515785,7.070189704080084,0.330991727476626,15.1933264678708,241,23359.34634437113,17087.08896101984,39.77054109640877,25,0,5,0,75.92819245364798,1.684629907921323,,"2025-11-26T12:04:42.423Z","2025-11-26T12:04:42.423Z"
"cmifyj3940dag2o7gz4o1spr2","2025-11-24T00:00:00.000Z","SHIFT_2","cmifyit2n00he2o7g6k93du1u",8737.121470011973,9363.871550675,107.1734161281172,5632.617092596198,8.345148310864497,0.5661379732597861,11.13689554875791,374,30871.47734504995,20210.69074901849,30.40490564863003,29,2,7,0,85.75760841523238,0.142820309778549,,"2025-11-26T12:04:42.425Z","2025-11-26T12:04:42.425Z"
"cmifyj3960dai2o7gwg5pz9cb","2025-11-24T00:00:00.000Z","SHIFT_3","cmifyit2o00hf2o7gb5oovb2o",14054.47880198101,10586.67582245198,75.32599373916139,5741.375041906011,8.457134002627466,0.6512574496115384,13.30336811660354,423,35599.14475507523,29674.81894055451,38.57352438640983,34,0,7,1,78.61745856300826,1.802575416424534,,"2025-11-26T12:04:42.426Z","2025-11-26T12:04:42.426Z"
"cmifyj3980dak2o7gux588owp","2025-11-24T00:00:00.000Z","SHIFT_1","cmifyit2p00hg2o7gpwr99k10",7697.842100535619,5614.372163047717,72.9343638090091,5332.826491364859,6.882066955831338,0.4692000635799357,19.87790577482515,224,21110.78746652489,14659.36232332521,30.18782433350041,30,1,6,1,73.71007630065455,1.827705901589405,,"2025-11-26T12:04:42.428Z","2025-11-26T12:04:42.428Z"
"cmifyj3990dam2o7gk0stkyg1","2025-11-24T00:00:00.000Z","SHIFT_2","cmifyit2q00hh2o7ghsmh0x3d",14854.24302655418,12209.16208365602,82.19309500881548,5357.339815831068,8.347494853085792,0.4668116716754553,10.14074177590551,488,43324.90864136517,35670.67006837961,32.89814383059261,34,2,6,1,89.43318997064546,0.7125497502970188,,"2025-11-26T12:04:42.430Z","2025-11-26T12:04:42.430Z"
"cmifyj39b0dao2o7gdtcr461z","2025-11-24T00:00:00.000Z","SHIFT_3","cmifyit2r00hi2o7g7wrkxu57",11524.79437533764,10791.84717888234,93.64025792925419,5173.376063917678,8.276980777898709,0.6708081761468354,18.35453226917442,431,50923.52428352074,28443.33904275624,31.73404165314338,28,2,5,0,88.50449356836154,1.114586288265229,,"2025-11-26T12:04:42.431Z","2025-11-26T12:04:42.431Z"
"cmifyj39d0daq2o7goqtemy6k","2025-11-23T00:00:00.000Z","SHIFT_1","cmifyit2s00hj2o7g52ng9c7a",9828.096964917793,10048.03131729918,102.2378121946341,5225.662618689611,6.960180269002159,0.4992023214414377,19.33366651559759,401,35895.20913573055,23579.61879277052,30.7191910228745,38,0,3,0,80.25803038752923,0.6979466686893443,,"2025-11-26T12:04:42.433Z","2025-11-26T12:04:42.433Z"
"cmifyj39e0das2o7gjzg1t4gh","2025-11-23T00:00:00.000Z","SHIFT_2","cmifyit2u00hk2o7gneh5k5br",8336.209530037333,8523.053001689697,102.2413480728756,5666.444382349232,5.182017746326535,0.5817201317896382,14.12697771903211,340,36942.00492843271,20175.03446913258,34.61127637360167,18,0,6,0,71.03788932708316,1.045630202377365,,"2025-11-26T12:04:42.435Z","2025-11-26T12:04:42.435Z"
"cmifyj39h0dau2o7gaqguwydy","2025-11-23T00:00:00.000Z","SHIFT_3","cmifyit2v00hl2o7gcme0wi08",10581.58756038777,10406.27680626245,98.34324714392014,4801.551894418788,8.731150650497085,0.570248082949848,12.21488495966609,416,44039.27043186772,24931.03506987401,25.00896389209622,25,0,6,0,92.7422460136965,1.739867950468798,,"2025-11-26T12:04:42.437Z","2025-11-26T12:04:42.437Z"
"cmifyj39j0daw2o7g5a93w9za","2025-11-23T00:00:00.000Z","SHIFT_1","cmifyit2w00hm2o7gjt75x2pf",14411.12849276225,14418.90178119657,100.0539394846019,4947.365222243423,7.61479638518039,0.4138010458179769,18.59297763001619,576,51416.13573727944,38073.85573795431,36.117951875786,32,2,4,0,78.26676338858229,0.7565484392053983,,"2025-11-26T12:04:42.439Z","2025-11-26T12:04:42.439Z"
"cmifyj39k0day2o7ghgyx57n7","2025-11-23T00:00:00.000Z","SHIFT_2","cmifyit2x00hn2o7gnvitw2xi",8684.129017057263,8105.960193479601,93.34223590596098,5713.609401704082,6.342880856836469,0.4824664521760411,16.4945108735322,324,33383.30192664976,23827.30053267532,27.72022185239069,26,2,3,0,73.57756773285284,0.9266681410885464,,"2025-11-26T12:04:42.441Z","2025-11-26T12:04:42.441Z"
"cmifyj39m0db02o7g1gfn8be1","2025-11-23T00:00:00.000Z","SHIFT_3","cmifyit2y00ho2o7gaws5nrn1",12562.33522507976,9997.005691558103,79.57919855219139,5340.583427394898,8.084056477038079,0.6286818396065565,11.00315730120305,399,35358.55897465681,24694.10372161085,33.634160792388,28,1,5,0,81.8279441623511,0.2110485879079746,,"2025-11-26T12:04:42.442Z","2025-11-26T12:04:42.442Z"
"cmifyj39o0db22o7gcgdu7zkw","2025-11-23T00:00:00.000Z","SHIFT_1","cmifyit2z00hp2o7glhq3h6yx",10355.75856932752,7921.991330334611,76.4984165795307,5545.482578109409,5.592479428933352,0.4604517829040301,15.05804654955689,316,30899.31888966212,20052.2586211779,39.68778024026921,15,2,6,0,91.95648095390838,1.181178604765464,,"2025-11-26T12:04:42.444Z","2025-11-26T12:04:42.444Z"
"cmifyj39p0db42o7g9pe2lyj1","2025-11-23T00:00:00.000Z","SHIFT_2","cmifyit3000hq2o7grq5wscr4",6010.7820388883,4510.375643770806,75.03808347382706,5351.699603387675,7.780596100199404,0.6824460014017215,15.64728965073364,180,19122.65715775671,10052.25836603437,33.22740284941657,19,0,6,0,71.37664355969437,1.287985998305266,,"2025-11-26T12:04:42.446Z","2025-11-26T12:04:42.446Z"
"cmifyj39r0db62o7gfnr5g4ws","2025-11-23T00:00:00.000Z","SHIFT_3","cmifyit3100hr2o7g8lcjcixn",5746.168763693209,4099.471435209842,71.34269117036874,4892.854743955427,8.22976274895736,0.6741302188320978,10.74682038834242,163,12326.49177946601,11598.43375896393,38.7901757654252,37,2,6,0,92.01529101041666,1.563580912218745,,"2025-11-26T12:04:42.447Z","2025-11-26T12:04:42.447Z"
"cmifyj39t0db82o7gsqkx8qcx","2025-11-23T00:00:00.000Z","SHIFT_1","cmifyit3200hs2o7gejl8ssw2",7601.057793271384,6071.633821946876,79.87880091270473,4816.354736640633,6.433877615461261,0.5670713379346961,14.78543710442522,242,20437.90654421804,13739.17594944978,32.87351534558307,30,2,7,0,72.18109117392783,0.5921405571182259,,"2025-11-26T12:04:42.449Z","2025-11-26T12:04:42.449Z"
"cmifyj39u0dba2o7g6w3cuj83","2025-11-22T00:00:00.000Z","SHIFT_2","cmifyit3300ht2o7gz67zynuq",6897.634480038928,6460.154505821585,93.65753613817364,5294.86122714687,7.76371800405593,0.3849216828983437,10.78496061150929,258,26029.47009793737,17733.95907351732,37.89395072580336,27,2,4,0,85.52457055610644,0.3367819932381977,,"2025-11-26T12:04:42.451Z","2025-11-26T12:04:42.451Z"
"cmifyj39w0dbc2o7gapqxfe9e","2025-11-22T00:00:00.000Z","SHIFT_3","cmifyit3500hu2o7gmmutbahh",8291.183568696128,8992.123878833001,108.4540440376126,5356.606551704303,8.18895689008659,0.6548597719808662,11.8727605774439,359,38334.46704356618,22286.14294434759,39.94920279574208,22,1,4,0,76.4571033327464,0.3500421472687569,,"2025-11-26T12:04:42.452Z","2025-11-26T12:04:42.452Z"
"cmifyj39y0dbe2o7gag5wqfbv","2025-11-22T00:00:00.000Z","SHIFT_1","cmifyit3600hv2o7gx6hag8ee",7290.096676162046,6569.797152262693,90.11947912495226,5358.615947787139,8.278994951695175,0.4124118058146385,11.00948807674814,262,30212.08878511511,18761.08636581989,35.77884249632365,17,2,5,0,89.63337308874999,1.340463408035503,,"2025-11-26T12:04:42.454Z","2025-11-26T12:04:42.454Z"
"cmifyj39z0dbg2o7gq4tvz00z","2025-11-22T00:00:00.000Z","SHIFT_2","cmifyit3700hw2o7g35z9u7hf",9966.926713105615,10512.46743072613,105.4735098724382,5327.656925471578,6.019866653122136,0.5507175958415848,19.54664513539031,420,45546.52061864743,21128.03724949992,29.50137417364507,35,2,6,0,92.31067351493257,0.6323054274621311,,"2025-11-26T12:04:42.456Z","2025-11-26T12:04:42.456Z"
"cmifyj3a10dbi2o7gzpi9zsl6","2025-11-22T00:00:00.000Z","SHIFT_3","cmifyit3800hx2o7gfqezf8z9",11195.96143262171,8111.813338172463,72.45303038055356,5092.046172509919,9.31700665253507,0.4836804208893345,16.11856008026973,324,37769.65656066807,18268.46105090489,29.71743124512595,21,0,3,0,72.3225617969766,0.5265419954080359,,"2025-11-26T12:04:42.457Z","2025-11-26T12:04:42.457Z"
"cmifyj3a20dbk2o7gpm3wv8ce","2025-11-22T00:00:00.000Z","SHIFT_1","cmifyit3900hy2o7gr17vpu81",7022.988085595772,7592.298659329529,108.1063867230733,5615.888651163162,8.364377951930619,0.5790719416026058,14.28461486221061,303,26717.42721047047,19276.12489643824,35.87830921308219,16,2,7,0,77.28233691983554,1.865937414902334,,"2025-11-26T12:04:42.459Z","2025-11-26T12:04:42.459Z"
"cmifyj3a40dbm2o7gryl1a81u","2025-11-22T00:00:00.000Z","SHIFT_2","cmifyit3b00hz2o7g1tdrozmm",13173.90615596969,10623.8812656406,80.64336530002106,5329.264100890973,9.268817962037497,0.3829078869676437,18.63145017720891,424,49881.03721350405,26680.54108874783,34.05088678277953,23,0,7,0,84.56618594578251,1.995310283063787,,"2025-11-26T12:04:42.460Z","2025-11-26T12:04:42.460Z"
"cmifyj3a50dbo2o7guts7qnm9","2025-11-22T00:00:00.000Z","SHIFT_3","cmifyit3c00i02o7goiflyo2x",5897.462948771288,6294.239515957596,106.7279196263365,4933.540019322549,9.70567895520195,0.5233287506152355,18.4128268499281,251,26962.52118578066,18037.74488505797,35.11570244995828,32,1,7,0,76.40137947879215,1.308959444868111,,"2025-11-26T12:04:42.462Z","2025-11-26T12:04:42.462Z"
"cmifyj3a70dbq2o7gc7b68ms5","2025-11-22T00:00:00.000Z","SHIFT_1","cmifyit3d00i12o7glf6lggeg",8224.168664577639,6697.552311141645,81.43743865551673,5109.645453930112,8.336292907247426,0.421504671934759,16.1271482509748,267,24634.38051104991,16775.56828624629,39.75456325103304,16,1,6,0,80.75555036376876,0.9947147444705369,,"2025-11-26T12:04:42.463Z","2025-11-26T12:04:42.463Z"
"cmifyj3a80dbs2o7gnkb43mpc","2025-11-22T00:00:00.000Z","SHIFT_2","cmifyit3e00i22o7gwtbgx71g",14820.97973165045,11896.61220824526,80.26873002760976,4945.741775452763,8.476195235380196,0.6218225645391394,12.6816215769622,475,38296.25268663299,25386.33518754759,27.91194390465658,36,1,5,0,86.26987417363593,1.490608948723938,,"2025-11-26T12:04:42.465Z","2025-11-26T12:04:42.465Z"
"cmifyj3aa0dbu2o7gm881qeeb","2025-11-21T00:00:00.000Z","SHIFT_3","cmifyit3g00i32o7g8ftkfcr1",14305.3328542982,11740.35983320254,82.06981237542483,5300.352041386577,7.003853124776839,0.5489194143108385,15.75147916989492,469,51195.49624980988,24463.99752820365,26.2363010895376,35,0,3,0,84.97145739426254,0.1343513135172869,,"2025-11-26T12:04:42.466Z","2025-11-26T12:04:42.466Z"
"cmifyj3ab0dbw2o7gsm4ggjkh","2025-11-21T00:00:00.000Z","SHIFT_1","cmifyit3h00i42o7gu5w07ltu",11094.48919291412,8689.15963250219,78.31960067212304,5349.310701735475,6.087756487689575,0.6494350620647197,10.1687656913498,347,41943.04958805686,24198.59057318889,34.05336153469996,30,2,3,0,93.36986588916584,0.3800167960578871,,"2025-11-26T12:04:42.468Z","2025-11-26T12:04:42.468Z"
"cmifyj3ad0dby2o7gyio4rmqi","2025-11-21T00:00:00.000Z","SHIFT_2","cmifyit3i00i52o7gdm1mb5so",5336.40961843149,4994.984231250543,93.60196439940268,5214.796347558173,6.365620328200849,0.6328428258882997,17.0150460464723,199,15214.32945402926,11698.64305647481,34.31810999378175,31,0,7,0,77.57386119976735,0.7625419256425108,,"2025-11-26T12:04:42.469Z","2025-11-26T12:04:42.469Z"
"cmifyj3af0dc02o7g8h7t4sp7","2025-11-21T00:00:00.000Z","SHIFT_3","cmifyit3j00i62o7g6wkc5pwe",5953.39918735938,6166.699863072667,103.5828384591811,5620.583356820027,6.887420649555405,0.4656462596148628,11.67387858252116,246,25889.88740531076,15177.55651148195,33.88083244360303,28,2,3,0,73.84293855286778,0.5594080405704029,,"2025-11-26T12:04:42.471Z","2025-11-26T12:04:42.471Z"
"cmifyj3ag0dc22o7gvy833xst","2025-11-21T00:00:00.000Z","SHIFT_1","cmifyit3k00i72o7g1ikjun0k",11951.32591391736,8526.752146793759,71.34565828268748,4884.869822870755,5.719295279025198,0.6325158070122097,14.99617166806279,341,25616.2590693386,22578.56815531547,35.73472274262389,18,2,7,0,71.66766630500548,1.185065879577544,,"2025-11-26T12:04:42.473Z","2025-11-26T12:04:42.473Z"
"cmifyj3ai0dc42o7gvawc8yao","2025-11-21T00:00:00.000Z","SHIFT_2","cmifyit3l00i82o7gtsgwziae",5164.205444015302,4146.976712821341,80.3023186776427,5338.747405720711,5.565514464252733,0.3652576798315231,10.23201011483281,165,14747.07472876208,10633.70595906998,28.57675596810571,32,1,5,0,70.46213888391084,0.8420789161622895,,"2025-11-26T12:04:42.474Z","2025-11-26T12:04:42.474Z"
"cmifyj3aj0dc62o7gcsamt080","2025-11-21T00:00:00.000Z","SHIFT_3","cmifyit3m00i92o7gvmt9dpgn",8780.66427879307,6434.731739675471,73.28297194116098,5051.444603121305,8.662897904487224,0.3342796769261601,13.39996692463322,257,29221.41329631477,13132.43960178263,33.87548925556271,18,0,7,0,72.32367422743637,1.317788116012284,,"2025-11-26T12:04:42.476Z","2025-11-26T12:04:42.476Z"
"cmifyj3al0dc82o7g0eurp30m","2025-11-21T00:00:00.000Z","SHIFT_1","cmifyit3n00ia2o7gaemtupy8",5143.637989413605,4468.883817808088,86.881771753878,5388.096734681975,6.435950815245508,0.3111043378855831,12.6983511985932,178,16838.59723354859,12166.04786146913,28.75599850006692,24,2,5,0,89.74901277171571,1.26901629920861,,"2025-11-26T12:04:42.477Z","2025-11-26T12:04:42.477Z"
"cmifyj3am0dca2o7gasjo0xwp","2025-11-21T00:00:00.000Z","SHIFT_2","cmifyit3p00ib2o7gd6ydfnu8",5632.211530947633,4237.778528649778,75.24182118097332,5161.47170381811,9.9822506356781,0.3129073463124754,12.39732121136572,169,17023.71058288433,10184.54565456285,25.13473791479202,33,2,6,0,92.39807300597397,1.489411384764955,,"2025-11-26T12:04:42.479Z","2025-11-26T12:04:42.479Z"
"cmifyj3ao0dcc2o7gtec0d74j","2025-11-21T00:00:00.000Z","SHIFT_3","cmifyit3q00ic2o7gtflia46p",5746.213537139748,6178.503624542673,107.5230425150212,5779.576480564601,8.859666472973528,0.4711513196711978,19.52137155303856,247,19248.81347431529,13053.46584537969,33.47304196931464,20,1,7,1,85.68303876104964,1.724674382441775,,"2025-11-26T12:04:42.480Z","2025-11-26T12:04:42.480Z"
"cmifyj3ap0dce2o7gaifxsikf","2025-11-20T00:00:00.000Z","SHIFT_1","cmifyit3s00id2o7g2cufho59",13903.97384608486,11554.52335728317,83.10230934832164,5531.001501454485,9.080179464362704,0.521952767258223,10.35124461207959,462,48976.94528968708,27861.98763345561,37.80146332737321,31,1,6,1,76.43757079663074,0.08539763077504592,,"2025-11-26T12:04:42.482Z","2025-11-26T12:04:42.482Z"
"cmifyj3ar0dcg2o7g4znvx8wc","2025-11-20T00:00:00.000Z","SHIFT_2","cmifyit3t00ie2o7g14ohalwf",14299.6903000981,13168.36976839456,92.08849626837174,5442.660114817485,7.88285239194575,0.4974127955550992,10.92453510937139,526,58741.51265560703,38427.43496712127,29.2574061735643,37,2,6,0,70.99981000680128,1.226941274134885,,"2025-11-26T12:04:42.483Z","2025-11-26T12:04:42.483Z"
"cmifyj3at0dci2o7gabxg0vwe","2025-11-20T00:00:00.000Z","SHIFT_3","cmifyit3u00if2o7gwyaqdyp9",12795.20191598645,12644.87064640132,98.82509654343706,5442.448885137263,8.846310286051985,0.6783016477748713,17.15177358083429,505,60483.23691656887,26741.2143289766,31.04634753013305,37,1,4,0,92.09132820748117,0.3884007533218434,,"2025-11-26T12:04:42.485Z","2025-11-26T12:04:42.485Z"
"cmifyj3au0dck2o7gre7l1f5l","2025-11-20T00:00:00.000Z","SHIFT_1","cmifyit3v00ig2o7gg5cxvjsh",13832.74101474195,13160.92447596697,95.14328694465539,5477.968732772513,6.229825735954853,0.3284363987473768,19.59364515431678,526,42434.81458020464,35375.73354172111,36.66009083161205,29,2,4,0,94.1436394151146,0.2161491730551921,,"2025-11-26T12:04:42.486Z","2025-11-26T12:04:42.486Z"
