"id","code","name","siteType","isActive","latitude","longitude","elevation","capacity","description","createdAt","updatedAt"
"cmifyit2800h02o7gw02gttx6","SITE-0012","Tanjung CRUSHER L","CRUSHER",true,-4.00485576398578,117.5116096149076,101.6737452624082,,"Mining site 12 - Tanjung region","2025-11-26T12:04:29.217Z","2025-11-26T12:04:29.217Z"
"cmifyit2900h12o7gq97zv2a3","SITE-0013","Balikpapan STOCKPILE M","STOCKPILE",true,-3.053058846698963,115.7162403265438,65.10630631601333,157702.5722935389,"Mining site 13 - Balikpapan region","2025-11-26T12:04:29.218Z","2025-11-26T12:04:29.218Z"
"cmifyit2a00h22o7gp0b0s0te","SITE-0014","Bengalon CRUSHER N","CRUSHER",true,-5.250299561357697,119.7788116214331,143.0436571347396,,"Mining site 14 - Bengalon region","2025-11-26T12:04:29.219Z","2025-11-26T12:04:29.219Z"
"cmifyit2b00h32o7g275p8h3i","SITE-0015","Balikpapan STOCKPILE O","STOCKPILE",true,-3.859376031142559,115.5419275939916,84.21057890352775,107361.8039410733,"Mining site 15 - Balikpapan region","2025-11-26T12:04:29.220Z","2025-11-26T12:04:29.220Z"
"cmifyit2d00h42o7gihng5lzo","SITE-0016","Lati STOCKPILE P","STOCKPILE",true,-4.966307696464536,116.6038956921328,171.9757974348052,76859.3415817889,"Mining site 16 - Lati region","2025-11-26T12:04:29.221Z","2025-11-26T12:04:29.221Z"
"cmifyit2e00h52o7gb7y04i5h","SITE-0017","Melak PIT Q","PIT",true,-3.656385449805032,118.0654743521188,176.3227075495251,,"Mining site 17 - Melak region","2025-11-26T12:04:29.222Z","2025-11-26T12:04:29.222Z"
"cmifyit2f00h62o7g0h1wwvhe","SITE-0018","Sangatta ROM_PAD R","ROM_PAD",true,-4.858878265836137,119.4110343644154,170.583941133428,,"Mining site 18 - Sangatta region","2025-11-26T12:04:29.224Z","2025-11-26T12:04:29.224Z"
"cmifyit2g00h72o7gtc7j1h7o","SITE-0019","Sangatta PORT S","PORT",true,-2.660740548472091,119.8645308518957,192.5738016627518,,"Mining site 19 - Sangatta region","2025-11-26T12:04:29.225Z","2025-11-26T12:04:29.225Z"
"cmifyit2h00h82o7gfbb1zf1j","SITE-0020","Tanjung CRUSHER T","CRUSHER",true,-4.164407330007416,116.3889813747026,188.9310273661955,,"Mining site 20 - Tanjung region","2025-11-26T12:04:29.226Z","2025-11-26T12:04:29.226Z"
"cmifyit2i00h92o7gled0mdpu","SITE-0021","Lati PIT U","PIT",false,-4.518086772025205,118.157898277445,166.4694799060797,,"Mining site 21 - Lati region","2025-11-26T12:04:29.227Z","2025-11-26T12:04:29.227Z"
"cmifyit2j00ha2o7gqqjm0ikc","SITE-0022","Muara Teweh ROM_PAD V","ROM_PAD",true,-3.720094373362986,118.874835391326,64.02343305077531,,"Mining site 22 - Muara Teweh region","2025-11-26T12:04:29.228Z","2025-11-26T12:04:29.228Z"
"cmifyit2k00hb2o7gzkey8bw6","SITE-0023","Samarinda ROM_PAD W","ROM_PAD",false,-3.712135426718811,116.3424645991892,180.8686717534522,,"Mining site 23 - Samarinda region","2025-11-26T12:04:29.229Z","2025-11-26T12:04:29.229Z"
"cmifyit2l00hc2o7gn4dctx80","SITE-0024","Muara Teweh CRUSHER X","CRUSHER",true,-3.900979176942951,119.8424155492583,187.4324770615138,,"Mining site 24 - Muara Teweh region","2025-11-26T12:04:29.230Z","2025-11-26T12:04:29.230Z"
"cmifyit2m00hd2o7gmt9u366j","SITE-0025","Melak CRUSHER Y","CRUSHER",false,-4.989833395308586,116.2469312959515,165.6775942723696,,"Mining site 25 - Melak region","2025-11-26T12:04:29.231Z","2025-11-26T12:04:29.231Z"
"cmifyit2n00he2o7g6k93du1u","SITE-0026","Samarinda ROM_PAD Z","ROM_PAD",true,-5.346495317702825,118.4816161943567,164.6359219333136,,"Mining site 26 - Samarinda region","2025-11-26T12:04:29.232Z","2025-11-26T12:04:29.232Z"
"cmifyit2o00hf2o7gb5oovb2o","SITE-0027","Satui STOCKPILE A","STOCKPILE",true,-4.879056744199759,115.9109113657801,160.8479035589212,171584.7647802546,"Mining site 27 - Satui region","2025-11-26T12:04:29.233Z","2025-11-26T12:04:29.233Z"
"cmifyit2p00hg2o7gpwr99k10","SITE-0028","Tanjung ROM_PAD B","ROM_PAD",true,-5.012810898334857,115.169561154089,180.1558861715988,,"Mining site 28 - Tanjung region","2025-11-26T12:04:29.234Z","2025-11-26T12:04:29.234Z"
"cmifyit2q00hh2o7ghsmh0x3d","SITE-0029","Tutupan PORT C","PORT",true,-3.631604948637221,118.8284502358372,63.92590191895155,,"Mining site 29 - Tutupan region","2025-11-26T12:04:29.235Z","2025-11-26T12:04:29.235Z"
"cmifyit2r00hi2o7g7wrkxu57","SITE-0030","Lati PORT D","PORT",true,-3.672901380051335,119.6766899385652,75.12605565167837,,"Mining site 30 - Lati region","2025-11-26T12:04:29.236Z","2025-11-26T12:04:29.236Z"
"cmifyit2s00hj2o7g52ng9c7a","SITE-0031","Bengalon CRUSHER E","CRUSHER",true,-2.917543051471935,115.7338621098758,72.0529154820343,,"Mining site 31 - Bengalon region","2025-11-26T12:04:29.237Z","2025-11-26T12:04:29.237Z"
"cmifyit2u00hk2o7gneh5k5br","SITE-0032","Samarinda PIT F","PIT",true,-3.774327729436899,118.7929506779572,113.9522392430588,,"Mining site 32 - Samarinda region","2025-11-26T12:04:29.238Z","2025-11-26T12:04:29.238Z"
"cmifyit2v00hl2o7gcme0wi08","SITE-0033","Balikpapan CRUSHER G","CRUSHER",true,-4.001323253480309,119.7364309860221,155.8642000080145,,"Mining site 33 - Balikpapan region","2025-11-26T12:04:29.240Z","2025-11-26T12:04:29.240Z"
"cmifyit2w00hm2o7gjt75x2pf","SITE-0034","Lati CRUSHER H","CRUSHER",false,-3.358712877505474,118.5420047570726,160.143589989021,,"Mining site 34 - Lati region","2025-11-26T12:04:29.241Z","2025-11-26T12:04:29.241Z"
"cmifyit2x00hn2o7gnvitw2xi","SITE-0035","Lati PIT I","PIT",true,-3.932225385717025,116.1084570735769,153.411349888926,,"Mining site 35 - Lati region","2025-11-26T12:04:29.242Z","2025-11-26T12:04:29.242Z"
"cmifyit2y00ho2o7gaws5nrn1","SITE-0036","Tutupan PORT J","PORT",true,-3.148635967017557,117.0808096362494,188.9657877585175,,"Mining site 36 - Tutupan region","2025-11-26T12:04:29.243Z","2025-11-26T12:04:29.243Z"
"cmifyit2z00hp2o7glhq3h6yx","SITE-0037","Samarinda PIT K","PIT",true,-3.038934999664416,116.0070391471568,65.63535202448294,,"Mining site 37 - Samarinda region","2025-11-26T12:04:29.244Z","2025-11-26T12:04:29.244Z"
"cmifyit3000hq2o7grq5wscr4","SITE-0038","Melak STOCKPILE L","STOCKPILE",true,-3.449852274863059,117.7088723436694,182.3682460801753,244272.2000533343,"Mining site 38 - Melak region","2025-11-26T12:04:29.245Z","2025-11-26T12:04:29.245Z"
"cmifyit3100hr2o7g8lcjcixn","SITE-0039","Sangatta STOCKPILE M","STOCKPILE",true,-4.055069433388651,117.9004022607284,105.5286850495316,169900.3973118405,"Mining site 39 - Sangatta region","2025-11-26T12:04:29.246Z","2025-11-26T12:04:29.246Z"
"cmifyit3200hs2o7gejl8ssw2","SITE-0040","Satui PIT N","PIT",true,-3.427250391557966,119.1877757662553,136.1961685283633,,"Mining site 40 - Satui region","2025-11-26T12:04:29.247Z","2025-11-26T12:04:29.247Z"
"cmifyit3300ht2o7gz67zynuq","SITE-0041","Melak CRUSHER O","CRUSHER",true,-2.970449174131282,118.1000022942752,125.845301141234,,"Mining site 41 - Melak region","2025-11-26T12:04:29.248Z","2025-11-26T12:04:29.248Z"
"cmifyit3500hu2o7gmmutbahh","SITE-0042","Muara Teweh ROM_PAD P","ROM_PAD",true,-4.598454040736266,116.8023182741588,69.60978547960686,,"Mining site 42 - Muara Teweh region","2025-11-26T12:04:29.249Z","2025-11-26T12:04:29.249Z"
"cmifyit3600hv2o7gx6hag8ee","SITE-0043","Sangatta PIT Q","PIT",true,-5.453295394007047,115.0629898782942,140.3058234568307,,"Mining site 43 - Sangatta region","2025-11-26T12:04:29.250Z","2025-11-26T12:04:29.250Z"
"cmifyit3700hw2o7g35z9u7hf","SITE-0044","Samarinda PIT R","PIT",true,-4.508701420992185,118.9385846483426,96.16379818910221,,"Mining site 44 - Samarinda region","2025-11-26T12:04:29.251Z","2025-11-26T12:04:29.251Z"
"cmifyit3800hx2o7gfqezf8z9","SITE-0045","Sangatta CRUSHER S","CRUSHER",true,-5.415380991916972,117.3269648041595,188.8200357133969,,"Mining site 45 - Sangatta region","2025-11-26T12:04:29.252Z","2025-11-26T12:04:29.252Z"
"cmifyit3900hy2o7gr17vpu81","SITE-0046","Tutupan ROM_PAD T","ROM_PAD",true,-4.535667272287837,116.8321132331159,189.6362665862557,,"Mining site 46 - Tutupan region","2025-11-26T12:04:29.253Z","2025-11-26T12:04:29.253Z"
"cmifyit3b00hz2o7g1tdrozmm","SITE-0047","Samarinda ROM_PAD U","ROM_PAD",true,-2.860869437339406,118.5338123623867,194.4927682841284,,"Mining site 47 - Samarinda region","2025-11-26T12:04:29.255Z","2025-11-26T12:04:29.255Z"
"cmifyit3c00i02o7goiflyo2x","SITE-0048","Tutupan PORT V","PORT",true,-4.597178818803538,118.9053996726008,172.2132415220564,,"Mining site 48 - Tutupan region","2025-11-26T12:04:29.257Z","2025-11-26T12:04:29.257Z"
"cmifyit3d00i12o7glf6lggeg","SITE-0049","Tutupan PIT W","PIT",true,-4.210668403910174,117.2864871862946,126.5612534051368,,"Mining site 49 - Tutupan region","2025-11-26T12:04:29.258Z","2025-11-26T12:04:29.258Z"
"cmifyit3e00i22o7gwtbgx71g","SITE-0050","Sangatta PIT X","PIT",true,-3.374502029575,119.6093929731149,52.13430882484349,,"Mining site 50 - Sangatta region","2025-11-26T12:04:29.259Z","2025-11-26T12:04:29.259Z"
"cmifyit3g00i32o7g8ftkfcr1","SITE-0051","Balikpapan PORT Y","PORT",true,-2.609614023309796,116.8106213823636,190.9229071777638,,"Mining site 51 - Balikpapan region","2025-11-26T12:04:29.260Z","2025-11-26T12:04:29.260Z"
"cmifyit3h00i42o7gu5w07ltu","SITE-0052","Bengalon CRUSHER Z","CRUSHER",true,-4.809204909647699,116.9036132056243,181.6531159351687,,"Mining site 52 - Bengalon region","2025-11-26T12:04:29.261Z","2025-11-26T12:04:29.261Z"
"cmifyit3i00i52o7gdm1mb5so","SITE-0053","Samarinda STOCKPILE A","STOCKPILE",true,-3.838460159659674,115.6015399607352,189.5387742431966,51681.13175246098,"Mining site 53 - Samarinda region","2025-11-26T12:04:29.262Z","2025-11-26T12:04:29.262Z"
"cmifyit3j00i62o7g6wkc5pwe","SITE-0054","Tanjung CRUSHER B","CRUSHER",true,-3.462027182780066,117.6798266891921,149.9428183198598,,"Mining site 54 - Tanjung region","2025-11-26T12:04:29.263Z","2025-11-26T12:04:29.263Z"
"cmifyit3k00i72o7g1ikjun0k","SITE-0055","Lati STOCKPILE C","STOCKPILE",true,-4.217650111771877,115.2151939283201,109.9910228635704,218369.4590835577,"Mining site 55 - Lati region","2025-11-26T12:04:29.265Z","2025-11-26T12:04:29.265Z"
"cmifyit3l00i82o7gtsgwziae","SITE-0056","Samarinda CRUSHER D","CRUSHER",true,-4.316398417103431,115.8026202094276,118.7191006207917,,"Mining site 56 - Samarinda region","2025-11-26T12:04:29.266Z","2025-11-26T12:04:29.266Z"
"cmifyit3m00i92o7gvmt9dpgn","SITE-0057","Satui CRUSHER E","CRUSHER",true,-3.265634072852398,117.7342551718192,93.4921955957146,,"Mining site 57 - Satui region","2025-11-26T12:04:29.267Z","2025-11-26T12:04:29.267Z"
"cmifyit3n00ia2o7gaemtupy8","SITE-0058","Samarinda STOCKPILE F","STOCKPILE",false,-3.009750804900419,115.2614944343824,162.8018165081001,169614.8955292832,"Mining site 58 - Samarinda region","2025-11-26T12:04:29.268Z","2025-11-26T12:04:29.268Z"
"cmifyit3p00ib2o7gd6ydfnu8","SITE-0059","Satui CRUSHER G","CRUSHER",true,-3.621164053975232,117.9484998942944,124.6955358576488,,"Mining site 59 - Satui region","2025-11-26T12:04:29.269Z","2025-11-26T12:04:29.269Z"
"cmifyit3q00ic2o7gtflia46p","SITE-0060","Lati PORT H","PORT",true,-3.019481926728957,116.7064108471264,55.70274813870954,,"Mining site 60 - Lati region","2025-11-26T12:04:29.270Z","2025-11-26T12:04:29.270Z"
"cmifyit3s00id2o7g2cufho59","SITE-0061","Sangatta STOCKPILE I","STOCKPILE",true,-4.382677728854617,118.7567060820702,86.89531329480833,156355.2677258948,"Mining site 61 - Sangatta region","2025-11-26T12:04:29.272Z","2025-11-26T12:04:29.272Z"
"cmifyit3t00ie2o7g14ohalwf","SITE-0062","Muara Teweh ROM_PAD J","ROM_PAD",true,-4.895815127886876,118.9321819733786,141.6417421297045,,"Mining site 62 - Muara Teweh region","2025-11-26T12:04:29.273Z","2025-11-26T12:04:29.273Z"
"cmifyit3u00if2o7gwyaqdyp9","SITE-0063","Lati PORT K","PORT",true,-3.540672720584795,119.9406174006828,183.4420845472293,,"Mining site 63 - Lati region","2025-11-26T12:04:29.274Z","2025-11-26T12:04:29.274Z"
"cmifyit3v00ig2o7gg5cxvjsh","SITE-0064","Tutupan PORT L","PORT",true,-4.865988772345793,117.1341417458856,128.8111274348059,,"Mining site 64 - Tutupan region","2025-11-26T12:04:29.276Z","2025-11-26T12:04:29.276Z"
"cmifyit3w00ih2o7g7fazpkfk","SITE-0065","Sangatta PORT M","PORT",true,-4.373228215382754,115.8385629306725,193.7908279191043,,"Mining site 65 - Sangatta region","2025-11-26T12:04:29.277Z","2025-11-26T12:04:29.277Z"
"cmifyit3x00ii2o7gye4cyvbf","SITE-0066","Melak ROM_PAD N","ROM_PAD",true,-3.148718921278028,119.8821971697166,118.8513795699027,,"Mining site 66 - Melak region","2025-11-26T12:04:29.278Z","2025-11-26T12:04:29.278Z"
"cmifyit3y00ij2o7gcq657djj","SITE-0067","Muara Teweh PIT O","PIT",true,-4.300325163161456,116.991084446658,122.8324304352046,,"Mining site 67 - Muara Teweh region","2025-11-26T12:04:29.279Z","2025-11-26T12:04:29.279Z"
"cmifyit4000ik2o7g3xjct5h4","SITE-0068","Balikpapan STOCKPILE P","STOCKPILE",true,-2.800574100802113,119.14139847953,99.37877333594369,86046.14413103007,"Mining site 68 - Balikpapan region","2025-11-26T12:04:29.280Z","2025-11-26T12:04:29.280Z"
"cmifyit4100il2o7gbnabu4sw","SITE-0069","Samarinda STOCKPILE Q","STOCKPILE",true,-5.31298150166946,118.792362074285,187.2471788926939,229286.9249389481,"Mining site 69 - Samarinda region","2025-11-26T12:04:29.281Z","2025-11-26T12:04:29.281Z"
"cmifyit4200im2o7g7mfy83mh","SITE-0070","Sangatta PORT R","PORT",true,-4.687893481161217,119.8550193287376,101.7884017353997,,"Mining site 70 - Sangatta region","2025-11-26T12:04:29.282Z","2025-11-26T12:04:29.282Z"
"cmifyit4300in2o7gmuuve8i7","SITE-0071","Melak ROM_PAD S","ROM_PAD",true,-3.326616738393468,119.6436410048336,145.6577941203922,,"Mining site 71 - Melak region","2025-11-26T12:04:29.283Z","2025-11-26T12:04:29.283Z"
"cmifyit4400io2o7ge0kdq8f2","SITE-0072","Balikpapan PORT T","PORT",true,-4.594515132515324,119.7609624596204,81.65317132270192,,"Mining site 72 - Balikpapan region","2025-11-26T12:04:29.284Z","2025-11-26T12:04:29.284Z"
"cmifyit4500ip2o7gmxmlwdl0","SITE-0073","Melak ROM_PAD U","ROM_PAD",true,-4.248278511531413,115.4984354895228,198.5448631145107,,"Mining site 73 - Melak region","2025-11-26T12:04:29.285Z","2025-11-26T12:04:29.285Z"
"cmifyit4600iq2o7guydcooc8","SITE-0074","Tanjung PIT V","PIT",true,-4.53602345480579,118.7625157064109,125.0098670175125,,"Mining site 74 - Tanjung region","2025-11-26T12:04:29.287Z","2025-11-26T12:04:29.287Z"
"cmifyit4800ir2o7gs2f63l9q","SITE-0075","Melak ROM_PAD W","ROM_PAD",true,-3.227936395434495,118.5847794448379,110.7366088492835,,"Mining site 75 - Melak region","2025-11-26T12:04:29.288Z","2025-11-26T12:04:29.288Z"
"cmifyit4900is2o7ggjdud5q0","SITE-0076","Satui STOCKPILE X","STOCKPILE",true,-3.108348711234476,117.4710914287055,94.74882672556524,123562.6910872337,"Mining site 76 - Satui region","2025-11-26T12:04:29.289Z","2025-11-26T12:04:29.289Z"
"cmifyit4a00it2o7g04r50hlf","SITE-0077","Muara Teweh CRUSHER Y","CRUSHER",false,-4.183806196532032,118.9847069184645,124.4503908177619,,"Mining site 77 - Muara Teweh region","2025-11-26T12:04:29.290Z","2025-11-26T12:04:29.290Z"
"cmifyit4b00iu2o7gy1h0p6pj","SITE-0078","Muara Teweh STOCKPILE Z","STOCKPILE",true,-4.111564649719387,116.9702260975744,155.6742238606885,208568.6028268823,"Mining site 78 - Muara Teweh region","2025-11-26T12:04:29.292Z","2025-11-26T12:04:29.292Z"
"cmifyit4c00iv2o7gg4gx2jyp","SITE-0079","Balikpapan ROM_PAD A","ROM_PAD",false,-4.986433473355746,115.0223118346527,199.3847011547819,,"Mining site 79 - Balikpapan region","2025-11-26T12:04:29.293Z","2025-11-26T12:04:29.293Z"
"cmifyit4d00iw2o7gv1mr7rcy","SITE-0080","Muara Teweh CRUSHER B","CRUSHER",true,-4.47373226593754,117.4527814828339,126.520243060509,,"Mining site 80 - Muara Teweh region","2025-11-26T12:04:29.294Z","2025-11-26T12:04:29.294Z"
"cmifyit4e00ix2o7gcinp8nke","SITE-0081","Melak ROM_PAD C","ROM_PAD",true,-5.477590479406442,117.7219367171816,123.9417281622365,,"Mining site 81 - Melak region","2025-11-26T12:04:29.295Z","2025-11-26T12:04:29.295Z"
"cmifyit4f00iy2o7gnh654v1z","SITE-0082","Samarinda ROM_PAD D","ROM_PAD",false,-3.364710315948417,117.4283938669726,114.0189295294,,"Mining site 82 - Samarinda region","2025-11-26T12:04:29.296Z","2025-11-26T12:04:29.296Z"
"cmifyit4g00iz2o7gvvjyqvzc","SITE-0083","Lati ROM_PAD E","ROM_PAD",false,-4.706247626002032,117.3432706772869,187.0303490453535,,"Mining site 83 - Lati region","2025-11-26T12:04:29.297Z","2025-11-26T12:04:29.297Z"
"cmifyit4i00j02o7g4gnv5f5c","SITE-0084","Lati ROM_PAD F","ROM_PAD",true,-5.302531874280612,115.9216480911535,174.211179419204,,"Mining site 84 - Lati region","2025-11-26T12:04:29.298Z","2025-11-26T12:04:29.298Z"
"cmifyit4j00j12o7g4fy286g0","SITE-0085","Sangatta ROM_PAD G","ROM_PAD",true,-4.423952396528917,118.5828766502572,165.3508522443888,,"Mining site 85 - Sangatta region","2025-11-26T12:04:29.299Z","2025-11-26T12:04:29.299Z"
"cmifyit4k00j22o7gvd68jgi7","SITE-0086","Lati PORT H","PORT",false,-3.396769029371042,119.372140584066,99.70722533146233,,"Mining site 86 - Lati region","2025-11-26T12:04:29.300Z","2025-11-26T12:04:29.300Z"
"cmifyit4l00j32o7g584g42hv","SITE-0087","Tutupan CRUSHER I","CRUSHER",true,-4.852110503971172,119.435006528185,179.5275485444379,,"Mining site 87 - Tutupan region","2025-11-26T12:04:29.301Z","2025-11-26T12:04:29.301Z"
"cmifyit4m00j42o7gjcnwv96d","SITE-0088","Tutupan STOCKPILE J","STOCKPILE",true,-3.478576423598029,115.1078768739309,108.1578378129262,242836.4896106174,"Mining site 88 - Tutupan region","2025-11-26T12:04:29.303Z","2025-11-26T12:04:29.303Z"
"cmifyit4n00j52o7g1q3adyt4","SITE-0089","Melak STOCKPILE K","STOCKPILE",true,-2.565131953129101,115.9392030969436,166.6536254115311,179892.1592510274,"Mining site 89 - Melak region","2025-11-26T12:04:29.304Z","2025-11-26T12:04:29.304Z"
"cmifyit4p00j62o7ggbkcyvni","SITE-0090","Tanjung PORT L","PORT",true,-2.977097445934207,115.1450114892812,155.6363437811673,,"Mining site 90 - Tanjung region","2025-11-26T12:04:29.305Z","2025-11-26T12:04:29.305Z"
"cmifyit4q00j72o7gh4ky2kwz","SITE-0091","Samarinda PIT M","PIT",true,-4.828732134319033,119.1613900505557,193.3752820442097,,"Mining site 91 - Samarinda region","2025-11-26T12:04:29.306Z","2025-11-26T12:04:29.306Z"
"cmifyit4r00j82o7gstdj8e4c","SITE-0092","Melak PORT N","PORT",true,-5.087612538932308,117.3021744554256,126.3402209038996,,"Mining site 92 - Melak region","2025-11-26T12:04:29.308Z","2025-11-26T12:04:29.308Z"
"cmifyit4s00j92o7gqi1eoi0w","SITE-0093","Balikpapan CRUSHER O","CRUSHER",true,-5.251795988156917,117.439459147812,114.9032610921842,,"Mining site 93 - Balikpapan region","2025-11-26T12:04:29.309Z","2025-11-26T12:04:29.309Z"
"cmifyit4t00ja2o7ghypzreuc","SITE-0094","Muara Teweh PIT P","PIT",false,-5.275372611200607,117.7287785772074,57.88389747810562,,"Mining site 94 - Muara Teweh region","2025-11-26T12:04:29.310Z","2025-11-26T12:04:29.310Z"
"cmifyit4u00jb2o7gfzuoap1c","SITE-0095","Muara Teweh STOCKPILE Q","STOCKPILE",true,-4.620137135367949,116.5671399127432,70.88089528336201,223849.7200969791,"Mining site 95 - Muara Teweh region","2025-11-26T12:04:29.311Z","2025-11-26T12:04:29.311Z"
"cmifyit4v00jc2o7gjepgeozk","SITE-0096","Satui STOCKPILE R","STOCKPILE",true,-4.761676843677283,117.9825115653677,69.15996494295442,238411.6067679654,"Mining site 96 - Satui region","2025-11-26T12:04:29.312Z","2025-11-26T12:04:29.312Z"
"cmifyit4x00jd2o7gf9lk5urb","SITE-0097","Samarinda STOCKPILE S","STOCKPILE",true,-4.607572210440086,115.4470391921871,198.2403844478385,69052.58046455831,"Mining site 97 - Samarinda region","2025-11-26T12:04:29.313Z","2025-11-26T12:04:29.313Z"
"cmifyit4y00je2o7g28bsjb7c","SITE-0098","Tanjung ROM_PAD T","ROM_PAD",true,-4.605068064373322,118.6150334466405,62.57913233974217,,"Mining site 98 - Tanjung region","2025-11-26T12:04:29.314Z","2025-11-26T12:04:29.314Z"
"cmifyit4z00jf2o7gjo45ogf2","SITE-0099","Muara Teweh STOCKPILE U","STOCKPILE",true,-5.028860071457477,117.6946913886083,199.5179176416281,167384.2698018925,"Mining site 99 - Muara Teweh region","2025-11-26T12:04:29.315Z","2025-11-26T12:04:29.315Z"
"cmifyit5000jg2o7gutifaan4","SITE-0100","Satui STOCKPILE V","STOCKPILE",true,-4.540349500608921,115.3396767300172,114.5844286834941,178979.1282916982,"Mining site 100 - Satui region","2025-11-26T12:04:29.316Z","2025-11-26T12:04:29.316Z"
"cmifyit5100jh2o7gtcqwxnx0","SITE-0101","Balikpapan ROM_PAD W","ROM_PAD",true,-3.991895195591633,118.8443633485892,72.29072782523116,,"Mining site 101 - Balikpapan region","2025-11-26T12:04:29.318Z","2025-11-26T12:04:29.318Z"
"cmifyit5300ji2o7g4a32wr6b","SITE-0102","Lati STOCKPILE X","STOCKPILE",true,-4.989514683815429,119.9089860917604,99.92912037405549,120529.1132893469,"Mining site 102 - Lati region","2025-11-26T12:04:29.319Z","2025-11-26T12:04:29.319Z"
"cmifyit5400jj2o7gbpc2gt5f","SITE-0103","Balikpapan PORT Y","PORT",true,-3.019148512962871,116.4694473214038,158.4111760335767,,"Mining site 103 - Balikpapan region","2025-11-26T12:04:29.320Z","2025-11-26T12:04:29.320Z"
"cmifyit5500jk2o7g6gop74r3","SITE-0104","Satui CRUSHER Z","CRUSHER",true,-3.44360397236969,118.0367797572189,73.45076402616172,,"Mining site 104 - Satui region","2025-11-26T12:04:29.322Z","2025-11-26T12:04:29.322Z"
"cmifyit5600jl2o7g16ixuy41","SITE-0105","Balikpapan STOCKPILE A","STOCKPILE",false,-4.773884286931882,115.9034265252511,59.42070798862952,146142.4939579685,"Mining site 105 - Balikpapan region","2025-11-26T12:04:29.323Z","2025-11-26T12:04:29.323Z"
"cmifyit5800jm2o7gjieg5q3x","SITE-0106","Sangatta ROM_PAD B","ROM_PAD",true,-4.784954419815542,115.4829426572368,174.3526199420488,,"Mining site 106 - Sangatta region","2025-11-26T12:04:29.324Z","2025-11-26T12:04:29.324Z"
"cmifyit5900jn2o7g7kqrk4mr","SITE-0107","Lati CRUSHER C","CRUSHER",true,-4.273539981431279,119.6214546919269,188.857529615767,,"Mining site 107 - Lati region","2025-11-26T12:04:29.325Z","2025-11-26T12:04:29.325Z"
"cmifyit5a00jo2o7g6tjfzedj","SITE-0108","Bengalon STOCKPILE D","STOCKPILE",true,-3.651395159812977,117.5028196073644,198.0884095471781,191752.0631317043,"Mining site 108 - Bengalon region","2025-11-26T12:04:29.326Z","2025-11-26T12:04:29.326Z"
