"id","code","name","brand","model","yearManufacture","bucketCapacity","status","lastMaintenance","nextMaintenance","totalHours","currentLocation","isActive","purchaseDate","retirementDate","remarks","createdAt","updatedAt"
"cmifyiwq205dz2o7g1m27by6j","EXC-0023","Liebherr R9800-023","Liebherr","R9800",2024,8.096685412415239,"STANDBY","2025-10-03T12:04:33.929Z","2025-12-02T12:04:33.929Z",5675,"PIT-03",true,"2024-03-20T17:00:00.000Z",,,"2025-11-26T12:04:33.962Z","2025-11-26T12:04:33.962Z"
"cmifyiwq305e02o7g4wmubjjc","EXC-0024","Hitachi EX1900-6-024","Hitachi","EX1900-6",2023,9.605459233358546,"STANDBY","2025-09-29T12:04:33.929Z","2025-11-28T12:04:33.929Z",8060,"ROM-02",true,"2023-10-17T17:00:00.000Z",,,"2025-11-26T12:04:33.963Z","2025-11-26T12:04:33.963Z"
"cmifyiwq405e12o7givugr025","EXC-0025","Caterpillar 349E-025","Caterpillar","349E",2019,12.05799503257211,"IDLE","2025-10-14T12:04:33.929Z","2025-12-13T12:04:33.929Z",25219,"PIT-03",true,"2019-06-16T17:00:00.000Z",,,"2025-11-26T12:04:33.965Z","2025-11-26T12:04:33.965Z"
"cmifyiwq505e22o7gi7wimzff","EXC-0026","Kobelco SK500-10-026","Kobelco","SK500-10",2019,11.33475059973077,"BREAKDOWN","2025-11-26T12:04:33.929Z","2026-01-25T12:04:33.929Z",25412,"ROM-01",true,"2019-07-22T17:00:00.000Z",,,"2025-11-26T12:04:33.966Z","2025-11-26T12:04:33.966Z"
"cmifyiwq705e32o7g6hgtzpwm","EXC-0027","Caterpillar 349E-027","Caterpillar","349E",2022,9.372139208511495,"IDLE","2025-10-05T12:04:33.929Z","2025-12-04T12:04:33.929Z",12378,"Workshop",true,"2022-12-06T17:00:00.000Z",,,"2025-11-26T12:04:33.967Z","2025-11-26T12:04:33.967Z"
"cmifyiwq805e42o7g6tdv9niz","EXC-0028","Volvo EC950F-028","Volvo","EC950F",2021,11.95104560621345,"BREAKDOWN","2025-10-23T12:04:33.929Z","2025-12-22T12:04:33.929Z",17682,"PIT-04",true,"2021-09-12T17:00:00.000Z",,,"2025-11-26T12:04:33.968Z","2025-11-26T12:04:33.968Z"
"cmifyiwq905e52o7ggqmgy2c1","EXC-0029","Caterpillar 349E-029","Caterpillar","349E",2022,12.78257774548959,"BREAKDOWN","2025-11-12T12:04:33.929Z","2026-01-11T12:04:33.929Z",12413,"ROM-02",true,"2022-07-21T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:33.969Z","2025-11-26T12:04:33.969Z"
"cmifyiwqa05e62o7gi8f2krpq","EXC-0030","Liebherr R9400-030","Liebherr","R9400",2024,12.321309790084,"STANDBY","2025-11-01T12:04:33.929Z","2025-12-31T12:04:33.929Z",4917,"PIT-04",true,"2024-01-12T17:00:00.000Z",,,"2025-11-26T12:04:33.971Z","2025-11-26T12:04:33.971Z"
"cmifyiwqc05e72o7gqiuge4gv","EXC-0031","Komatsu PC400-8-031","Komatsu","PC400-8",2019,8.27655493769759,"ACTIVE","2025-11-03T12:04:33.929Z","2026-01-02T12:04:33.929Z",24729,"Workshop",true,"2019-02-10T17:00:00.000Z",,,"2025-11-26T12:04:33.972Z","2025-11-26T12:04:33.972Z"
"cmifyiwqd05e82o7gkbh4y3tl","EXC-0032","Komatsu PC1250-8-032","Komatsu","PC1250-8",2019,11.96583091646011,"BREAKDOWN","2025-09-28T12:04:33.929Z","2025-11-27T12:04:33.929Z",24036,"PIT-03",true,"2019-08-19T17:00:00.000Z",,,"2025-11-26T12:04:33.974Z","2025-11-26T12:04:33.974Z"
"cmifyiwqe05e92o7g0bl5lnu2","EXC-0033","Kobelco SK380-10-033","Kobelco","SK380-10",2016,8.949246629125502,"BREAKDOWN","2025-10-11T12:04:33.929Z","2025-12-10T12:04:33.929Z",36829,"PIT-04",true,"2016-01-02T17:00:00.000Z",,,"2025-11-26T12:04:33.975Z","2025-11-26T12:04:33.975Z"
"cmifyiwqf05ea2o7g3qwdc8z1","EXC-0034","Komatsu PC800-8-034","Komatsu","PC800-8",2015,10.4506954770702,"ACTIVE","2025-11-11T12:04:33.929Z","2026-01-10T12:04:33.929Z",41012,"ROM-02",true,"2015-09-14T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:33.976Z","2025-11-26T12:04:33.976Z"
"cmifyiwqh05eb2o7gw2je6e36","EXC-0035","Komatsu PC1250-8-035","Komatsu","PC1250-8",2018,10.14860142927137,"MAINTENANCE","2025-11-26T12:04:33.929Z","2026-01-25T12:04:33.929Z",28842,"Stockpile-01",true,"2018-05-12T17:00:00.000Z",,,"2025-11-26T12:04:33.977Z","2025-11-26T12:04:33.977Z"
"cmifyiwqi05ec2o7gg3s7146w","EXC-0036","Caterpillar 374F-036","Caterpillar","374F",2021,11.14889850545683,"STANDBY","2025-10-25T12:04:33.929Z","2025-12-24T12:04:33.929Z",16260,"Stockpile-01",true,"2021-01-07T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:33.978Z","2025-11-26T12:04:33.978Z"
"cmifyiwqj05ed2o7gzsxji2ie","EXC-0037","Liebherr R9400-037","Liebherr","R9400",2019,11.33624355052704,"BREAKDOWN","2025-11-11T12:04:33.929Z","2026-01-10T12:04:33.929Z",24433,"ROM-02",true,"2019-11-11T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:33.979Z","2025-11-26T12:04:33.979Z"
"cmifyiwqk05ee2o7gy29irazq","EXC-0038","Liebherr R9800-038","Liebherr","R9800",2018,9.935484096150544,"BREAKDOWN","2025-10-10T12:04:33.929Z","2025-12-09T12:04:33.929Z",29974,"Workshop",true,"2018-03-04T17:00:00.000Z",,,"2025-11-26T12:04:33.981Z","2025-11-26T12:04:33.981Z"
"cmifyiwql05ef2o7gczuj3sbv","EXC-0039","Liebherr R9800-039","Liebherr","R9800",2021,11.51942730836057,"ACTIVE","2025-11-25T12:04:33.929Z","2026-01-24T12:04:33.929Z",17035,"PIT-01",true,"2021-09-16T17:00:00.000Z",,,"2025-11-26T12:04:33.982Z","2025-11-26T12:04:33.982Z"
"cmifyiwqm05eg2o7gpr07y27x","EXC-0040","Caterpillar 374F-040","Caterpillar","374F",2022,8.049376247468699,"BREAKDOWN","2025-11-14T12:04:33.929Z","2026-01-13T12:04:33.929Z",13373,"PIT-04",true,"2022-06-08T17:00:00.000Z",,,"2025-11-26T12:04:33.983Z","2025-11-26T12:04:33.983Z"
"cmifyiwqo05eh2o7gjaetj4kp","EXC-0041","Caterpillar 390F-041","Caterpillar","390F",2017,10.708375948927,"IDLE","2025-10-28T12:04:33.929Z","2025-12-27T12:04:33.929Z",32259,"PIT-04",true,"2017-11-08T17:00:00.000Z",,,"2025-11-26T12:04:33.984Z","2025-11-26T12:04:33.984Z"
"cmifyiwqp05ei2o7gx9v9hb7o","EXC-0042","Hitachi EX3600-6-042","Hitachi","EX3600-6",2022,10.66576806058254,"IDLE","2025-10-21T12:04:33.929Z","2025-12-20T12:04:33.929Z",13408,"ROM-01",true,"2022-09-26T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:33.985Z","2025-11-26T12:04:33.985Z"
"cmifyiwqq05ej2o7gup4cfzhj","EXC-0043","Komatsu PC400-8-043","Komatsu","PC400-8",2016,9.99253478368033,"ACTIVE","2025-11-14T12:04:33.929Z","2026-01-13T12:04:33.929Z",37932,"PIT-04",true,"2016-09-12T17:00:00.000Z",,,"2025-11-26T12:04:33.986Z","2025-11-26T12:04:33.986Z"
"cmifyiwqs05ek2o7gh1rjp8hi","EXC-0044","Komatsu PC2000-8-044","Komatsu","PC2000-8",2020,8.452001346056457,"MAINTENANCE","2025-11-17T12:04:33.929Z","2026-01-16T12:04:33.929Z",20678,"PIT-04",true,"2020-12-24T17:00:00.000Z",,,"2025-11-26T12:04:33.988Z","2025-11-26T12:04:33.988Z"
"cmifyiwqt05el2o7gcyx64csq","EXC-0045","Caterpillar 6030-045","Caterpillar","6030",2021,8.65894706873237,"MAINTENANCE","2025-09-29T12:04:33.929Z","2025-11-28T12:04:33.929Z",16756,"PIT-04",true,"2021-03-01T17:00:00.000Z",,,"2025-11-26T12:04:33.989Z","2025-11-26T12:04:33.989Z"
"cmifyiwqu05em2o7g336mu56a","EXC-0046","Komatsu PC800-8-046","Komatsu","PC800-8",2022,8.239144835564385,"STANDBY","2025-11-23T12:04:33.929Z","2026-01-22T12:04:33.929Z",12925,"Stockpile-01",true,"2022-01-08T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:33.991Z","2025-11-26T12:04:33.991Z"
"cmifyiwqw05en2o7g5pr5k9sz","EXC-0047","Caterpillar 349E-047","Caterpillar","349E",2021,9.65844594421498,"BREAKDOWN","2025-10-23T12:04:33.929Z","2025-12-22T12:04:33.929Z",16654,"PIT-03",true,"2021-06-21T17:00:00.000Z",,,"2025-11-26T12:04:33.992Z","2025-11-26T12:04:33.992Z"
"cmifyiwqx05eo2o7gdhxho38w","EXC-0048","Komatsu PC2000-8-048","Komatsu","PC2000-8",2019,8.79605084885979,"IDLE","2025-10-06T12:04:33.929Z","2025-12-05T12:04:33.929Z",24550,"PIT-01",true,"2019-10-15T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:33.994Z","2025-11-26T12:04:33.994Z"
"cmifyiwqy05ep2o7g4kbhlexy","EXC-0049","Volvo EC750E-049","Volvo","EC750E",2017,11.79093585848885,"IDLE","2025-09-28T12:04:33.929Z","2025-11-27T12:04:33.929Z",33535,"ROM-02",true,"2017-05-15T17:00:00.000Z",,,"2025-11-26T12:04:33.995Z","2025-11-26T12:04:33.995Z"
"cmifyiwr005eq2o7gve1g6ynf","EXC-0050","Kobelco SK500-10-050","Kobelco","SK500-10",2023,8.850922534979782,"IDLE","2025-10-28T12:04:33.929Z","2025-12-27T12:04:33.929Z",8583,"PIT-01",true,"2023-12-07T17:00:00.000Z",,,"2025-11-26T12:04:33.996Z","2025-11-26T12:04:33.996Z"
"cmifyiwr105er2o7gp084oagr","EXC-0051","Hitachi EX2600-6-051","Hitachi","EX2600-6",2020,8.870774759147098,"STANDBY","2025-11-20T12:04:33.929Z","2026-01-19T12:04:33.929Z",21320,"PIT-02",true,"2020-05-05T17:00:00.000Z",,,"2025-11-26T12:04:33.997Z","2025-11-26T12:04:33.997Z"
"cmifyiwr205es2o7ga55f1w0t","EXC-0052","Liebherr R984C-052","Liebherr","R984C",2017,8.749059276911847,"ACTIVE","2025-10-06T12:04:33.929Z","2025-12-05T12:04:33.929Z",32183,"ROM-02",true,"2017-03-03T17:00:00.000Z",,,"2025-11-26T12:04:33.999Z","2025-11-26T12:04:33.999Z"
"cmifyiwr305et2o7g08ze22hh","EXC-0053","Hitachi EX1200-6-053","Hitachi","EX1200-6",2015,10.56917398848849,"BREAKDOWN","2025-11-14T12:04:33.929Z","2026-01-13T12:04:33.929Z",40037,"PIT-02",true,"2015-04-17T17:00:00.000Z",,,"2025-11-26T12:04:34.000Z","2025-11-26T12:04:34.000Z"
"cmifyiwr505eu2o7grtz89co3","EXC-0054","Hitachi EX1200-6-054","Hitachi","EX1200-6",2023,8.866829145026943,"IDLE","2025-10-07T12:04:33.929Z","2025-12-06T12:04:33.929Z",9106,"PIT-03",true,"2023-06-18T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:34.001Z","2025-11-26T12:04:34.001Z"
"cmifyiwr605ev2o7gzgvqhvnb","EXC-0055","Liebherr R9800-055","Liebherr","R9800",2016,9.292463744005698,"STANDBY","2025-10-08T12:04:33.929Z","2025-12-07T12:04:33.929Z",37560,"ROM-02",true,"2016-08-21T17:00:00.000Z",,,"2025-11-26T12:04:34.002Z","2025-11-26T12:04:34.002Z"
"cmifyiwr705ew2o7g3p98w5od","EXC-0056","Komatsu PC400-8-056","Komatsu","PC400-8",2018,11.38888715758764,"IDLE","2025-11-11T12:04:33.929Z","2026-01-10T12:04:33.929Z",29516,"Stockpile-01",true,"2018-05-09T17:00:00.000Z",,,"2025-11-26T12:04:34.004Z","2025-11-26T12:04:34.004Z"
"cmifyiwr905ex2o7g9r30gs57","EXC-0057","Volvo EC480E-057","Volvo","EC480E",2022,9.184443517890928,"MAINTENANCE","2025-11-20T12:04:33.929Z","2026-01-19T12:04:33.929Z",12697,"PIT-04",true,"2022-06-19T17:00:00.000Z",,,"2025-11-26T12:04:34.005Z","2025-11-26T12:04:34.005Z"
"cmifyiwra05ey2o7gztw31saw","EXC-0058","Komatsu PC1250-8-058","Komatsu","PC1250-8",2016,10.48807908815204,"STANDBY","2025-11-20T12:04:33.929Z","2026-01-19T12:04:33.929Z",36777,"PIT-03",true,"2016-01-01T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:34.007Z","2025-11-26T12:04:34.007Z"
"cmifyiwrb05ez2o7gl71r0ztr","EXC-0059","Caterpillar 349E-059","Caterpillar","349E",2018,8.191371697205781,"IDLE","2025-10-20T12:04:33.929Z","2025-12-19T12:04:33.929Z",29941,"ROM-02",true,"2018-03-23T17:00:00.000Z",,,"2025-11-26T12:04:34.008Z","2025-11-26T12:04:34.008Z"
"cmifyiwrd05f02o7gslb437s3","EXC-0060","Hitachi EX3600-6-060","Hitachi","EX3600-6",2021,9.893632716987867,"STANDBY","2025-11-03T12:04:33.929Z","2026-01-02T12:04:33.929Z",17045,"PIT-03",true,"2021-08-14T17:00:00.000Z",,,"2025-11-26T12:04:34.009Z","2025-11-26T12:04:34.009Z"
"cmifyiwre05f12o7gaz2o4gmm","EXC-0061","Liebherr R984C-061","Liebherr","R984C",2019,9.350491615484051,"ACTIVE","2025-10-31T12:04:33.929Z","2025-12-30T12:04:33.929Z",25514,"PIT-01",true,"2019-06-27T17:00:00.000Z",,,"2025-11-26T12:04:34.010Z","2025-11-26T12:04:34.010Z"
"cmifyiwrf05f22o7gc5v3lf8n","EXC-0062","Kobelco SK850-10-062","Kobelco","SK850-10",2016,11.47447923529438,"BREAKDOWN","2025-10-16T12:04:33.929Z","2025-12-15T12:04:33.929Z",37745,"ROM-02",true,"2016-07-01T17:00:00.000Z",,,"2025-11-26T12:04:34.011Z","2025-11-26T12:04:34.011Z"
"cmifyiwrg05f32o7gs0vzl8mv","EXC-0063","Caterpillar 390F-063","Caterpillar","390F",2023,11.48739348840003,"MAINTENANCE","2025-10-15T12:04:33.929Z","2025-12-14T12:04:33.929Z",8802,"PIT-04",true,"2023-05-22T17:00:00.000Z",,,"2025-11-26T12:04:34.013Z","2025-11-26T12:04:34.013Z"
"cmifyiwri05f42o7g94z4ovb0","EXC-0064","Liebherr R9800-064","Liebherr","R9800",2021,8.567428308538352,"STANDBY","2025-10-19T12:04:33.929Z","2025-12-18T12:04:33.929Z",16020,"ROM-02",false,"2021-04-23T17:00:00.000Z",,,"2025-11-26T12:04:34.014Z","2025-11-26T12:04:34.014Z"
"cmifyiwrj05f52o7ghs2u3nve","EXC-0065","Volvo EC750E-065","Volvo","EC750E",2015,8.049212005413018,"BREAKDOWN","2025-10-22T12:04:33.929Z","2025-12-21T12:04:33.929Z",41246,"PIT-01",true,"2015-05-31T17:00:00.000Z",,,"2025-11-26T12:04:34.015Z","2025-11-26T12:04:34.015Z"
"cmifyiwrk05f62o7g6mcm2393","EXC-0066","Volvo EC950F-066","Volvo","EC950F",2020,8.84173239474639,"IDLE","2025-10-01T12:04:33.929Z","2025-11-30T12:04:33.929Z",20534,"PIT-02",false,"2020-11-30T17:00:00.000Z",,,"2025-11-26T12:04:34.017Z","2025-11-26T12:04:34.017Z"
"cmifyiwrl05f72o7guxl0jv1w","EXC-0067","Kobelco SK380-10-067","Kobelco","SK380-10",2018,12.68617663144682,"BREAKDOWN","2025-11-24T12:04:33.929Z","2026-01-23T12:04:33.929Z",28284,"ROM-01",true,"2018-05-21T17:00:00.000Z",,,"2025-11-26T12:04:34.018Z","2025-11-26T12:04:34.018Z"
"cmifyiwrn05f82o7gy34adh29","EXC-0068","Hitachi EX2600-6-068","Hitachi","EX2600-6",2016,8.609185242683733,"ACTIVE","2025-10-11T12:04:33.929Z","2025-12-10T12:04:33.929Z",37802,"Stockpile-01",true,"2016-05-06T17:00:00.000Z",,,"2025-11-26T12:04:34.019Z","2025-11-26T12:04:34.019Z"
"cmifyiwro05f92o7grbjbf9wm","EXC-0069","Caterpillar 390F-069","Caterpillar","390F",2015,11.97477488563325,"STANDBY","2025-11-04T12:04:33.929Z","2026-01-03T12:04:33.929Z",40439,"PIT-04",true,"2015-08-02T17:00:00.000Z",,,"2025-11-26T12:04:34.021Z","2025-11-26T12:04:34.021Z"
"cmifyiwrq05fa2o7gan3llw5f","EXC-0070","Kobelco SK380-10-070","Kobelco","SK380-10",2018,11.3829416548954,"IDLE","2025-10-15T12:04:33.929Z","2025-12-14T12:04:33.929Z",29584,"ROM-02",true,"2018-12-09T17:00:00.000Z",,,"2025-11-26T12:04:34.022Z","2025-11-26T12:04:34.022Z"
"cmifyiwrr05fb2o7gdzm1mu8q","EXC-0071","Komatsu PC400-8-071","Komatsu","PC400-8",2020,11.38199250519665,"ACTIVE","2025-11-06T12:04:33.929Z","2026-01-05T12:04:33.929Z",20163,"PIT-04",true,"2020-07-12T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:34.023Z","2025-11-26T12:04:34.023Z"
"cmifyiwrs05fc2o7g8g0fop0t","EXC-0072","Kobelco SK850-10-072","Kobelco","SK850-10",2020,11.0344303046602,"BREAKDOWN","2025-11-10T12:04:33.929Z","2026-01-09T12:04:33.929Z",21212,"Stockpile-01",true,"2020-06-22T17:00:00.000Z",,,"2025-11-26T12:04:34.025Z","2025-11-26T12:04:34.025Z"
"cmifyiwrt05fd2o7goae5m15x","EXC-0073","Kobelco SK500-10-073","Kobelco","SK500-10",2019,12.15157697220342,"BREAKDOWN","2025-10-14T12:04:33.929Z","2025-12-13T12:04:33.929Z",24377,"PIT-03",true,"2019-04-27T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:34.026Z","2025-11-26T12:04:34.026Z"
"cmifyiwrv05fe2o7gxm6xe0pr","EXC-0074","Caterpillar 374F-074","Caterpillar","374F",2017,8.792345599317198,"IDLE","2025-10-06T12:04:33.929Z","2025-12-05T12:04:33.929Z",33264,"Stockpile-01",true,"2017-08-11T17:00:00.000Z",,,"2025-11-26T12:04:34.027Z","2025-11-26T12:04:34.027Z"
"cmifyiwrw05ff2o7gkpvl9pvr","EXC-0075","Caterpillar 349E-075","Caterpillar","349E",2023,9.879492968045021,"ACTIVE","2025-11-05T12:04:33.929Z","2026-01-04T12:04:33.929Z",9622,"PIT-01",true,"2023-01-14T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:34.028Z","2025-11-26T12:04:34.028Z"
"cmifyiwrx05fg2o7gf7356i4b","EXC-0076","Liebherr R984C-076","Liebherr","R984C",2020,11.70009511750935,"STANDBY","2025-10-01T12:04:33.929Z","2025-11-30T12:04:33.929Z",21608,"PIT-04",true,"2020-02-01T17:00:00.000Z",,,"2025-11-26T12:04:34.030Z","2025-11-26T12:04:34.030Z"
"cmifyiwry05fh2o7goqvf0j2r","EXC-0077","Hitachi EX3600-6-077","Hitachi","EX3600-6",2023,10.61470038260912,"BREAKDOWN","2025-11-05T12:04:33.929Z","2026-01-04T12:04:33.929Z",9149,"Stockpile-01",true,"2023-12-13T17:00:00.000Z",,"Production unit A","2025-11-26T12:04:34.031Z","2025-11-26T12:04:34.031Z"
"cmifyiws005fi2o7gtjqzohix","EXC-0078","Hitachi EX1900-6-078","Hitachi","EX1900-6",2024,8.024268069727697,"IDLE","2025-10-03T12:04:33.929Z","2025-12-02T12:04:33.929Z",5943,"PIT-02",true,"2024-11-06T17:00:00.000Z",,,"2025-11-26T12:04:34.032Z","2025-11-26T12:04:34.032Z"
