"id","code","name","miningSiteId","dumpingType","isActive","capacity","currentStock","latitude","longitude","createdAt","updatedAt"
"cmifyiuaj01va2o7gci9cqtm2","DP-0011","WASTE_DUMP 11","cmifyit2900h12o7gq97zv2a3","WASTE_DUMP",true,71857.12875880986,17744.07168778383,-3.052684987932661,115.7146999667443,"2025-11-26T12:04:30.811Z","2025-11-26T12:04:30.811Z"
"cmifyiuak01vc2o7gvgiy1te5","DP-0012","ROM_STOCKPILE 12","cmifyit2a00h22o7gp0b0s0te","ROM_STOCKPILE",true,53488.92660673972,40223.38653148837,-5.249211533119516,119.7738454403214,"2025-11-26T12:04:30.813Z","2025-11-26T12:04:30.813Z"
"cmifyiuam01ve2o7g9imrof1j","DP-0013","WASTE_DUMP 13","cmifyit2b00h32o7g275p8h3i","WASTE_DUMP",true,89839.04538144641,34881.87537811677,-3.855322239930011,115.5432427823481,"2025-11-26T12:04:30.814Z","2025-11-26T12:04:30.814Z"
"cmifyiuan01vg2o7g8zz53ex1","DP-0014","PORT 14","cmifyit2d00h42o7gihng5lzo","PORT",true,77338.70957575514,29872.41260828529,-4.966308418498214,116.6045847164185,"2025-11-26T12:04:30.816Z","2025-11-26T12:04:30.816Z"
"cmifyiuap01vi2o7gk0c68w79","DP-0015","ROM_STOCKPILE 15","cmifyit2f00h62o7g0h1wwvhe","ROM_STOCKPILE",true,63582.58682879264,49423.24854643022,-4.857226052667845,119.4085182752257,"2025-11-26T12:04:30.817Z","2025-11-26T12:04:30.817Z"
"cmifyiuaq01vk2o7gv27x4339","DP-0016","PORT 16","cmifyit2g00h72o7gtc7j1h7o","PORT",false,56882.95893129501,27709.31093889461,-2.659405852237196,119.8624305825753,"2025-11-26T12:04:30.819Z","2025-11-26T12:04:30.819Z"
"cmifyiuas01vm2o7gfq8tjrzn","DP-0017","ROM_STOCKPILE 17","cmifyit2h00h82o7gfbb1zf1j","ROM_STOCKPILE",true,56589.58247384172,48063.07914563391,-4.166817149663942,116.3880511391512,"2025-11-26T12:04:30.820Z","2025-11-26T12:04:30.820Z"
"cmifyiuau01vo2o7gg41q96se","DP-0018","PORT 18","cmifyit2j00ha2o7gqqjm0ikc","PORT",true,54549.65651597304,48453.51667694608,-3.715357739541362,118.8756620702936,"2025-11-26T12:04:30.822Z","2025-11-26T12:04:30.822Z"
"cmifyiuaw01vq2o7g9724rmx3","DP-0019","WASTE_DUMP 19","cmifyit2k00hb2o7gzkey8bw6","WASTE_DUMP",true,77038.98254250505,43301.28764869202,-3.71573201713696,116.3406320206311,"2025-11-26T12:04:30.824Z","2025-11-26T12:04:30.824Z"
"cmifyiuax01vs2o7glwvy8ja9","DP-0020","PORT 20","cmifyit2l00hc2o7gn4dctx80","PORT",true,50101.23986485673,30724.46394783508,-3.904220326353057,119.8458633768435,"2025-11-26T12:04:30.826Z","2025-11-26T12:04:30.826Z"
"cmifyiuaz01vu2o7gte2baemo","DP-0021","WASTE_DUMP 21","cmifyit2m00hd2o7gmt9u366j","WASTE_DUMP",true,52582.47481839131,8041.028108855164,-4.994635322003702,116.2448679868233,"2025-11-26T12:04:30.827Z","2025-11-26T12:04:30.827Z"
"cmifyiub001vw2o7g7cga9s51","DP-0022","STOCKPILE 22","cmifyit2n00he2o7g6k93du1u","STOCKPILE",true,99115.12989695994,26257.8323000962,-5.345017015379963,118.4820477911827,"2025-11-26T12:04:30.828Z","2025-11-26T12:04:30.828Z"
"cmifyiub101vy2o7ghd9bymh1","DP-0023","WASTE_DUMP 23","cmifyit2o00hf2o7gb5oovb2o","WASTE_DUMP",true,46923.64855833366,43850.44379283183,-4.874581174157067,115.9093112543789,"2025-11-26T12:04:30.830Z","2025-11-26T12:04:30.830Z"
"cmifyiub301w02o7gq0bkx1y6","DP-0024","PORT 24","cmifyit2p00hg2o7gpwr99k10","PORT",true,54379.63250008893,40075.54620385766,-5.0119744327234,115.1681373982225,"2025-11-26T12:04:30.831Z","2025-11-26T12:04:30.831Z"
"cmifyiub401w22o7g60wzxidu","DP-0025","ROM_STOCKPILE 25","cmifyit2q00hh2o7ghsmh0x3d","ROM_STOCKPILE",false,68157.45689582489,31607.62303206789,-3.632492349356908,118.8297718286584,"2025-11-26T12:04:30.832Z","2025-11-26T12:04:30.832Z"
"cmifyiub501w42o7gq0ujt5os","DP-0026","STOCKPILE 26","cmifyit2r00hi2o7g7wrkxu57","STOCKPILE",true,28768.48898676031,256.8999805630634,-3.677389387997883,119.6740016251006,"2025-11-26T12:04:30.834Z","2025-11-26T12:04:30.834Z"
"cmifyiub701w62o7gb05far2z","DP-0027","ROM_STOCKPILE 27","cmifyit2s00hj2o7g52ng9c7a","ROM_STOCKPILE",true,66839.61546161113,1729.985364948661,-2.91847857980056,115.7346248740322,"2025-11-26T12:04:30.835Z","2025-11-26T12:04:30.835Z"
"cmifyiub801w82o7gcz5wzxvm","DP-0028","STOCKPILE 28","cmifyit2v00hl2o7gcme0wi08","STOCKPILE",true,78023.37076421737,31238.47783787327,-3.997582649586231,119.7376414095755,"2025-11-26T12:04:30.836Z","2025-11-26T12:04:30.836Z"
"cmifyiuba01wa2o7g11n5ol21","DP-0029","ROM_STOCKPILE 29","cmifyit2w00hm2o7gjt75x2pf","ROM_STOCKPILE",true,51718.93483498641,5657.307670845224,-3.36079478525203,118.5390255123616,"2025-11-26T12:04:30.838Z","2025-11-26T12:04:30.838Z"
"cmifyiubc01wc2o7g8exqd426","DP-0030","ROM_STOCKPILE 30","cmifyit2y00ho2o7gaws5nrn1","ROM_STOCKPILE",true,20639.73318463546,29068.08072925709,-3.152027899564888,117.0805425058374,"2025-11-26T12:04:30.841Z","2025-11-26T12:04:30.841Z"
"cmifyiube01we2o7g9bzc39bn","DP-0031","ROM_STOCKPILE 31","cmifyit3000hq2o7grq5wscr4","ROM_STOCKPILE",true,20801.96371871049,21064.19317213717,-3.448771162300877,117.7040895429483,"2025-11-26T12:04:30.842Z","2025-11-26T12:04:30.842Z"
"cmifyiubg01wg2o7gqe4bbv1o","DP-0032","WASTE_DUMP 32","cmifyit3100hr2o7g8lcjcixn","WASTE_DUMP",true,87521.32950844946,346.433542875435,-4.059497827418232,117.8996713711499,"2025-11-26T12:04:30.844Z","2025-11-26T12:04:30.844Z"
"cmifyiubi01wi2o7gp2v2n1mz","DP-0033","WASTE_DUMP 33","cmifyit3300ht2o7gz67zynuq","WASTE_DUMP",true,24166.13889672702,38589.1848484289,-2.974560072068966,118.1013068759723,"2025-11-26T12:04:30.846Z","2025-11-26T12:04:30.846Z"
"cmifyiubj01wk2o7g9tvwghq8","DP-0034","STOCKPILE 34","cmifyit3500hu2o7gmmutbahh","STOCKPILE",true,50615.73945237297,7798.313069809448,-4.603138339603593,116.8042920922407,"2025-11-26T12:04:30.847Z","2025-11-26T12:04:30.847Z"
"cmifyiubk01wm2o7giy1ymid1","DP-0035","CRUSHER 35","cmifyit3800hx2o7gfqezf8z9","CRUSHER",true,63526.17157672606,39320.26214524226,-5.42033980360297,117.3263672171968,"2025-11-26T12:04:30.849Z","2025-11-26T12:04:30.849Z"
"cmifyiubm01wo2o7gl6s3eenn","DP-0036","PORT 36","cmifyit3900hy2o7gr17vpu81","PORT",true,74947.43909640324,29905.66408923687,-4.535849410607791,116.8315064847391,"2025-11-26T12:04:30.850Z","2025-11-26T12:04:30.850Z"
"cmifyiubn01wq2o7gfiq0kyix","DP-0037","WASTE_DUMP 37","cmifyit3b00hz2o7g1tdrozmm","WASTE_DUMP",true,86684.41067496562,2717.988197892418,-2.859529691246168,118.5334059705902,"2025-11-26T12:04:30.851Z","2025-11-26T12:04:30.851Z"
"cmifyiubo01ws2o7gk56yg8ko","DP-0038","ROM_STOCKPILE 38","cmifyit3c00i02o7goiflyo2x","ROM_STOCKPILE",true,76299.69336191169,17756.37449258942,-4.594061752027846,118.9067740594014,"2025-11-26T12:04:30.852Z","2025-11-26T12:04:30.852Z"
"cmifyiubq01wu2o7go2znp2sp","DP-0039","CRUSHER 39","cmifyit3g00i32o7g8ftkfcr1","CRUSHER",true,92885.33981657668,5665.97536180764,-2.613828161250678,116.8110132715925,"2025-11-26T12:04:30.854Z","2025-11-26T12:04:30.854Z"
"cmifyiubr01ww2o7g7avvadb9","DP-0040","STOCKPILE 40","cmifyit3h00i42o7gu5w07ltu","STOCKPILE",true,70365.00209349181,4230.029335403418,-4.807588842814392,116.9020846098087,"2025-11-26T12:04:30.856Z","2025-11-26T12:04:30.856Z"
"cmifyiubt01wy2o7g4zbbst7j","DP-0041","STOCKPILE 41","cmifyit3i00i52o7gdm1mb5so","STOCKPILE",true,66063.02714305639,43833.11032849307,-3.836242660885001,115.6034311063331,"2025-11-26T12:04:30.858Z","2025-11-26T12:04:30.858Z"
"cmifyiubv01x02o7gpu1hcjnf","DP-0042","STOCKPILE 42","cmifyit3j00i62o7g6wkc5pwe","STOCKPILE",true,93177.45121394176,40472.50252152453,-3.462032608764074,117.6806316715474,"2025-11-26T12:04:30.859Z","2025-11-26T12:04:30.859Z"
"cmifyiubw01x22o7g96grb8q7","DP-0043","PORT 43","cmifyit3k00i72o7g1ikjun0k","PORT",false,24893.08273649,22954.19835008273,-4.220920355967924,115.2178457110738,"2025-11-26T12:04:30.860Z","2025-11-26T12:04:30.860Z"
"cmifyiubx01x42o7goxagvd2t","DP-0044","CRUSHER 44","cmifyit3l00i82o7gtsgwziae","CRUSHER",true,83373.57888709733,15148.03950142365,-4.319331163869181,115.8030368434536,"2025-11-26T12:04:30.862Z","2025-11-26T12:04:30.862Z"
"cmifyiubz01x62o7g84oiluxx","DP-0045","STOCKPILE 45","cmifyit3m00i92o7gvmt9dpgn","STOCKPILE",true,70028.6848211761,43867.57736137623,-3.268309398149862,117.7343335046583,"2025-11-26T12:04:30.863Z","2025-11-26T12:04:30.863Z"
"cmifyiuc001x82o7gxr1ntvnb","DP-0046","PORT 46","cmifyit3n00ia2o7gaemtupy8","PORT",true,58497.23959663237,37124.35605849929,-3.01199117956834,115.2639916547541,"2025-11-26T12:04:30.864Z","2025-11-26T12:04:30.864Z"
"cmifyiuc201xa2o7gvef4up4l","DP-0047","ROM_STOCKPILE 47","cmifyit3p00ib2o7gd6ydfnu8","ROM_STOCKPILE",true,58028.17200717147,1557.418365983732,-3.62421075815072,117.9503216919119,"2025-11-26T12:04:30.866Z","2025-11-26T12:04:30.866Z"
"cmifyiuc301xc2o7gym243twp","DP-0048","STOCKPILE 48","cmifyit3q00ic2o7gtflia46p","STOCKPILE",true,57236.13560809161,15259.79942941859,-3.021282636203435,116.7065500211237,"2025-11-26T12:04:30.868Z","2025-11-26T12:04:30.868Z"
"cmifyiuc401xe2o7g7ht8gror","DP-0049","WASTE_DUMP 49","cmifyit3s00id2o7g2cufho59","WASTE_DUMP",true,89581.86896759621,26577.80192512812,-4.384945430390524,118.7559103119609,"2025-11-26T12:04:30.869Z","2025-11-26T12:04:30.869Z"
"cmifyiuc601xg2o7gco0z2ub0","DP-0050","PORT 50","cmifyit3t00ie2o7g14ohalwf","PORT",true,41279.9199848523,23100.73233596113,-4.894787547796712,118.9327626601696,"2025-11-26T12:04:30.870Z","2025-11-26T12:04:30.870Z"
"cmifyiuc701xi2o7gh2ok2kz4","DP-0051","ROM_STOCKPILE 51","cmifyit3u00if2o7gwyaqdyp9","ROM_STOCKPILE",true,50827.83900913119,22514.73379420046,-3.543049857145084,119.9398608250535,"2025-11-26T12:04:30.872Z","2025-11-26T12:04:30.872Z"
"cmifyiuc801xk2o7g1vqo6jej","DP-0052","STOCKPILE 52","cmifyit3v00ig2o7gg5cxvjsh","STOCKPILE",true,98807.44661219316,31518.24588377737,-4.867151148454798,117.1378777150862,"2025-11-26T12:04:30.873Z","2025-11-26T12:04:30.873Z"
"cmifyiuca01xm2o7gyqgbbl0q","DP-0053","ROM_STOCKPILE 53","cmifyit3w00ih2o7g7fazpkfk","ROM_STOCKPILE",true,52883.08168248513,12214.25272780404,-4.375861961667262,115.8368855596001,"2025-11-26T12:04:30.874Z","2025-11-26T12:04:30.874Z"
"cmifyiucb01xo2o7geczta6vn","DP-0054","PORT 54","cmifyit3x00ii2o7gye4cyvbf","PORT",true,47650.78851046057,40279.42587589084,-3.146048352667889,119.8791573009087,"2025-11-26T12:04:30.875Z","2025-11-26T12:04:30.875Z"
"cmifyiucc01xq2o7gmu7uzvds","DP-0055","ROM_STOCKPILE 55","cmifyit4000ik2o7g3xjct5h4","ROM_STOCKPILE",true,77151.68009649767,45769.82957635263,-2.800296315908533,119.1418001527306,"2025-11-26T12:04:30.876Z","2025-11-26T12:04:30.876Z"
"cmifyiucd01xs2o7gxc29k13r","DP-0056","ROM_STOCKPILE 56","cmifyit4100il2o7gbnabu4sw","ROM_STOCKPILE",true,37245.83613497428,20269.53242726412,-5.314368279965464,118.7964100007821,"2025-11-26T12:04:30.878Z","2025-11-26T12:04:30.878Z"
"cmifyiuce01xu2o7g6o2u6qk4","DP-0057","CRUSHER 57","cmifyit4200im2o7g7mfy83mh","CRUSHER",true,87556.26553610037,12306.43792817102,-4.689559498100966,119.853288202699,"2025-11-26T12:04:30.879Z","2025-11-26T12:04:30.879Z"
"cmifyiucf01xw2o7gq36zvxe7","DP-0058","ROM_STOCKPILE 58","cmifyit4300in2o7gmuuve8i7","ROM_STOCKPILE",true,88584.64269193796,19943.97419277401,-3.327305829092195,119.6450655518772,"2025-11-26T12:04:30.880Z","2025-11-26T12:04:30.880Z"
"cmifyiucg01xy2o7geubsdi37","DP-0059","WASTE_DUMP 59","cmifyit4400io2o7ge0kdq8f2","WASTE_DUMP",true,31506.28353783382,20908.81075111496,-4.593031369160704,119.7641215488493,"2025-11-26T12:04:30.881Z","2025-11-26T12:04:30.881Z"
"cmifyiuci01y02o7gwzms88gl","DP-0060","WASTE_DUMP 60","cmifyit4500ip2o7gmxmlwdl0","WASTE_DUMP",true,55687.97505849563,2445.000050097945,-4.246932935647566,115.4952028405717,"2025-11-26T12:04:30.882Z","2025-11-26T12:04:30.882Z"
"cmifyiucj01y22o7g5wt0p6vt","DP-0061","ROM_STOCKPILE 61","cmifyit4800ir2o7gs2f63l9q","ROM_STOCKPILE",true,74976.62273007174,11548.3058201277,-3.227341970102773,118.5869789695365,"2025-11-26T12:04:30.883Z","2025-11-26T12:04:30.883Z"
"cmifyiuck01y42o7gdmtf06yt","DP-0062","STOCKPILE 62","cmifyit4900is2o7ggjdud5q0","STOCKPILE",true,41987.34777810074,35260.1773721811,-3.112749329322218,117.4662046819693,"2025-11-26T12:04:30.884Z","2025-11-26T12:04:30.884Z"
"cmifyiucl01y62o7gyx8bhyop","DP-0063","PORT 63","cmifyit4a00it2o7g04r50hlf","PORT",true,48395.6005228826,37150.65034017084,-4.186267575534396,118.9888466971865,"2025-11-26T12:04:30.885Z","2025-11-26T12:04:30.885Z"
"cmifyiucm01y82o7gcbgkahpz","DP-0064","PORT 64","cmifyit4b00iu2o7gy1h0p6pj","PORT",true,46739.44947925738,5357.328418873264,-4.106594591880898,116.9654726675455,"2025-11-26T12:04:30.886Z","2025-11-26T12:04:30.886Z"
"cmifyiucn01ya2o7gs1cvwzlw","DP-0065","PORT 65","cmifyit4c00iv2o7gg4gx2jyp","PORT",true,32628.56516132503,27336.45075151639,-4.981598950935378,115.0256876040889,"2025-11-26T12:04:30.888Z","2025-11-26T12:04:30.888Z"
"cmifyiucp01yc2o7g64luhfi2","DP-0066","CRUSHER 66","cmifyit4d00iw2o7gv1mr7rcy","CRUSHER",true,68099.4886943743,31730.93237147372,-4.473643435077872,117.4487963618529,"2025-11-26T12:04:30.889Z","2025-11-26T12:04:30.889Z"
"cmifyiucq01ye2o7gujidm7ak","DP-0067","STOCKPILE 67","cmifyit4e00ix2o7gcinp8nke","STOCKPILE",true,27482.02551612408,37377.73621635853,-5.47297873289302,117.7257394776115,"2025-11-26T12:04:30.891Z","2025-11-26T12:04:30.891Z"
"cmifyiucr01yg2o7gsjjgiah6","DP-0068","CRUSHER 68","cmifyit4f00iy2o7gnh654v1z","CRUSHER",true,21974.02711734481,49717.7547336469,-3.36058367530877,117.4244906807037,"2025-11-26T12:04:30.892Z","2025-11-26T12:04:30.892Z"
"cmifyiuct01yi2o7ghczdh67d","DP-0069","PORT 69","cmifyit4g00iz2o7gvvjyqvzc","PORT",true,31109.52457697712,30507.49563645735,-4.709982293750936,117.3399839765517,"2025-11-26T12:04:30.893Z","2025-11-26T12:04:30.893Z"
"cmifyiucu01yk2o7gnaefqzo1","DP-0070","CRUSHER 70","cmifyit4i00j02o7g4gnv5f5c","CRUSHER",true,74732.2562712181,1343.805795327135,-5.303991174857401,115.9193630005886,"2025-11-26T12:04:30.894Z","2025-11-26T12:04:30.894Z"
"cmifyiucv01ym2o7g30j8bm44","DP-0071","WASTE_DUMP 71","cmifyit4j00j12o7g4fy286g0","WASTE_DUMP",false,96700.47355846062,9417.943885980485,-4.422054517333225,118.5797972534055,"2025-11-26T12:04:30.895Z","2025-11-26T12:04:30.895Z"
"cmifyiucw01yo2o7gaqlc4bf1","DP-0072","PORT 72","cmifyit4k00j22o7gvd68jgi7","PORT",true,28208.5284470088,33308.61267949119,-3.392491619621447,119.3691124826918,"2025-11-26T12:04:30.896Z","2025-11-26T12:04:30.896Z"
"cmifyiucx01yq2o7gv7j8lnhs","DP-0073","ROM_STOCKPILE 73","cmifyit4l00j32o7g584g42hv","ROM_STOCKPILE",true,42383.4238439693,33168.18487802156,-4.849617048180929,119.4319153122786,"2025-11-26T12:04:30.897Z","2025-11-26T12:04:30.897Z"
"cmifyiucy01ys2o7ghvrky3o5","DP-0074","CRUSHER 74","cmifyit4m00j42o7gjcnwv96d","CRUSHER",true,93803.78757240609,32004.81485644535,-3.483572019634677,115.1053996260824,"2025-11-26T12:04:30.898Z","2025-11-26T12:04:30.898Z"
"cmifyiucz01yu2o7gpe7tx6ju","DP-0075","PORT 75","cmifyit4n00j52o7g1q3adyt4","PORT",false,46597.05788528301,32493.71040164908,-2.568650055490554,115.9392216459267,"2025-11-26T12:04:30.900Z","2025-11-26T12:04:30.900Z"
"cmifyiud001yw2o7gws6pcs0o","DP-0076","ROM_STOCKPILE 76","cmifyit4p00j62o7ggbkcyvni","ROM_STOCKPILE",true,32435.16479120904,3671.688657555405,-2.975210415904148,115.1442988606897,"2025-11-26T12:04:30.901Z","2025-11-26T12:04:30.901Z"
"cmifyiud101yy2o7gsfk9euxh","DP-0077","STOCKPILE 77","cmifyit4r00j82o7gstdj8e4c","STOCKPILE",false,87027.45409871222,27956.13614206123,-5.0883852628352,117.3050927812821,"2025-11-26T12:04:30.902Z","2025-11-26T12:04:30.902Z"
"cmifyiud201z02o7g06pd5j1l","DP-0078","ROM_STOCKPILE 78","cmifyit4s00j92o7gqi1eoi0w","ROM_STOCKPILE",true,33347.51570763832,32032.58774606928,-5.249330471596842,117.442206388909,"2025-11-26T12:04:30.903Z","2025-11-26T12:04:30.903Z"
"cmifyiud401z22o7g9l1a8zu3","DP-0079","ROM_STOCKPILE 79","cmifyit4u00jb2o7gfzuoap1c","ROM_STOCKPILE",true,62654.59720048945,6656.481166033967,-4.615327551563892,116.5713989080424,"2025-11-26T12:04:30.904Z","2025-11-26T12:04:30.904Z"
"cmifyiud501z42o7glts40r7k","DP-0080","PORT 80","cmifyit4v00jc2o7gjepgeozk","PORT",true,46332.70398772693,23772.39313188112,-4.764021981953211,117.9814966775108,"2025-11-26T12:04:30.905Z","2025-11-26T12:04:30.905Z"
"cmifyiud601z62o7gnw8oy95k","DP-0081","CRUSHER 81","cmifyit4x00jd2o7gf9lk5urb","CRUSHER",true,59896.20092162774,16176.26883034462,-4.611094010440833,115.4519068574127,"2025-11-26T12:04:30.906Z","2025-11-26T12:04:30.906Z"
"cmifyiud701z82o7g4iu6pq06","DP-0082","ROM_STOCKPILE 82","cmifyit4y00je2o7g28bsjb7c","ROM_STOCKPILE",true,56588.70525238129,14370.66998695236,-4.609415398075569,118.6171351420892,"2025-11-26T12:04:30.908Z","2025-11-26T12:04:30.908Z"
"cmifyiud801za2o7gw0zqqm5a","DP-0083","PORT 83","cmifyit4z00jf2o7gjo45ogf2","PORT",true,94081.73310042154,34733.33011049507,-5.033094908381832,117.6908323439943,"2025-11-26T12:04:30.909Z","2025-11-26T12:04:30.909Z"
"cmifyiud901zc2o7gki7a49tl","DP-0084","PORT 84","cmifyit5000jg2o7gutifaan4","PORT",false,66799.26367802548,5199.226978225457,-4.539514746974483,115.3357149518334,"2025-11-26T12:04:30.910Z","2025-11-26T12:04:30.910Z"
"cmifyiuda01ze2o7g0ou54bqt","DP-0085","PORT 85","cmifyit5100jh2o7gtcqwxnx0","PORT",true,93594.13652264103,37789.06875469169,-3.992134002000733,118.8431597564939,"2025-11-26T12:04:30.911Z","2025-11-26T12:04:30.911Z"
"cmifyiudb01zg2o7gf4b85moh","DP-0086","STOCKPILE 86","cmifyit5300ji2o7g4a32wr6b","STOCKPILE",true,42476.58639289741,18676.71965354637,-4.992943277464553,119.9123890027414,"2025-11-26T12:04:30.912Z","2025-11-26T12:04:30.912Z"
"cmifyiudd01zi2o7gq0w47ws8","DP-0087","PORT 87","cmifyit5400jj2o7gbpc2gt5f","PORT",true,98678.89745473367,25524.79054835447,-3.022367190803354,116.4739452456835,"2025-11-26T12:04:30.913Z","2025-11-26T12:04:30.913Z"
"cmifyiude01zk2o7gtvvpkao6","DP-0088","CRUSHER 88","cmifyit5500jk2o7g6gop74r3","CRUSHER",true,57418.80562444326,1324.368068771487,-3.447273278021065,118.0375216821146,"2025-11-26T12:04:30.914Z","2025-11-26T12:04:30.914Z"
"cmifyiudf01zm2o7g2eo02xwb","DP-0089","PORT 89","cmifyit5600jl2o7g16ixuy41","PORT",true,28484.05833140591,31925.57995633746,-4.770043118824299,115.8986056136914,"2025-11-26T12:04:30.915Z","2025-11-26T12:04:30.915Z"
"cmifyiudg01zo2o7gq2jr61q8","DP-0090","ROM_STOCKPILE 90","cmifyit5800jm2o7gjieg5q3x","ROM_STOCKPILE",true,48774.99458633084,49217.56107913719,-4.787113661331099,115.4832898450336,"2025-11-26T12:04:30.916Z","2025-11-26T12:04:30.916Z"
"cmifyiudh01zq2o7gbi6gxbxe","DP-0091","CRUSHER 91","cmifyit5900jn2o7g7kqrk4mr","CRUSHER",true,42286.75818502888,33597.68992745087,-4.278359291217455,119.6194378589726,"2025-11-26T12:04:30.917Z","2025-11-26T12:04:30.917Z"
"cmifyiudi01zs2o7gpglhsm66","DP-0092","WASTE_DUMP 92","cmifyit5a00jo2o7g6tjfzedj","WASTE_DUMP",true,81387.78664609976,30360.52049781884,-3.65514202997733,117.5039165547412,"2025-11-26T12:04:30.918Z","2025-11-26T12:04:30.918Z"
"cmifyiudj01zu2o7gbr17yoo3","DP-0093","ROM_STOCKPILE 93","cmifyit5b00jp2o7g2hzxq9r1","ROM_STOCKPILE",true,81267.98881176527,38474.82867292577,-4.150967230346444,119.3221936512804,"2025-11-26T12:04:30.920Z","2025-11-26T12:04:30.920Z"
"cmifyiudl01zw2o7gq1fuflmx","DP-0094","ROM_STOCKPILE 94","cmifyit5c00jq2o7ghqw55dfc","ROM_STOCKPILE",true,49873.44634182479,46057.4187946975,-3.729180729231283,119.015287684613,"2025-11-26T12:04:30.921Z","2025-11-26T12:04:30.921Z"
"cmifyiudm01zy2o7gz7d24p1w","DP-0095","PORT 95","cmifyit5d00jr2o7g6ak75kmj","PORT",true,36797.14474655584,16146.11695658424,-4.896798026080314,116.6808643988632,"2025-11-26T12:04:30.922Z","2025-11-26T12:04:30.922Z"
"cmifyiudn02002o7ge3unu621","DP-0096","PORT 96","cmifyit5e00js2o7glxzdz5wj","PORT",true,83060.41504021783,49672.04490949719,-3.042801739895257,117.9917312773265,"2025-11-26T12:04:30.924Z","2025-11-26T12:04:30.924Z"
"cmifyiudo02022o7g94nnorpv","DP-0097","CRUSHER 97","cmifyit5f00jt2o7g76e41zx4","CRUSHER",true,82360.69510952788,4539.248758652326,-3.750412203126782,118.2319547715875,"2025-11-26T12:04:30.925Z","2025-11-26T12:04:30.925Z"
"cmifyiudp02042o7g55ubshg3","DP-0098","STOCKPILE 98","cmifyit5g00ju2o7g7hfnt60u","STOCKPILE",true,46174.34397878572,34410.38424732784,-4.269811476039264,115.5096809232096,"2025-11-26T12:04:30.926Z","2025-11-26T12:04:30.926Z"
"cmifyiudq02062o7g370dqygs","DP-0099","WASTE_DUMP 99","cmifyit5i00jw2o7gqra7i1ru","WASTE_DUMP",true,43412.41785036343,619.7364983963838,-2.65968952644547,116.1077326237797,"2025-11-26T12:04:30.927Z","2025-11-26T12:04:30.927Z"
"cmifyiuds02082o7gwhayjl2r","DP-0100","WASTE_DUMP 100","cmifyit5j00jx2o7gmvmr96jw","WASTE_DUMP",true,98245.23945678434,34977.03523837255,-4.169029579824736,115.0754515652718,"2025-11-26T12:04:30.928Z","2025-11-26T12:04:30.928Z"
