"id","code","name","brand","model","yearManufacture","capacity","fuelCapacity","status","lastMaintenance","nextMaintenance","totalHours","totalDistance","currentOperatorId","currentLocation","isActive","purchaseDate","retirementDate","remarks","createdAt","updatedAt"
"cmifyivzs04gq2o7gfhrscjwl","HD-0013","UD Trucks Quon GWE370-013","UD Trucks","Quon GWE370",2024,37,273,"MAINTENANCE","2025-11-04T12:04:32.992Z","2025-12-04T12:04:32.992Z",5427,83235,,"PIT-03",true,"2024-04-21T17:00:00.000Z",,,"2025-11-26T12:04:33.016Z","2025-11-26T12:04:33.016Z"
"cmifyivzt04gs2o7grou7f3tu","HD-0014","Volvo FM440-014","Volvo","FM440",2017,33,358,"MAINTENANCE","2025-11-03T12:04:32.992Z","2025-12-03T12:04:32.992Z",29197,437969,,"En-route",true,"2017-12-13T17:00:00.000Z",,,"2025-11-26T12:04:33.017Z","2025-11-26T12:04:33.017Z"
"cmifyivzv04gu2o7gcepv8scx","HD-0015","UD Trucks Quester CGE420-015","UD Trucks","Quester CGE420",2023,36,297,"LOADING","2025-10-14T12:04:32.992Z","2025-11-13T12:04:32.992Z",8551,136700,"cmifyivh703q62o7gyak3kuxl","PIT-01",true,"2023-04-02T17:00:00.000Z",,,"2025-11-26T12:04:33.019Z","2025-11-26T12:04:33.019Z"
"cmifyivzx04gw2o7gogmy43r4","HD-0016","Hino FM285JM-016","Hino","FM285JM",2017,37,442,"HAULING","2025-11-04T12:04:32.992Z","2025-12-04T12:04:32.992Z",28681,435828,,"PIT-03",true,"2017-06-11T17:00:00.000Z",,,"2025-11-26T12:04:33.021Z","2025-11-26T12:04:33.021Z"
"cmifyivzy04gy2o7gfw7yuv2r","HD-0017","Scania P410-017","Scania","P410",2021,24,339,"IDLE","2025-10-29T12:04:32.992Z","2025-11-28T12:04:32.992Z",15681,240118,"cmifyivh903qa2o7g60c1ruz4","Pool",true,"2021-02-16T17:00:00.000Z",,,"2025-11-26T12:04:33.023Z","2025-11-26T12:04:33.023Z"
"cmifyiw0004h02o7gjcddwv4e","HD-0018","Hino FM260JD-018","Hino","FM260JD",2018,27,391,"LOADING","2025-10-19T12:04:32.992Z","2025-11-18T12:04:32.992Z",25123,376980,"cmifyivhb03qc2o7gtvrpaq57","PIT-01",true,"2018-05-27T17:00:00.000Z",,,"2025-11-26T12:04:33.024Z","2025-11-26T12:04:33.024Z"
"cmifyiw0104h22o7goj5ne34q","HD-0019","Hino FM285JM-019","Hino","FM285JM",2022,35,315,"DUMPING","2025-10-15T12:04:32.992Z","2025-11-14T12:04:32.992Z",11353,172825,"cmifyivhc03qe2o7gyki9zedq","Stockpile-01",true,"2022-04-03T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.026Z","2025-11-26T12:04:33.026Z"
"cmifyiw0304h42o7goatf7izy","HD-0020","Mitsubishi Fuso FV517RL-020","Mitsubishi Fuso","FV517RL",2023,36,430,"LOADING","2025-10-19T12:04:32.992Z","2025-11-18T12:04:32.992Z",8536,134161,,"PIT-02",true,"2023-06-23T17:00:00.000Z",,,"2025-11-26T12:04:33.027Z","2025-11-26T12:04:33.027Z"
"cmifyiw0404h62o7gmnj9qcj6","HD-0021","Hino FM260JD-021","Hino","FM260JD",2020,30,386,"REFUELING","2025-11-04T12:04:32.992Z","2025-12-04T12:04:32.992Z",17741,268955,"cmifyivhg03qi2o7gnu4y3dzv","Pool",true,"2020-06-04T17:00:00.000Z",,,"2025-11-26T12:04:33.029Z","2025-11-26T12:04:33.029Z"
"cmifyiw0604h82o7gubv410sw","HD-0022","Mitsubishi Fuso FV517RL-022","Mitsubishi Fuso","FV517RL",2018,39,371,"REFUELING","2025-11-19T12:04:32.992Z","2025-12-19T12:04:32.992Z",25647,394368,"cmifyivhh03qk2o7g8b5sn3ya","ROM-02",true,"2018-09-25T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.030Z","2025-11-26T12:04:33.030Z"
"cmifyiw0804ha2o7gfbcaeiax","HD-0023","UD Trucks Quon GWE370-023","UD Trucks","Quon GWE370",2017,20,271,"STANDBY","2025-11-15T12:04:32.992Z","2025-12-15T12:04:32.992Z",28007,424182,,"Crusher",true,"2017-02-14T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.032Z","2025-11-26T12:04:33.032Z"
"cmifyiw0904hc2o7gxt405jyr","HD-0024","UD Trucks Quester CGE420-024","UD Trucks","Quester CGE420",2021,24,318,"STANDBY","2025-11-20T12:04:32.992Z","2025-12-20T12:04:32.992Z",15320,239779,,"En-route",true,"2021-11-20T17:00:00.000Z",,,"2025-11-26T12:04:33.033Z","2025-11-26T12:04:33.033Z"
"cmifyiw0a04he2o7g0mz6s6j6","HD-0025","Mitsubishi Fuso FJ2528R-025","Mitsubishi Fuso","FJ2528R",2021,23,250,"LOADING","2025-11-17T12:04:32.992Z","2025-12-17T12:04:32.992Z",15922,242271,"cmifyivhm03qq2o7gblty9fms","En-route",true,"2021-06-16T17:00:00.000Z",,,"2025-11-26T12:04:33.035Z","2025-11-26T12:04:33.035Z"
"cmifyiw0c04hg2o7gfzm5av8r","HD-0026","Hino FM285JM-026","Hino","FM285JM",2017,22,382,"IN_QUEUE","2025-10-21T12:04:32.992Z","2025-11-20T12:04:32.992Z",29863,456569,"cmifyivhn03qs2o7gvk8ryea6","ROM-02",true,"2017-05-18T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.036Z","2025-11-26T12:04:33.036Z"
"cmifyiw0e04hi2o7g5dg6ys7d","HD-0027","Mercedes-Benz Actros 4144-027","Mercedes-Benz","Actros 4144",2016,21,250,"LOADING","2025-11-18T12:04:32.992Z","2025-12-18T12:04:32.992Z",32167,486316,"cmifyivho03qu2o7gcocw3lni","PIT-01",true,"2016-02-04T17:00:00.000Z",,,"2025-11-26T12:04:33.038Z","2025-11-26T12:04:33.038Z"
"cmifyiw0f04hk2o7geza9bji0","HD-0028","Scania R500-028","Scania","R500",2020,21,282,"STANDBY","2025-11-17T12:04:32.992Z","2025-12-17T12:04:32.992Z",17785,271420,,"En-route",true,"2020-11-02T17:00:00.000Z",,,"2025-11-26T12:04:33.040Z","2025-11-26T12:04:33.040Z"
"cmifyiw0h04hm2o7gm2utk8ew","HD-0029","UD Trucks Quon GWE370-029","UD Trucks","Quon GWE370",2024,38,397,"DUMPING","2025-10-24T12:04:32.992Z","2025-11-23T12:04:32.992Z",5267,83857,"cmifyivhr03qy2o7grd13qwk0","ROM-02",true,"2024-03-20T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.041Z","2025-11-26T12:04:33.041Z"
"cmifyiw0i04ho2o7gzcl9fmta","HD-0030","Mitsubishi Fuso FV517RL-030","Mitsubishi Fuso","FV517RL",2020,38,354,"REFUELING","2025-10-22T12:04:32.992Z","2025-11-21T12:04:32.992Z",17814,268783,"cmifyivht03r02o7gdircbi1d","Crusher",true,"2020-05-31T17:00:00.000Z",,,"2025-11-26T12:04:33.043Z","2025-11-26T12:04:33.043Z"
"cmifyiw0k04hq2o7ghhxg47wv","HD-0031","UD Trucks Quon GWE370-031","UD Trucks","Quon GWE370",2016,37,395,"MAINTENANCE","2025-11-18T12:04:32.992Z","2025-12-18T12:04:32.992Z",31519,476720,,"ROM-01",true,"2016-12-02T17:00:00.000Z",,,"2025-11-26T12:04:33.044Z","2025-11-26T12:04:33.044Z"
"cmifyiw0l04hs2o7g7f61it4n","HD-0032","Mercedes-Benz Actros 4144-032","Mercedes-Benz","Actros 4144",2018,21,270,"DUMPING","2025-10-14T12:04:32.992Z","2025-11-13T12:04:32.992Z",26115,394585,,"PIT-02",true,"2018-09-22T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.045Z","2025-11-26T12:04:33.045Z"
"cmifyiw0n04hu2o7gmajb6aqt","HD-0033","Mercedes-Benz Actros 4144-033","Mercedes-Benz","Actros 4144",2018,26,310,"HAULING","2025-11-18T12:04:32.992Z","2025-12-18T12:04:32.992Z",24884,376727,,"PIT-02",true,"2018-11-05T17:00:00.000Z",,,"2025-11-26T12:04:33.047Z","2025-11-26T12:04:33.047Z"
"cmifyiw0o04hw2o7gakh26ww5","HD-0034","Mitsubishi Fuso FM517HS-034","Mitsubishi Fuso","FM517HS",2016,22,313,"MAINTENANCE","2025-11-06T12:04:32.992Z","2025-12-06T12:04:32.992Z",32847,498789,,"ROM-02",true,"2016-06-30T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.049Z","2025-11-26T12:04:33.049Z"
"cmifyiw0q04hy2o7gvdtehiil","HD-0035","Volvo FMX500-035","Volvo","FMX500",2021,32,367,"IDLE","2025-10-25T12:04:32.992Z","2025-11-24T12:04:32.992Z",15548,234240,,"PIT-01",true,"2021-09-30T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.050Z","2025-11-26T12:04:33.050Z"
"cmifyiw0r04i02o7gxekx1w1k","HD-0036","UD Trucks Quester CGE420-036","UD Trucks","Quester CGE420",2016,30,255,"REFUELING","2025-10-21T12:04:32.992Z","2025-11-20T12:04:32.992Z",32164,487066,"cmifyivi203rc2o7gnttuco7k","Crusher",true,"2016-08-21T17:00:00.000Z",,,"2025-11-26T12:04:33.052Z","2025-11-26T12:04:33.052Z"
"cmifyiw0t04i22o7gly4tg7yc","HD-0037","Volvo FMX500-037","Volvo","FMX500",2022,26,413,"STANDBY","2025-11-07T12:04:32.992Z","2025-12-07T12:04:32.992Z",10853,171741,,"PIT-01",true,"2022-07-11T17:00:00.000Z",,,"2025-11-26T12:04:33.053Z","2025-11-26T12:04:33.053Z"
"cmifyiw0v04i42o7g3ctv5z00","HD-0038","UD Trucks Quester CGE420-038","UD Trucks","Quester CGE420",2022,29,400,"IDLE","2025-10-16T12:04:32.992Z","2025-11-15T12:04:32.992Z",12336,190487,,"Stockpile-01",true,"2022-12-11T17:00:00.000Z",,,"2025-11-26T12:04:33.055Z","2025-11-26T12:04:33.055Z"
"cmifyiw0w04i62o7gboieugnb","HD-0039","UD Trucks Quester CGE420-039","UD Trucks","Quester CGE420",2017,24,439,"REFUELING","2025-11-23T12:04:32.992Z","2025-12-23T12:04:32.992Z",28372,427592,"cmifyivi603ri2o7g2crygaxa","PIT-01",true,"2017-12-08T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.056Z","2025-11-26T12:04:33.056Z"
"cmifyiw0y04i82o7g40mwpbrp","HD-0040","Scania G440-040","Scania","G440",2024,35,423,"LOADING","2025-11-23T12:04:32.992Z","2025-12-23T12:04:32.992Z",3657,59602,"cmifyivi703rk2o7gp7lw9y2l","PIT-01",true,"2024-04-04T17:00:00.000Z",,,"2025-11-26T12:04:33.058Z","2025-11-26T12:04:33.058Z"
"cmifyiw0z04ia2o7g0t6xp4hn","HD-0041","Mercedes-Benz Actros 4144-041","Mercedes-Benz","Actros 4144",2015,33,308,"REFUELING","2025-11-05T12:04:32.992Z","2025-12-05T12:04:32.992Z",36937,555476,,"PIT-03",true,"2015-07-10T17:00:00.000Z",,,"2025-11-26T12:04:33.060Z","2025-11-26T12:04:33.060Z"
"cmifyiw1104ic2o7g5oyy2uwo","HD-0042","Volvo FM440-042","Volvo","FM440",2015,33,267,"MAINTENANCE","2025-11-19T12:04:32.992Z","2025-12-19T12:04:32.992Z",36089,541826,,"Pool",true,"2015-08-05T17:00:00.000Z",,,"2025-11-26T12:04:33.061Z","2025-11-26T12:04:33.061Z"
"cmifyiw1204ie2o7gqh5h4uuf","HD-0043","Hino Ranger FM285JD-043","Hino","Ranger FM285JD",2020,39,447,"IDLE","2025-10-29T12:04:32.992Z","2025-11-28T12:04:32.992Z",18125,274215,"cmifyivic03rq2o7g7yxs5697","En-route",true,"2020-12-16T17:00:00.000Z",,,"2025-11-26T12:04:33.063Z","2025-11-26T12:04:33.063Z"
"cmifyiw1404ig2o7gflhalk0j","HD-0044","UD Trucks Quon GWE370-044","UD Trucks","Quon GWE370",2023,22,293,"STANDBY","2025-11-23T12:04:32.992Z","2025-12-23T12:04:32.992Z",7681,116936,,"PIT-01",true,"2023-04-26T17:00:00.000Z",,,"2025-11-26T12:04:33.064Z","2025-11-26T12:04:33.064Z"
"cmifyiw1504ii2o7gz9tj4lzn","HD-0045","Volvo FM440-045","Volvo","FM440",2023,22,374,"STANDBY","2025-11-15T12:04:32.992Z","2025-12-15T12:04:32.992Z",7526,120801,,"ROM-02",true,"2023-03-20T17:00:00.000Z",,,"2025-11-26T12:04:33.066Z","2025-11-26T12:04:33.066Z"
"cmifyiw1704ik2o7g4z1mhoam","HD-0046","Hino FM260JD-046","Hino","FM260JD",2019,30,416,"LOADING","2025-10-29T12:04:32.992Z","2025-11-28T12:04:32.992Z",21287,322049,"cmifyivig03rw2o7gq5fti97s","Stockpile-01",false,"2019-04-09T17:00:00.000Z",,,"2025-11-26T12:04:33.067Z","2025-11-26T12:04:33.067Z"
"cmifyiw1804im2o7gansi9b89","HD-0047","Mercedes-Benz Axor 3340-047","Mercedes-Benz","Axor 3340",2022,38,287,"LOADING","2025-10-26T12:04:32.992Z","2025-11-25T12:04:32.992Z",12291,189143,"cmifyivii03ry2o7gwl16udzt","PIT-01",true,"2022-05-17T17:00:00.000Z",,,"2025-11-26T12:04:33.069Z","2025-11-26T12:04:33.069Z"
"cmifyiw1a04io2o7g2uzk5a4u","HD-0048","UD Trucks Quester CWE280-048","UD Trucks","Quester CWE280",2022,21,337,"REFUELING","2025-10-17T12:04:32.992Z","2025-11-16T12:04:32.992Z",10507,162252,"cmifyivij03s02o7gsafyctu8","Pool",true,"2022-06-18T17:00:00.000Z",,,"2025-11-26T12:04:33.070Z","2025-11-26T12:04:33.070Z"
"cmifyiw1c04iq2o7gn1cjzd5e","HD-0049","Volvo FMX500-049","Volvo","FMX500",2015,38,346,"IN_QUEUE","2025-11-06T12:04:32.992Z","2025-12-06T12:04:32.992Z",36460,553916,"cmifyivil03s22o7ggfjh5ded","Workshop",true,"2015-10-07T17:00:00.000Z",,,"2025-11-26T12:04:33.072Z","2025-11-26T12:04:33.072Z"
"cmifyiw1d04is2o7gnuraziir","HD-0050","UD Trucks Quester CWE280-050","UD Trucks","Quester CWE280",2023,37,308,"LOADING","2025-11-15T12:04:32.992Z","2025-12-15T12:04:32.992Z",7944,125598,"cmifyivim03s42o7gonucb0cn","En-route",true,"2023-06-18T17:00:00.000Z",,,"2025-11-26T12:04:33.074Z","2025-11-26T12:04:33.074Z"
"cmifyiw1f04iu2o7gifrt069m","HD-0051","Mitsubishi Fuso FM517HS-051","Mitsubishi Fuso","FM517HS",2018,24,355,"IDLE","2025-10-23T12:04:32.992Z","2025-11-22T12:04:32.992Z",26333,396352,"cmifyivio03s62o7gzcr0dnla","Workshop",true,"2018-03-12T17:00:00.000Z",,,"2025-11-26T12:04:33.075Z","2025-11-26T12:04:33.075Z"
"cmifyiw1g04iw2o7gdbums3tz","HD-0052","Volvo FH540-052","Volvo","FH540",2019,31,251,"STANDBY","2025-10-18T12:04:32.992Z","2025-11-17T12:04:32.992Z",21043,320872,,"Pool",true,"2019-07-14T17:00:00.000Z",,,"2025-11-26T12:04:33.077Z","2025-11-26T12:04:33.077Z"
"cmifyiw1i04iy2o7guntftln3","HD-0053","Scania G440-053","Scania","G440",2016,29,281,"MAINTENANCE","2025-10-13T12:04:32.992Z","2025-11-12T12:04:32.992Z",32794,492294,,"Pool",true,"2016-03-22T17:00:00.000Z",,,"2025-11-26T12:04:33.078Z","2025-11-26T12:04:33.078Z"
"cmifyiw1j04j02o7g909fdfbc","HD-0054","Scania G440-054","Scania","G440",2017,32,418,"DUMPING","2025-11-16T12:04:32.992Z","2025-12-16T12:04:32.992Z",28927,439325,"cmifyivis03sc2o7gfx32o456","PIT-03",true,"2017-01-05T17:00:00.000Z",,,"2025-11-26T12:04:33.080Z","2025-11-26T12:04:33.080Z"
"cmifyiw1l04j22o7g2492dee0","HD-0055","Hino FM260JD-055","Hino","FM260JD",2023,20,432,"DUMPING","2025-10-19T12:04:32.992Z","2025-11-18T12:04:32.992Z",7233,108569,,"Crusher",true,"2023-01-18T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.081Z","2025-11-26T12:04:33.081Z"
"cmifyiw1m04j42o7gu1je3sz1","HD-0056","UD Trucks Quon GWE370-056","UD Trucks","Quon GWE370",2017,32,427,"REFUELING","2025-11-15T12:04:32.992Z","2025-12-15T12:04:32.992Z",28663,432930,"cmifyiviv03sg2o7guph1w1nd","En-route",true,"2017-01-04T17:00:00.000Z",,,"2025-11-26T12:04:33.083Z","2025-11-26T12:04:33.083Z"
"cmifyiw1o04j62o7gntq29wg0","HD-0057","Mercedes-Benz Arocs 4143-057","Mercedes-Benz","Arocs 4143",2024,34,368,"MAINTENANCE","2025-10-21T12:04:32.992Z","2025-11-20T12:04:32.992Z",4235,65987,,"Crusher",true,"2024-12-24T17:00:00.000Z",,,"2025-11-26T12:04:33.084Z","2025-11-26T12:04:33.084Z"
"cmifyiw1p04j82o7gp5i1d6fe","HD-0058","Volvo FM440-058","Volvo","FM440",2020,27,313,"IDLE","2025-11-11T12:04:32.992Z","2025-12-11T12:04:32.992Z",17602,269831,,"Workshop",true,"2020-06-22T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.086Z","2025-11-26T12:04:33.086Z"
"cmifyiw1r04ja2o7ga29jla1i","HD-0059","Hino Ranger FM285JD-059","Hino","Ranger FM285JD",2016,33,387,"LOADING","2025-10-16T12:04:32.992Z","2025-11-15T12:04:32.992Z",32088,487383,"cmifyiviz03sm2o7gl2ajx3m6","En-route",true,"2016-02-04T17:00:00.000Z",,,"2025-11-26T12:04:33.087Z","2025-11-26T12:04:33.087Z"
"cmifyiw1t04jc2o7go1l9ym37","HD-0060","Mitsubishi Fuso FM517HS-060","Mitsubishi Fuso","FM517HS",2016,22,406,"DUMPING","2025-10-18T12:04:32.992Z","2025-11-17T12:04:32.992Z",31905,480614,"cmifyivj103so2o7gh59tj95g","En-route",true,"2016-11-07T17:00:00.000Z",,,"2025-11-26T12:04:33.089Z","2025-11-26T12:04:33.089Z"
"cmifyiw1u04je2o7gfvmlugnd","HD-0061","Mitsubishi Fuso FV517RL-061","Mitsubishi Fuso","FV517RL",2024,28,303,"IN_QUEUE","2025-11-08T12:04:32.992Z","2025-12-08T12:04:32.992Z",4786,79797,"cmifyivj203sq2o7grhprmeb5","Pool",true,"2024-08-15T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.091Z","2025-11-26T12:04:33.091Z"
"cmifyiw1w04jg2o7gudagsbtz","HD-0062","Volvo FH540-062","Volvo","FH540",2015,30,288,"STANDBY","2025-10-25T12:04:32.992Z","2025-11-24T12:04:32.992Z",35341,538203,,"Stockpile-01",false,"2015-10-25T17:00:00.000Z",,,"2025-11-26T12:04:33.092Z","2025-11-26T12:04:33.092Z"
"cmifyiw1x04ji2o7glsnagrcy","HD-0063","Scania P410-063","Scania","P410",2016,25,435,"MAINTENANCE","2025-11-21T12:04:32.992Z","2025-12-21T12:04:32.992Z",31664,479964,,"PIT-02",true,"2016-07-20T17:00:00.000Z",,,"2025-11-26T12:04:33.094Z","2025-11-26T12:04:33.094Z"
"cmifyiw1z04jk2o7gy5zsf8xs","HD-0064","Scania R500-064","Scania","R500",2015,25,363,"LOADING","2025-10-14T12:04:32.992Z","2025-11-13T12:04:32.992Z",35443,534664,"cmifyivj703sw2o7ggv1jlnft","Stockpile-01",true,"2015-11-09T17:00:00.000Z",,,"2025-11-26T12:04:33.095Z","2025-11-26T12:04:33.095Z"
"cmifyiw2004jm2o7gz09uafjh","HD-0065","UD Trucks Quester CWE280-065","UD Trucks","Quester CWE280",2018,23,306,"MAINTENANCE","2025-10-24T12:04:32.992Z","2025-11-23T12:04:32.992Z",24738,374680,,"Pool",true,"2018-02-09T17:00:00.000Z",,,"2025-11-26T12:04:33.097Z","2025-11-26T12:04:33.097Z"
"cmifyiw2204jo2o7gd38wdzl8","HD-0066","UD Trucks Quon GWE370-066","UD Trucks","Quon GWE370",2023,29,276,"DUMPING","2025-10-27T12:04:32.992Z","2025-11-26T12:04:32.992Z",7606,118433,"cmifyivja03t02o7g96vo7bkb","Stockpile-01",true,"2023-06-07T17:00:00.000Z",,,"2025-11-26T12:04:33.098Z","2025-11-26T12:04:33.098Z"
"cmifyiw2304jq2o7g8liatkar","HD-0067","UD Trucks Quester CWE280-067","UD Trucks","Quester CWE280",2017,36,357,"IN_QUEUE","2025-11-18T12:04:32.992Z","2025-12-18T12:04:32.992Z",28922,439434,,"Stockpile-01",true,"2017-10-02T17:00:00.000Z",,,"2025-11-26T12:04:33.099Z","2025-11-26T12:04:33.099Z"
"cmifyiw2504js2o7gupwf20dh","HD-0068","UD Trucks Quester CWE280-068","UD Trucks","Quester CWE280",2022,29,409,"STANDBY","2025-10-17T12:04:32.992Z","2025-11-16T12:04:32.992Z",11251,176564,,"En-route",true,"2022-09-10T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.101Z","2025-11-26T12:04:33.101Z"
"cmifyiw2604ju2o7gk6m5tx2g","HD-0069","Mitsubishi Fuso FM517HS-069","Mitsubishi Fuso","FM517HS",2021,20,378,"IDLE","2025-11-09T12:04:32.992Z","2025-12-09T12:04:32.992Z",15908,240792,"cmifyivje03t62o7gix2mdl5a","PIT-02",true,"2021-02-22T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.102Z","2025-11-26T12:04:33.102Z"
"cmifyiw2804jw2o7gnyo3updg","HD-0070","UD Trucks Quon GWE370-070","UD Trucks","Quon GWE370",2016,31,331,"IDLE","2025-10-23T12:04:32.992Z","2025-11-22T12:04:32.992Z",31649,482286,"cmifyivjg03t82o7gkfnyiq1k","Workshop",true,"2016-09-09T17:00:00.000Z",,,"2025-11-26T12:04:33.104Z","2025-11-26T12:04:33.104Z"
"cmifyiw2904jy2o7gfdamolhb","HD-0071","Mercedes-Benz Arocs 4143-071","Mercedes-Benz","Arocs 4143",2024,26,386,"REFUELING","2025-11-12T12:04:32.992Z","2025-12-12T12:04:32.992Z",4473,68434,"cmifyivjh03ta2o7g433svjx0","ROM-02",true,"2024-07-15T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.106Z","2025-11-26T12:04:33.106Z"
"cmifyiw2b04k02o7g2optesc7","HD-0072","Hino FM285JM-072","Hino","FM285JM",2018,28,374,"REFUELING","2025-10-18T12:04:32.992Z","2025-11-17T12:04:32.992Z",25352,385628,"cmifyivji03tc2o7g6kxbli8k","Stockpile-01",true,"2018-03-03T17:00:00.000Z",,,"2025-11-26T12:04:33.107Z","2025-11-26T12:04:33.107Z"
"cmifyiw2d04k22o7gu1j0cdwz","HD-0073","Mitsubishi Fuso FV517RL-073","Mitsubishi Fuso","FV517RL",2018,31,308,"MAINTENANCE","2025-10-19T12:04:32.992Z","2025-11-18T12:04:32.992Z",25579,392195,,"Crusher",true,"2018-02-21T17:00:00.000Z",,,"2025-11-26T12:04:33.109Z","2025-11-26T12:04:33.109Z"
